报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,729524413.17,,,80023811.65,3380483219.86,,,1866563822.25,,,,,119684426.43,,46064699.09,6222344392.45,,,134227921.5,24300000.0,,,,,,,,,3118694509.64,,,708082390.34,106457374.0,301420858.95,4393183054.43,1829161338.02,,479863774.7,9050991.5,2958.97,,,488917725.17,521200000.0,34248403.3,,46545.75,555494949.05,-66577223.88,,,,,130000000.0,600000000.0,39214287.14,769214287.14,764921665.68,67082756.69,,31530133.77,863534556.14,-94320269.0,236983.1,1668500828.24,,,,,14881733823.76,16550234652.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:48:03
20251231,,448335446.77,,3229953724.45,,,,,,,2180865646.07,,,,,860008546.93,,1732854746.25,8452018110.47,,,567563337.41,247100000.0,,1608931664.42,2411213958.14,,,,,,,,,2086459932.72,575844184.38,3082293742.69,10579406819.76,-2127388709.29,,2543982908.92,21315380.77,53282.92,,4000000.0,2569351572.61,2305200386.0,161525870.89,,207096.46,2466933353.35,102418219.26,,,,,506062046.73,7150000000.0,,7656062046.73,4475337614.0,379805048.33,,116354474.32,4971497136.65,2684564910.08,-990559.23,658603860.82,14881733823.76,14223129962.94,,,14223129962.94,14881733823.76,定期报告,是,20260428,CNY,合并期末,2026-04-27T19:54:03
20250930,,,,2283753050.85,,,,838099850.25,,,1754404570.59,,,,,581410080.94,,391621546.02,5849289098.65,,,391865761.85,350000000.0,,1344429601.12,,,,,,,823031579.21,,,1644488773.73,461018427.85,2342671950.52,7357506094.28,-1508216995.63,,2217744273.62,19047174.07,37768.94,,4000000.0,2240829216.63,2221840386.0,98288264.12,,207096.46,2320335746.58,-79506529.95,,,,,432299015.59,4150000000.0,32239900.01,4614538915.6,2841750948.32,316430206.18,,90829219.2,3249010373.7,1365528541.9,-384617.59,-222579601.27,,,,,14223129962.94,14000550361.67,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:56:03
20250630,,,,1463326910.47,,,45175747.84,3599758618.64,,,881309935.44,,,,,452824558.07,,370772438.96,6813168209.42,,,248300102.1,174000000.0,,,,,,,,,5252091919.84,,,1176668036.08,279519620.91,2306669826.71,9437249505.64,-2624081296.22,,1692004273.62,11914768.12,4979.14,,4000000.0,1707924020.88,1686440386.0,55355153.68,,185922.76,1741981462.44,-34057441.56,,,,,353337852.83,2850000000.0,,3203337852.83,1702925710.32,186577776.79,,69796456.71,1959299943.82,1244037909.01,-311002.52,-1414411831.29,12808718131.65,14223129962.94,,,14223129962.94,12808718131.65,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:06:03
20250331,,,,720724292.4,70000000.0,,60884562.83,538649153.95,,,341616317.85,,,,,165176314.0,,186006550.31,2083057191.34,,,114835626.65,,,,,,,,,,788055823.17,,,678967709.77,112829467.41,1909313356.81,3604001983.81,-1520944792.47,,960560000.0,5329630.92,5500.0,,,965895130.92,893800000.0,33205177.48,,185922.76,927191100.24,38704030.68,,,,,243999998.0,400000000.0,3110244.0,647110242.0,524342856.16,81304596.26,,41423655.6,647071108.02,39133.98,-87194.5,-1482288822.31,,,,,14223129962.94,12740841140.63,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T21:58:04
20241231,,,,3258868272.13,,,,1406410986.21,,,1914991965.78,,,,,518690550.32,,2555982738.75,9654944513.19,,,659336364.67,90000000.0,,384919902.69,,,,,,,272137865.12,,,2034214432.18,649831361.0,1598419566.37,5688859492.03,3966085021.16,,850362526.07,17321769.87,62354.82,,589414784.37,1457161435.13,1439170000.0,149144585.3,,6107318.8,1594421904.1,-137260468.97,,,,,751689997.0,7362350000.0,,8114039997.0,7389239445.78,471933316.31,2455809.02,180061730.6,8041234492.69,72805504.31,1411165.25,3903041221.75,14223129962.94,10320088741.19,,,10320088741.19,14223129962.94,定期报告,是,20260428,CNY,合并期末,2025-04-29T21:50:05
20240930,,,,2300180760.15,,,256574532.47,1557921794.62,,,1882972662.66,,,,,355665684.37,,396233914.98,6749549349.25,,,534453446.1,290000000.0,,,,,,,,,1295195634.53,,,1564101989.62,507271478.43,671941529.16,4862964077.84,1886585271.41,,412320000.0,11872880.12,367358.0,,589414784.37,1013975022.49,740190000.0,98489939.54,,2107318.8,840787258.34,173187764.15,,,,,666609997.0,5175100000.0,,5841709997.0,5550498712.32,409310507.81,2455809.02,147782863.28,6107592083.41,-265882086.41,674765.91,1794565715.06,,,,,10320088741.19,12114654456.25,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:12:03
20240630,,,,1513258277.6,,,283974938.39,3749229522.6,,,,,,,,211857161.19,,267888666.05,6026208565.83,,,369605361.47,100000000.0,,,,,,286420252.42,,,4051075288.14,,,1083889155.87,413216425.85,450714417.15,6754920900.9,-728712335.07,,159336943.76,7409639.66,350208.0,,589414784.37,756511575.79,99170000.0,49359735.82,,233950.6,148763686.42,607747889.37,,,,,578909997.0,3595550000.0,,4174459997.0,2888735855.16,213530260.08,2455809.02,91572522.8,3193838638.04,980621358.96,957358.02,860614271.28,11180703012.47,10320088741.19,,,10320088741.19,11180703012.47,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T18:32:02
20240331,,,,726479118.03,,,22879049.51,3323272222.34,,,428359311.4,,,,,1345971.99,,499447655.04,5001783328.31,,,185351475.54,91000000.0,,,,,,,,,3505958262.42,,,626906854.66,216024581.36,412037275.25,5037278449.23,-35495120.92,,105284120.35,489858.77,1700.0,,592258925.19,698034604.31,63000000.0,12780833.51,,233950.6,76014784.11,622019820.2,,,,,,938450000.0,,938450000.0,924750000.0,80895115.03,,47382271.48,1053027386.51,-114577386.51,,471947312.77,,,,,10320088741.19,10792036053.96,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:02:02
20231231,,2314707166.5,,3477451174.88,490000000.0,,,,,,,,,,,6295560.28,,1828748569.28,8117202470.94,,,667181356.26,,,186705164.06,2130176716.11,,,45189259.9,,,,,,1554175934.24,681692339.07,1255495863.5,6520616633.14,1596585837.8,,1473206277.14,116721605.09,147166.79,,,1590075049.02,1276639000.0,97946475.91,,2320741.65,1376906217.56,213168831.46,,,,,,7208715000.0,,7208715000.0,8029991000.0,557655938.17,,337156788.05,8924803726.22,-1716088726.22,251706.25,93917649.29,10320088741.19,10226171091.9,,,10226171091.9,10320088741.19,定期报告,是,20250430,CNY,合并期末,2024-04-18T19:47:02
