报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,335267040.71,,,371617076.77,,,674399925.37,9915220.44,664484704.93,,6067856.23,,,,,,,,,,,17797987.86,649077875.31,,,,,8066535.77,2114795654.64,,,,,,,,7755932.73,68003362.62,,,84960000.0,,,,,,,,,,,94012565.16,,,,52501356.62,5346508.3,32323446.01,,118434373.57,3327068.99,,57017718.17,737766.98,471918742.53,2586714397.17,,19575366.48,,,,,,400191298.16,17656068.64,382535229.52,6979996.18,449802602.06,,,6512487.25,61232709.1,,,,,,50657235.05,,,,,,,,,,,,,,2910605.73,2313026.0,1000175326.01,,,,,,3159263.34,,,,,,4160396.87,3345042.36,,10664702.57,1010840028.58,,176334698.0,,,,1004335789.31,47232484.7,,,53924974.57,,,314060397.18,,,1501423374.36,74450994.23,1575874368.59,2586714397.17,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T18:18:06
20251231,,491674192.94,,,271033466.01,,,733360606.21,4559607.73,728800998.48,,3446080.36,,,,,,,,,,15205130.84,15205130.84,658133236.9,,,,,8558550.39,2237198875.95,,,,,,,,7755932.73,68643749.56,,,84960000.0,,270193027.14,174333819.31,95859207.83,,,,,95859207.83,280445.31,96139653.14,,,,55787612.3,6060547.96,33205796.28,,118434373.57,3761699.32,,59986386.4,407766.98,479355905.94,2716554781.89,,19078769.27,,,,,,478985014.58,9671977.91,469313036.67,10679642.89,426968020.09,,,60347798.22,79711523.14,,,,,52873967.22,52873967.22,,,,,,,,,,,,,,3748829.44,2005041.61,1134398606.46,,,,,,3687276.11,,,,,,4312929.92,3401295.61,,11401501.64,1145800108.1,,176334698.0,,,,1004022109.79,47232484.7,,,53924974.57,,,307080719.42,,,1494130017.08,76624656.71,1570754673.79,2716554781.89,定期报告,是,20260424,CNY,合并期末,2026-04-23T18:18:06
20250930,,291942822.61,,,330842240.9,,,658948085.51,9413836.26,649534249.25,,5923950.27,,,,,,,,,,,18487268.46,759144942.92,,,,,3500348.35,2112722674.53,,,,,,,,7312812.67,68151033.9,,,84960000.0,,,,,,,,,,,97630933.73,,,,43933015.51,6616755.73,32017223.89,,144787049.93,4138031.45,,52074635.44,1707302.38,499395779.12,2612118453.65,,3500000.0,,,,,,424768297.72,5601803.6,419166494.12,2341899.72,480173749.95,,,8442197.28,58411976.7,,,,,,55375848.42,,,,,,,,,,,,,,3063744.89,1652253.97,1037729968.65,,,106311344.67,,,4479984.02,,,,,,2885462.97,4222734.52,,117899526.18,1155629494.83,,166508706.0,36109035.55,,,860429360.42,47232484.7,,,50466417.67,,,318369753.71,,,1384650788.65,71838170.17,1456488958.82,2612118453.65,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:12:16
20250630,,312921470.6,,,321127231.84,,,632974545.66,9207530.56,623767015.1,,4480650.14,,,,,,,,,,17927586.84,17927586.84,741295821.94,,,,,4359048.6,2082213910.66,,,,,,,,6808973.65,69071901.46,,,84960000.0,,268872005.36,169266074.01,99605931.35,,,,,99605931.35,280445.31,99886376.66,,,,47127555.04,7274713.39,32869517.01,,144787049.93,4542216.04,,48798810.09,2104264.97,501103823.2,2583317733.86,,3500000.0,,,,,,407544925.6,11474885.32,396070040.28,7121445.64,473938725.15,,,7985714.51,53373164.1,,,,,65383362.82,65383362.82,,,,,,,,,,,,,,4211629.89,317260.26,1023376227.97,,,104236493.14,,,4653087.78,,,,,,3337996.02,3912750.45,,116140327.39,1139516555.36,,166505437.0,36122890.99,,,860068782.55,47232484.7,,,50466417.67,,,305366753.3,,,1371297796.81,72503381.69,1443801178.5,2583317733.86,定期报告,未审计,20250812,CNY,合并期末,2025-08-11T16:32:03
20250331,,301314794.27,,,371753912.35,,,581112713.68,8593485.1,572519228.58,,6215582.76,,,,,,,,,,,16968820.63,717777663.28,,,,,8221603.16,2048612479.81,,,,,,,,7090861.89,69992769.01,,,84960000.0,,,,,,,,,,,102700896.68,,,,45247389.68,8383086.46,33770951.31,,144787049.93,4635032.94,,46323784.25,2110601.73,504755034.2,2553367514.01,,3500000.0,,,,,,377564232.31,18150666.86,359413565.45,94092.56,480676989.91,,,4640088.63,57453894.04,,,,,,66763013.88,,,,,,,,,,,,,,5001359.55,239218.81,995932889.69,,,102182069.98,,,4931722.07,,,,,,3115529.07,4160339.06,,114389660.18,1110322549.87,,166504114.0,36128468.16,,,859736478.05,47232484.7,,,50466417.67,,,308090512.04,,,1373693505.22,69351458.92,1443044964.14,2553367514.01,定期报告,未审计,20250422,CNY,合并期末,2025-04-21T20:42:05
20241231,,430639649.98,,,340817288.71,,,559750151.82,3881840.38,555868311.44,,2428620.72,,,,,,,,,,18725737.15,18725737.15,671076923.1,,,,,7053919.7,2079917522.2,,,,,,,,7090861.89,70913636.57,,,84960000.0,,268647393.68,163623508.97,105023884.71,,,,,105023884.71,276998.69,105300883.4,,,,49425231.02,7827942.63,17819827.19,,93646551.84,5026782.6,,43935507.9,407766.98,436929761.0,2516847283.2,,,,,,,,413440854.44,16107934.88,397332919.56,4653845.43,454932162.04,,,47104882.59,56345184.99,,,,,16688019.23,16688019.23,,,,,,,,,,,,,,4674124.25,268514.68,998107587.65,,,100678280.76,,,4247638.47,,,,,,2697903.24,1133660.95,,108757483.42,1106865071.07,,166503053.0,36132911.33,,,859407990.61,47232484.7,,,50466417.67,,,303259861.41,,,1368537749.32,41444462.81,1409982212.13,2516847283.2,定期报告,是,20260424,CNY,合并期末,2025-04-21T20:42:05
20240930,,330222267.26,,,331356019.63,,,524660327.28,6166919.31,518493407.97,,6349014.87,,,,,,,,,,,23512172.23,712993220.56,,,,,5374392.25,1999538864.28,,,,,,,,6321625.62,71834504.13,,,84960000.0,,,,,,,,,,,107185308.6,,,,65071450.2,7601025.59,17860067.15,,114124445.69,4350223.81,,34145269.86,1953950.15,450336420.6,2449875284.88,,,,,,,,383355065.21,10223198.34,373131866.87,2304609.38,472714852.96,,,7260403.83,41382822.38,,,,,,17955304.01,,,,,,,,,,,,,,2451529.95,165453.14,927590040.86,,,184887796.89,,,6429101.4,,,,,,2424838.72,1150190.18,,194891927.19,1122481968.05,,157898101.0,71898970.58,,,740536678.35,47232484.7,,,47196328.5,,,310982082.17,,,1281279675.9,46113640.93,1327393316.83,2449875284.88,定期报告,未审计,20241025,CNY,合并期末,2024-10-24T16:20:13
20240630,,534879403.08,,,170287694.5,,,522758107.98,14669161.24,508088946.74,,2787412.75,,,,,,,,,,25050847.93,25050847.93,716975461.28,,,,,6465880.26,2045951542.09,,,,,,,,4595085.21,72755371.69,,,84960000.0,,266396969.89,156986514.94,109410454.95,,,,,109410454.95,265434.73,109675889.68,,,,66746734.31,8491651.67,18512364.63,,114124445.69,4827019.47,,33153505.08,733950.15,451829283.27,2497780825.36,,,,,,,,387334897.05,14133894.03,373201003.02,2912506.8,506987617.31,,,7752410.44,40577466.75,,,,,37161456.04,37161456.04,,,,,,,,,,,,,,3127474.29,91742.24,985945570.92,,,181395128.66,,,6736238.65,,,,,,3091774.2,1168259.71,,192391401.22,1178336972.14,,157880200.0,71972970.87,,,739979098.78,47232484.7,,,47196328.5,,,304375658.67,,,1274171772.12,45272081.1,1319443853.22,2497780825.36,定期报告,未审计,20240824,CNY,合并期末,2024-08-23T18:40:06
20240331,,608987871.24,,,150569100.54,,,494940861.92,16097303.31,478843558.61,,4208199.84,,,,,,,,,,,22990014.09,702862367.95,,,,,6419806.74,2062036261.28,,,,,,,,4266649.71,73676239.24,,,77960000.0,,,,,,24219.45,,,,,111807222.27,,,,71058038.96,7251160.55,18940444.32,,114124445.69,5129854.38,,32089836.55,733950.15,446004022.31,2508040283.59,,,,,,,,377821817.1,12711933.03,365109884.07,1740659.96,512466069.37,,,5731644.34,49458209.17,,,,,,40586928.3,,,,,,,,,,,,,,2178212.08,98825.63,990082365.95,,,177828777.01,,,5383848.25,,,,,,2638709.68,1222066.23,,187073401.17,1177155767.12,,157876797.0,71986982.55,,,739619654.36,47241607.68,,,47196328.5,,,316356130.57,,,1285794285.3,45090231.17,1330884516.47,2508040283.59,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T20:55:04
20231231,,765771990.95,,,30011630.91,,,517657482.92,8796215.12,508861267.8,,2020528.1,,,,,,,,,,21086571.13,21086571.13,689858669.16,,,,,7041777.99,2106056830.98,,,,,,,,4276930.21,74597106.8,,,77960000.0,,264853573.12,149445666.22,115407906.9,,,,,115407906.9,246222.36,115654129.26,,,,72608179.82,8272267.93,19335964.2,,114124445.69,5602537.23,,31387487.22,861468.68,452072337.22,2558129168.2,,,,,,,,429805771.33,3973048.0,425832723.33,1452677.7,458343633.73,,,47237714.57,54617978.95,,,,,39415106.17,39415106.17,,,,,,,,,,,,,,2123874.31,84218.63,1033080975.39,,,174504094.25,,,5978189.03,,,,,,1445000.0,963120.09,,182890403.37,1215971378.76,,157873260.0,72001463.63,,,739259096.32,34407733.7,,,47196328.5,,,310731722.04,,,1292654136.79,49503652.65,1342157789.44,2558129168.2,定期报告,是,20250422,CNY,合并期末,2024-04-25T20:50:08
