报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,21062838347.75,19131997020.67,3686616890.95,2909365471.41,,9447461337.08,,21045296798.7,401487982.75,2947446102.33,2947446102.33,,,,,,1095163101.55,,,,,145085.11,,,,35951566.05,,,116621144.34,,,,,,,103602920.87,4503112.18,,108106033.05,,236519587.68,134636784.4,10601363.61,,,,435258066.71,291036659.82,61055186851.88,,3000000.0,,2015614992.45,,104211831.22,,9582660670.72,146475370.3,146475370.3,,835369690.2,117906312.36,,,,25651175535.89,10000000.0,,,,,,1096491.21,,9629276608.28,,,,,,20213750.73,246709763.91,124722326.47,51377957.23,48539811300.97,,3245000000.0,,,,4729491286.18,,-9819121.18,,529911953.62,2356227686.35,,1659798067.41,,12510609872.38,4765678.53,12515375550.91,61055186851.88,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T15:52:02
20251231,,18707797777.06,17415520516.52,3493645758.57,2444022596.65,,8061606279.23,,20530731069.05,972892009.67,612104930.38,612104930.38,,,,,,926939375.46,,,,,,,,,37524264.32,,,119644246.65,,,588020244.27,480493228.17,107527016.1,,107527016.1,4086997.2,,111614013.3,,244742100.41,147331542.94,10601363.61,,,,434618674.7,254163543.22,54665956948.57,,,,2006816618.76,,243177344.98,,7948562222.41,199837027.0,199837027.0,,834728163.38,93574480.73,,,,21025508583.59,,,,,,,1122807.0,,9596737117.71,,,,,,21951681.5,254419353.21,112838985.37,62450157.2,42401724542.84,,3245000000.0,,,,4729491286.18,,-7551794.44,,529911953.62,2358019218.58,,1404618768.14,,12259489432.08,4742973.65,12264232405.73,54665956948.57,定期报告,是,20260430,CNY,合并期末,2026-04-24T18:30:07
20250930,,18190359367.54,16439023613.37,3430770764.25,2552579102.58,,7644684993.56,,21059104569.07,770273017.07,872035102.48,872035102.48,,,,,,977558413.58,,,,,3256649.75,,,,39106583.4,,,125878221.61,,,,,,,112992855.1,1261644.33,,114254499.43,,104171244.7,131535178.92,10601363.61,,,,415083508.48,258754444.77,54147427922.22,,,,1001017533.49,,603437297.1,,9099508501.57,195964074.5,195964074.5,,844490012.1,127019613.1,,,,20120822615.23,,,,,,,1149122.79,,9584853349.5,,,,,,19089982.98,100047614.34,92118943.98,74820895.38,41864339556.06,,3245000000.0,,,,4729491286.18,,-2876313.22,,457120434.25,2210463293.36,,1639174760.44,,12278373461.01,4714905.15,12283088366.16,54147427922.22,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T15:42:02
20250630,,17617917206.74,15939096589.35,3152977028.85,2069687767.36,,6623521654.04,,23343455290.91,217956701.57,1086792054.2,1086792054.2,,,,,,832395367.18,,,,,4503195.31,,,,40688902.46,,,130140608.1,,,583455341.11,463514754.84,119940586.27,,119940586.27,1254676.98,,121195263.25,,111723962.31,142476552.32,10601363.61,,,,415911940.47,255496458.82,54107753550.14,,,,,,640447591.07,,9904964567.15,273184218.32,273184218.32,,814977876.86,59052795.43,,,,19122989125.06,,,,,,,1175438.58,,10679806850.86,,,,,,17895471.46,109898738.74,109797659.29,376758298.9,42110948631.72,,3245000000.0,,,,4729491286.18,,320476.64,,457120434.25,2210403730.28,,1349795803.44,,11992131730.79,4673187.63,11996804918.42,54107753550.14,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:22:03
20250331,,15972945539.92,14627555152.32,3470858822.99,2228054538.43,,7019944336.77,,24273610761.3,183963725.45,823116714.5,823116714.5,,,,,,747277646.01,,,,,1629729.92,,,,42271221.54,,,131943203.27,,,,,,,121939922.69,2380209.2,,124320131.89,,115505518.43,153143265.74,10601363.61,,,,400160216.64,239695901.79,53710988099.77,,,,404439889.07,,663486150.85,986225.18,10208152773.98,303093102.53,303093102.53,,723858524.49,56003485.71,,,,17831368323.14,,,,,,,1201754.37,,11183765874.71,,,,,,25150171.11,111940533.48,66250431.8,63986428.46,41643683668.88,,3245000000.0,,,,4729491286.18,,2787371.7,,457120434.25,2210329552.07,,1417978089.4,,12062706733.6,4597697.29,12067304430.89,53710988099.77,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T20:52:06
20241231,,16421319552.42,15076309840.2,3684479959.76,2511110788.0,,6978126513.36,,22277987004.5,423024193.4,644077335.89,644077335.89,,,,,,581505642.8,,,,,1343601.52,,,,43853540.6,,,128525783.26,,,573807834.55,450361237.95,123446596.6,,123446596.6,2230151.15,,125676747.75,,117784034.97,165166512.39,10601363.61,,,,409203818.46,236019782.59,52248695387.28,,,,502393191.54,,718335479.49,79072.73,8311085561.81,149606961.58,149606961.58,,766955414.05,116898192.75,,,,18319944202.6,,,,,,,1228070.16,,11133102039.58,,,,,,15055392.92,118753105.97,96299612.18,53475924.78,40303212222.14,,3245000000.0,,,,4729491286.18,,-890641.99,,457120434.25,2210243515.81,,1299952111.18,,11940916705.43,4566459.71,11945483165.14,52248695387.28,定期报告,是,20260425,CNY,合并期末,2025-04-25T20:52:06
20240930,,15047031914.19,13672239879.51,2933560488.62,1813758111.76,,5418463402.04,,22329878632.98,180820413.95,690341741.35,690341741.35,,,,,,663318828.65,,,,,5541143.51,,,,45435859.68,,,128600891.39,,,,,,,129592316.16,25741080.95,,155333397.11,,121736727.05,130323592.76,17910191.63,,,,414533017.58,231288025.83,48514118268.32,,,,,,1337562325.84,267120.0,8800522315.4,317252893.14,317252893.14,,768333218.07,55148059.26,,,,15186557785.28,,,,,,,1254385.95,,9194441470.1,,,,,,17615190.34,117434055.02,67757143.56,1021133566.65,36885279528.61,,3245000000.0,,,,4729491286.18,,-834310.89,,389754075.31,2073913193.8,,1186985650.5,,11624309894.9,4528844.81,11628838739.71,48514118268.32,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T16:52:03
20240630,,11477981461.84,10542161012.55,2714804533.14,1650124340.11,,5442323360.1,,25437378174.84,240278975.23,387628925.43,387628925.43,,,,,,704444174.36,,,,,858571.41,,,,47018178.74,,,84136877.25,,,567933654.17,434440299.15,133493355.02,,133493355.02,25625680.64,,159119035.66,,122124823.21,134478979.14,17910191.63,,,,396367650.76,290265129.1,47657119041.84,,,,1531168767.14,,499863717.32,2552176.47,12716280170.33,136866394.8,136866394.8,,726650991.83,8207747.06,,,,11752291042.93,,,,,,,1280701.74,,7247467500.72,,,,,,15354095.13,119471426.67,83440265.18,1313739042.14,36154634039.46,,3245000000.0,,,,4729491286.18,,2052657.94,,389754075.31,2073811402.84,,1057833345.94,,11497942768.21,4542234.17,11502485002.38,47657119041.84,定期报告,未审计,20240829,CNY,合并期末,2024-08-28T18:02:02
20240331,,13148262644.1,11037471828.6,2632786943.99,1538056584.54,,5769131010.27,,24421197725.97,624125451.11,439927417.04,439927417.04,,,,,,604701224.57,,,,,586061.73,,,,48600497.82,,,84136877.25,,,,,,,137135638.39,24551226.45,,161686864.84,,126342160.37,141843990.79,17910191.63,,,,377818733.22,271507288.5,48870565083.2,,,,3573634404.63,,264781744.46,565867.62,11916121678.24,191836559.14,191836559.14,,632442227.14,13877721.68,,,,12235663741.89,,,,,,,1307017.53,,7265099983.62,,,,,,19194554.84,121413712.44,70506411.77,866766425.0,37173212050.0,,3245000000.0,,,,4729491286.18,,2052657.94,,389754075.31,2073738483.49,,1252853410.4,,11692889913.32,4463119.88,11697353033.2,48870565083.2,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T20:42:03
20231231,,11036434968.92,9681677547.23,2583907012.77,1586948709.4,,6208416286.72,,23309319210.75,492879427.88,1196989794.96,1196989794.96,,,,,,616554628.82,,,,,8775069.6,,,,50182816.88,,,84136877.25,,,568436910.15,424594144.58,143842765.57,,143842765.57,17338920.36,,161181685.93,,132014083.28,152414835.66,17910191.63,,,,389998322.83,260807977.66,46701923191.54,,,,3547996356.01,,287713928.72,146540.0,11372089228.92,159522494.77,159522494.77,,708055948.57,21104754.52,,,,12528258397.1,,,,,,,1333333.32,,6212785847.08,,,,,,13811662.83,129455792.01,67272488.34,66140419.61,35115687191.8,,3245000000.0,,,,4729491286.18,,2052657.94,,389754075.31,2073687310.5,,1141833974.56,,11581819304.49,4416695.25,11586235999.74,46701923191.54,定期报告,是,20250426,CNY,合并期末,2024-04-25T20:42:03
