报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,1159164000.0,10186721000.0,10186721000.0,,,,,1974526000.0,3654789000.0,,3372735000.0,,,,,,,,,,,,,,,,,,392427000.0,20740362000.0,8256823000.0,2255588000.0,,,1868338000.0,,,288630000.0,2923648000.0,,,,,2310741000.0,,,838977000.0,,,,,,,,,2927190000.0,250451000.0,104689000.0,22025075000.0,-1284713000.0,,49141388000.0,1250118000.0,,,2959000.0,,,,,50394465000.0,39617975000.0,,,,,24100000.0,,,39642075000.0,10752390000.0,,,,,15585385000.0,,,,15585385000.0,21353018000.0,285248000.0,,,14971000.0,21653237000.0,-6067852000.0,-26882000.0,3372943000.0,,,,,15456296000.0,18829239000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:50:04
20251231,,,,10301943000.0,9678174000.0,623769000.0,,5251424000.0,,,3970186000.0,,13156571000.0,,,,,,,,,,,,,,,,,,182389000.0,33790477000.0,14656412000.0,,,,4929186000.0,2051118000.0,,,,6428572000.0,,,,7785570000.0,,,2115997000.0,,,,,,,,,4889721000.0,1250944000.0,922405000.0,45029925000.0,-11239448000.0,,192717921000.0,6305614000.0,,,46586000.0,,,,321657000.0,199391778000.0,188766330000.0,,,,,88408000.0,,,188854738000.0,10537040000.0,,,,,117959863000.0,,,,117959863000.0,118543123000.0,2558843000.0,,,75883000.0,121177849000.0,-3217986000.0,-35382000.0,-3955776000.0,15456296000.0,19412072000.0,,,19412072000.0,15456296000.0,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:50:04
20250930,,,,10593361000.0,9855378000.0,737983000.0,,3977187000.0,,,8678086000.0,,10013253000.0,,,,,,,,,,,,,,,,,,286249000.0,33926456000.0,4378885000.0,,,,4986810000.0,1778568000.0,,,,4133705000.0,,,,6226093000.0,,,1577561000.0,,,,,,,,,4524270000.0,919969000.0,388463000.0,28914324000.0,5012132000.0,,129547885000.0,4705412000.0,,,41297000.0,,,,,134294594000.0,137236939000.0,,,,,57666000.0,,,137294605000.0,-3000011000.0,,,,,98065344000.0,,,,98065344000.0,91676564000.0,2076357000.0,,,52282000.0,93805203000.0,4260141000.0,-10480000.0,6261782000.0,,,,,19412072000.0,25673854000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:14:03
20250630,,,,8796042000.0,8796042000.0,,,2535202000.0,,,7869174000.0,,6821641000.0,,,,,,,,,,,,,,,,,,274474000.0,26306321000.0,7742396000.0,,,,3195094000.0,32000000.0,,155450000.0,,2106300000.0,,,,4385675000.0,,,1134016000.0,,,,,,,,,5571836000.0,638112000.0,609104000.0,25569983000.0,736338000.0,,82278608000.0,3028696000.0,,,39876000.0,,,,,85347180000.0,83629799000.0,,,,,29593000.0,,,83659392000.0,1687788000.0,,,,,64640038000.0,,,,64640038000.0,63623548000.0,940328000.0,,,31636000.0,64595512000.0,44526000.0,6300000.0,2474952000.0,21887024000.0,19412072000.0,,,19412072000.0,21887024000.0,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T20:38:04
20250331,,,1014380000.0,20515915000.0,13717561000.0,6798354000.0,,2746904000.0,9263854000.0,,1802511000.0,,3364742000.0,,,,,,,,,,,,,,,,,,291146000.0,38999452000.0,8805642000.0,821780000.0,,,,,,,,6678305000.0,,,,2359318000.0,,,706746000.0,,,,,,,,,4543974000.0,292748000.0,56374000.0,24264887000.0,14734565000.0,,37886817000.0,2001716000.0,,,39097000.0,,,,,39927630000.0,39096309000.0,,,,,17342000.0,,,39113651000.0,813979000.0,,,,,22618335000.0,,,,22618335000.0,23726064000.0,349936000.0,,,17869000.0,24093869000.0,-1475534000.0,3422000.0,14076432000.0,,,,,19412072000.0,33488504000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-24T23:40:10
20241231,,,7128179000.0,18697732000.0,18697732000.0,,,,,3348672000.0,,2808886000.0,13933909000.0,,,,,,,,,,,,,,,,,,222083000.0,46139461000.0,14411531000.0,443598000.0,,,1158456000.0,,,708103000.0,3310133000.0,,,8387338000.0,,7172025000.0,,,1859686000.0,,,,,,,,,,1153075000.0,1061422000.0,39665367000.0,6474094000.0,,194342050000.0,5835870000.0,,,85800000.0,,,,1582329000.0,201846049000.0,197873188000.0,,,,,124209000.0,,,197997397000.0,3848652000.0,,,,,116836522000.0,,,,116836522000.0,119031787000.0,2834691000.0,,,64777000.0,121931255000.0,-5094733000.0,19629000.0,5247642000.0,19412072000.0,14164430000.0,,,14164430000.0,19412072000.0,定期报告,是,20260429,CNY,合并期末,2025-04-24T23:28:05
20240930,,,6668718000.0,10582293000.0,10582293000.0,,,,,,1296620000.0,1185526000.0,10621322000.0,,,,,,,,,,,,,,,,,,313526000.0,30833816000.0,10595981000.0,,,,560231000.0,,,632732000.0,4110599000.0,4442108000.0,,,,5524073000.0,,,1435378000.0,,,,,,,,,,855698000.0,719859000.0,28876659000.0,1957157000.0,,139865340000.0,4587119000.0,,,84463000.0,,,,,144536922000.0,141079573000.0,,,,,71359000.0,,,141150932000.0,3385990000.0,,,,,90674601000.0,,,,90674601000.0,89564457000.0,2358176000.0,,,44639000.0,91967272000.0,-1292671000.0,-19768000.0,4030708000.0,,,,,14164430000.0,18195138000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:50:04
20240630,,,3675270000.0,8017094000.0,5683077000.0,2334017000.0,,,,2506524000.0,1973093000.0,1795563000.0,7229721000.0,,,,,,,,,,,,,,,,,,110885000.0,25734352000.0,8064811000.0,,,,249224000.0,,,,2511753000.0,,,,,3969878000.0,,,1043867000.0,,,,,,,,,,577804000.0,472658000.0,16889995000.0,8844357000.0,,87091065000.0,2816609000.0,,,61633000.0,,,,,89969307000.0,89490886000.0,,,,,35232000.0,,,89526118000.0,443189000.0,,,,,57998373000.0,,,,57998373000.0,63363018000.0,1350341000.0,,,28675000.0,64742034000.0,-6743661000.0,3756000.0,2547641000.0,16712071000.0,14164430000.0,,,14164430000.0,16712071000.0,定期报告,未审计,20250828,CNY,合并期末,2024-08-30T18:05:05
20240331,,,1869346000.0,10762820000.0,5920097000.0,4842723000.0,,,,2037224000.0,,,3656761000.0,,,,,,,,,,,,,,,,,,487734000.0,19016015000.0,5757913000.0,192998000.0,,192998000.0,217117000.0,,,,3484762000.0,,,619367000.0,,2151532000.0,,,671354000.0,,,,,,,,,603669000.0,292133000.0,288120000.0,14278965000.0,4737050000.0,,35845313000.0,1556562000.0,,,8061000.0,,,,,37409936000.0,35042666000.0,,,,,17852000.0,,,35060518000.0,2349418000.0,,,,,23823093000.0,,,,23823093000.0,30110000000.0,96039000.0,596118000.0,,15753000.0,30221792000.0,-6398699000.0,-5130000.0,682639000.0,,,,,14164430000.0,14847069000.0,定期报告,未审计,20250425,CNY,合并期末,2024-04-26T23:20:03
20231231,,,5944943000.0,18539118000.0,18539118000.0,,807838000.0,1100921000.0,663451000.0,3458030000.0,41004000.0,3741867000.0,14218563000.0,,,,,,,,,,,,,,,,,,1658930000.0,50174665000.0,21226687000.0,,,,,,,2397512000.0,,,,,,6437466000.0,,,1759843000.0,,,,,,,,,,1310705000.0,994424000.0,34126637000.0,16048028000.0,,159899838000.0,5087650000.0,,,37118000.0,,,,,165024606000.0,180828437000.0,,,,,121895000.0,,,180950332000.0,-15925726000.0,,,,,105643106000.0,,,,105643106000.0,102770352000.0,2054360000.0,1789383000.0,,77564000.0,104902276000.0,740830000.0,4884000.0,868016000.0,14164430000.0,13296414000.0,,,13296414000.0,14164430000.0,定期报告,是,20250425,CNY,合并期末,2024-04-26T21:10:03
