报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,813363266.65,813363266.65,,,,,,731726246.64,504482257.59,,,,,,,,,5458745.71,15418321.17,84357530.92,95015000.7,26994390.55,15511376.98,,4770852.34,,,,,-469165.24,,,,3439680.19,-5469095.81,2190778.48,,,86100069.97,76820.92,,67252.22,,86109638.67,18999529.62,,67110109.05,67110109.05,,65613153.17,,1496955.88,-40720329.27,-40710622.14,,,,,,-40710622.14,,,,,,,,,-40710622.14,,-9707.13,26389779.78,24902531.03,1487248.75,0.11,0.11,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:40:05
20251231,3365369208.1,3365369208.1,,,,,,2880542611.37,2041067502.8,,,,,,,,,18290082.0,75615162.25,332136857.13,381781292.64,31651714.55,60067245.19,,36193366.53,349205.55,,,,-6790047.66,,,,16088632.04,-137664788.73,-12941584.2,,-731342.89,378980831.82,5005685.24,,6251834.89,,377734682.17,57132402.21,,320602279.96,320602279.96,,339907380.11,,-19305100.15,-66985.26,-66985.26,81512599.52,,,81512599.52,,-81579584.78,,,,,,,,,-81579584.78,,,320535294.7,339840394.85,-19305100.15,0.56,0.55,定期报告,是,20260421,CNY,合并期末,2026-04-20T18:28:02
20250930,2604268242.45,2604268242.45,,,,,,2172774857.24,1556729519.36,,,,,,,,,14521473.79,57087191.53,251969836.94,280887612.11,11579223.51,34708008.84,,15402252.24,1231009.09,,,,-4839208.61,,,,13025533.61,-27571608.24,13734522.94,,-774337.71,440470539.44,2044162.96,,3434555.94,,439080146.46,85493156.99,,353586989.47,353586989.47,,360839669.76,,-7252680.29,21526520.59,25046520.59,-3089615.71,,,-3089615.71,,28136136.3,,,,,,,,,28136136.3,,-3520000.0,375113510.06,385886190.35,-10772680.29,0.59,0.59,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T17:08:04
20250630,1728484797.27,1728484797.27,,,,,,1440065759.89,1029279893.79,,,,,,,,,11502341.19,40916944.25,171070925.55,189185324.12,-1889669.01,19662921.51,,12949676.25,929313.3,,,,-6061839.36,,,,6477683.57,-23552261.43,13372866.59,,-194233.86,291410929.14,1817911.58,,2438166.1,,290790674.62,51506937.95,,239283736.67,239283736.67,,247313409.59,,-8029672.92,39375282.31,42895282.31,59954606.33,,,59954606.33,,-17059324.02,,,,,,,,,-17059324.02,,-3520000.0,278659018.98,290208691.9,-11549672.92,0.41,0.41,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:38:05
20250331,827237760.43,827237760.43,,,,,,679524019.85,481964314.61,,,,,,,,,4969538.66,22053271.31,78056607.62,93921432.65,-1441145.0,8543392.4,,4368898.53,331906.45,,,,920562.51,,,,1528206.58,-3770578.39,2266077.02,,14975.78,153041882.61,193161.76,,395175.57,,152839868.8,29922051.91,,122917816.89,122917816.89,,121743621.33,,1174195.56,-16325024.21,-16325024.21,,,,,,-16325024.21,,,,,,,,,-16325024.21,,,106592792.68,105418597.12,1174195.56,0.2,0.2,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T16:02:07
20241231,3240058601.13,3240058601.13,,,,,,2761274553.71,1992049092.44,,,,,,,,,17839192.61,69408666.28,316549568.02,384099826.26,-18671791.9,30173343.56,,10617356.05,1701067.0,,,,-7392915.52,,,,21539850.59,-12920393.2,-6583480.48,,-1748432.71,482296032.15,3535687.04,,16316972.63,,469514746.56,102484578.51,,367030168.05,367030168.05,,341986879.62,,25043288.43,135560262.77,135368927.13,86058456.43,,,86058456.43,,49310470.7,,,,,,,,,49310470.7,,191335.64,502590430.82,477355806.75,25234624.07,0.56,0.56,定期报告,是,20260421,CNY,合并期末,2025-04-09T18:22:04
20240930,2342754762.46,2342754762.46,,,,,,2052347262.47,1451771125.0,,,,,,,,,12937522.34,50181138.55,240011154.57,290365917.11,7080404.9,21671455.6,,7233288.51,1834455.96,,,,-3816462.98,,,,13188084.62,2106065.62,-6869547.13,,-131147.92,302117780.71,1110771.4,,15301524.77,,287927027.34,64412449.29,,223514578.05,223514578.05,,220740540.59,,2774037.46,1832005.78,1955976.26,,,,,,1955976.26,,,,,,,,,1955976.26,,-123970.48,225346583.83,222696516.85,2650066.98,0.36,0.36,定期报告,未审计,20251025,CNY,合并期末,2024-10-27T15:37:10
20240630,1523404893.56,1523404893.56,,,,,,1349247533.69,959325387.43,,,,,,,,,8968137.99,32962347.23,155286214.23,200812582.48,-8107135.67,13641047.8,,4844669.1,1261885.99,,,,-5119665.33,,,,9836116.47,969513.09,-7142648.67,,-133213.43,177412131.1,601837.23,,5058202.3,,172955766.03,40952125.43,,132003640.6,132003640.6,,130083671.32,,1919969.28,36570403.15,36500303.8,20473025.2,,,20473025.2,,16027278.6,,,,,,,,,16027278.6,,70099.35,168574043.75,166583975.12,1990068.63,0.21,0.21,定期报告,未审计,20250828,CNY,合并期末,2024-08-28T16:22:06
20240331,743170048.3,743170048.3,,,,,,649381196.44,455292872.44,,,,,,,,,4211013.87,16083859.74,71020188.67,100919442.05,1853819.67,5541078.0,,2102511.92,869250.55,,,,-259372.98,,,,1862786.97,-1470118.89,-3999759.21,,6122.12,92031021.79,206029.87,,787384.72,,91449666.94,20567189.45,,70882477.49,70882477.49,,70793791.49,,88686.0,5254492.4,5233235.38,48077407.69,,,48077407.69,,-42844172.31,,,,,,,,,-42844172.31,,21257.02,76136969.89,76027026.87,109943.02,0.12,0.12,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T21:47:03
20231231,3102580918.31,3102580918.31,,,,,,2752379428.53,1944485343.22,,,,,,,,,18277335.48,58198995.12,320268304.57,418723091.41,-7573641.27,40285043.07,,10039776.94,4189162.72,,,,-1563248.7,,,,15096401.71,-12967815.37,-5318913.31,,475443.81,355963134.86,3856571.37,,25207788.74,,334611917.49,58415939.26,,276195978.23,276195978.23,,276711481.05,,-515502.82,118610875.25,118436659.93,93010439.12,,,93010439.12,,25426220.81,,,,,,,,,25426220.81,,174215.32,394806853.48,395148140.98,-341287.5,0.45,0.45,定期报告,是,20250410,CNY,合并期末,2024-04-29T21:52:04
