报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,7193025000.0,5204902000.0,9534693000.0,4329791000.0,623876000.0,827393000.0,203517000.0,,,,-61050000.0,,1300288000.0,,399975000.0,-61050000.0,,,121147000.0,446000.0,-306000.0,3722000.0,4247185000.0,66038000.0,1737049000.0,,2444098000.0,,,,,,2945840000.0,94000.0,,5445000.0,,2940489000.0,619598000.0,,2320891000.0,2320891000.0,,2298611000.0,22280000.0,,,,,,,,,,,,,,,,,,,,470888000.0,470888000.0,160740000.0,,,160740000.0,,310148000.0,,,307104000.0,,3044000.0,,,,,,2791779000.0,2769499000.0,22280000.0,0.57,0.57,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:26:04
20251231,25470844000.0,19304978000.0,38012719000.0,18707741000.0,1374471000.0,1964283000.0,589812000.0,,,,-149003000.0,,6071391000.0,,844948000.0,-149003000.0,,,-1242028000.0,986000.0,66951000.0,43098000.0,15371351000.0,246509000.0,7069213000.0,,7988755000.0,63574000.0,,,,3300000.0,10099493000.0,16146000.0,,52053000.0,,10063586000.0,1876287000.0,,8187299000.0,8187299000.0,,8107567000.0,79732000.0,34301467000.0,,42409034000.0,,,,,33335000.0,,,,117500000.0,,42375699000.0,230400000.0,,2493363000.0,,39607208000.0,-1258782000.0,-1258782000.0,77448000.0,,,77448000.0,,-1336230000.0,,,-1340310000.0,,4080000.0,,,,,,6928517000.0,6848785000.0,79732000.0,1.93,1.93,定期报告,是,20260429,CNY,合并期末,2026-04-28T19:42:04
20250930,19721145000.0,14449166000.0,28710319000.0,14261153000.0,1194360000.0,1588827000.0,394467000.0,,,,-68867000.0,,5463813000.0,,919187000.0,-68867000.0,,,-1334549000.0,2095000.0,-2521000.0,17648000.0,11883102000.0,190676000.0,5254057000.0,,6358406000.0,77223000.0,,,,2740000.0,7838043000.0,9491000.0,,27266000.0,,7820268000.0,1202234000.0,,6618034000.0,6618034000.0,,6557491000.0,60543000.0,,,,,,,,,,,,,,,,,,,,-1134284000.0,-1134284000.0,15532000.0,,,15532000.0,,-1149816000.0,,,-1201031000.0,,51215000.0,,,,,,5483750000.0,5423207000.0,60543000.0,1.6,1.6,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:00:07
20250630,13249374000.0,9659336000.0,19221476000.0,9562140000.0,968306000.0,1163986000.0,195680000.0,,,,-20789000.0,,3184417000.0,,400594000.0,-20789000.0,,,-548309000.0,1279000.0,-3857000.0,8991000.0,8116340000.0,130346000.0,3564801000.0,,4421156000.0,,,,,37000.0,5133034000.0,6036000.0,,21766000.0,,5117304000.0,761180000.0,,4356124000.0,4356124000.0,,4328903000.0,27221000.0,34301467000.0,,38630370000.0,,,,,,,,,,,38630370000.0,,,1689053000.0,,36941317000.0,-710073000.0,-710073000.0,-43248000.0,,,-43248000.0,,-666825000.0,,,-661039000.0,,-5786000.0,,,,,,3646051000.0,3618830000.0,27221000.0,1.08,1.08,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:44:03
20250331,6809292000.0,5094386000.0,9817483000.0,4723097000.0,633788000.0,695088000.0,61300000.0,,,,-13975000.0,,1716586000.0,,112171000.0,-13975000.0,,,-625718000.0,836000.0,-735000.0,4124000.0,4210334000.0,72652000.0,1664097000.0,,2473570000.0,,,,,15000.0,2598958000.0,3534000.0,,1005000.0,,2601487000.0,412655000.0,,2188832000.0,2188832000.0,,2173115000.0,15717000.0,,,,,,,,,,,,,,,,,,,,-885756000.0,-885756000.0,-31215000.0,,,-31215000.0,,-854541000.0,,,-843312000.0,,-11229000.0,,,,,,1303076000.0,1287359000.0,15717000.0,0.54,0.54,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T19:02:05
20241231,25935801000.0,20563802000.0,41129760000.0,20565958000.0,1391662000.0,1947344000.0,555682000.0,,,,-149282000.0,,3110220000.0,,-7445000.0,-149282000.0,,,971369000.0,3550000.0,5113000.0,39367000.0,16467706000.0,244524000.0,7379147000.0,,8804620000.0,38864000.0,,,,551000.0,9468095000.0,9296000.0,,53396000.0,,9423995000.0,1515262000.0,,7908733000.0,7908733000.0,,7826575000.0,82158000.0,30222464000.0,,38049039000.0,,,,,1901382000.0,,,,,,36147657000.0,318000000.0,,1528190000.0,,34301467000.0,912715000.0,912715000.0,65484000.0,,,65484000.0,,847231000.0,,,858606000.0,,-11375000.0,,,,,,8821448000.0,8739290000.0,82158000.0,1.87,1.87,定期报告,是,20260429,CNY,合并期末,2025-04-25T19:26:06
20240930,19470549000.0,14887558000.0,30288599000.0,15401041000.0,1093101000.0,1444719000.0,351618000.0,,,,-176744000.0,,2299982000.0,,1202000.0,-176744000.0,,,1334939000.0,2352000.0,4536000.0,24825000.0,11837701000.0,182700000.0,5169590000.0,,6473419000.0,11769000.0,,,,223000.0,7632848000.0,3391000.0,,42463000.0,,7593776000.0,1261898000.0,,6331878000.0,6331878000.0,,6186557000.0,145321000.0,,,,,,,,,,,,,,,,,,,,291582000.0,291582000.0,3061000.0,,,3061000.0,,288521000.0,,,308384000.0,,-19863000.0,,,,,,6623460000.0,6478139000.0,145321000.0,1.54,1.54,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T16:50:06
20240630,13042446000.0,9830638000.0,20111324000.0,10280686000.0,771025000.0,1015683000.0,244658000.0,,,,-132314000.0,,1455279000.0,,-16653000.0,-132314000.0,,,1092765000.0,2109000.0,4868000.0,18076000.0,7958813000.0,124117000.0,3516681000.0,,4306062000.0,11769000.0,,,,184000.0,5083633000.0,1492000.0,,39111000.0,,5046014000.0,813949000.0,,4232065000.0,4232065000.0,,4120765000.0,111300000.0,30222464000.0,,34343229000.0,,,,,,,,,,10550000.0,34332679000.0,,,1528190000.0,,32804489000.0,221271000.0,221271000.0,-3613000.0,,,-3613000.0,,224884000.0,,,249731000.0,,-24847000.0,,,,,,4453336000.0,4342036000.0,111300000.0,1.02,1.02,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T20:30:04
20240331,6561015000.0,5003825000.0,10157416000.0,5153591000.0,414024000.0,563089000.0,149065000.0,,,,-42219000.0,,767591000.0,,-8131000.0,-42219000.0,,,398471000.0,1083000.0,4213000.0,14027000.0,3940280000.0,60072000.0,1754770000.0,,2125406000.0,,,,,32000.0,2620735000.0,782000.0,,14480000.0,,2607037000.0,427725000.0,,2179312000.0,2179312000.0,,2093275000.0,86037000.0,,,,,,,,,,,,,,,,,,,,95649000.0,95649000.0,7880000.0,,,7880000.0,,87769000.0,,,113367000.0,,-25598000.0,,,,,,2274961000.0,2188924000.0,86037000.0,0.52,0.52,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T19:00:04
20231231,24802828000.0,20027567000.0,40150307000.0,20122740000.0,1531906000.0,2253641000.0,721735000.0,,,,-281524000.0,,4101938000.0,,114003000.0,-281524000.0,,,-572673000.0,26874000.0,-73563000.0,42303000.0,15395377000.0,236239000.0,6932933000.0,44435000.0,8181327000.0,44435000.0,,,,443000.0,9407451000.0,21716000.0,,41636000.0,,9387531000.0,1535638000.0,,7851893000.0,7851893000.0,,7462951000.0,388942000.0,,,,,,,,,,,,,,,,,,,,118620000.0,118620000.0,-33323000.0,,,-33323000.0,,151943000.0,,,52165000.0,,99778000.0,,,,,,7970513000.0,7581571000.0,388942000.0,1.78,1.78,定期报告,是,20250426,CNY,合并期末,2024-04-26T20:10:04
