报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,105048805.96,,,,,,,,,,,,9907541.77,114956347.73,8152415.04,,,,,,46020382.95,25811713.01,16998858.37,96983369.37,17972978.36,,,,19568802.48,,,,,19568802.48,1598278.85,,,,,,1598278.85,17970523.63,,,,70000000.0,,,70000000.0,80900000.0,3626806.08,,,84526806.08,-14526806.08,-1517298.67,19899397.24,376658995.71,,,,,396558392.95,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:14:03
20251231,,1139571842.59,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12717361.36,45183904.44,1197473108.39,389839473.65,0.0,0.0,0.0,0.0,0.0,334423728.5,42860424.56,141186716.71,908310343.42,289162764.97,,0.0,0.0,14566809.87,0.0,3290.24,,,14570100.11,34642128.89,0.0,0.0,0.0,,14460819.17,49102948.06,-34532847.95,,0.0,0.0,1326882591.54,,627.66,1326883219.2,1514846007.45,42118000.3,0.0,11346361.77,1568310369.52,-241427150.32,52810238.75,66013005.45,310645990.26,376658995.71,310645990.26,,,376658995.71,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:18:04
20250930,,1052784044.54,,,,,,,,,,,1399978.6,47255573.73,1101439596.87,425123109.76,,,,,,259919433.49,48026027.18,78148465.8,811217036.23,290222560.64,,,,2522000.0,,,,,2522000.0,30161828.72,,,,,,30161828.72,-27639828.72,,,,813133523.91,,,813133523.91,995011126.6,40121963.75,,7854953.78,1042988044.13,-229854520.22,943967.86,33672179.56,310645990.26,,,,,344318169.82,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:12:17
20250630,,846321770.95,,,,,,,,,,,1399978.6,30408622.77,878130372.32,384828907.9,,,,,,207395935.47,30994684.06,64180647.5,687400174.93,190730197.39,,,,600000.0,,,,,600000.0,27697343.34,,,,,,27697343.34,-27097343.34,,,,485746324.33,,,485746324.33,614532225.96,35226290.52,,7854953.78,657613470.26,-171867145.93,845106.54,-7389185.34,310645990.26,303256804.92,310645990.26,,,303256804.92,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T17:14:05
20250331,,421877976.55,,,,,,,,,,,519150.51,17889940.94,440287068.0,195636600.33,,,,,,106595432.02,15893442.28,29519348.03,347644822.66,92642245.34,,,,,,,,,0.0,10632888.45,,,,,,10632888.45,-10632888.45,,,,116872465.5,,,116872465.5,162016242.72,16535806.36,,7695872.1,186247921.18,-69375455.68,816192.97,13450094.18,310645990.26,,,,,324096084.44,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T16:50:15
20241231,,1735880239.71,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11099936.51,90055184.57,1837035360.79,787241268.09,0.0,0.0,0.0,0.0,0.0,499104800.72,32782060.14,183561121.15,1502689250.1,334346110.69,,0.0,0.0,26798954.55,0.0,0.0,,,26798954.55,96685858.83,0.0,0.0,0.0,,4694.15,96690552.98,-69891598.43,,0.0,0.0,1128500701.94,,267372.33,1128768074.27,1247780824.16,64967268.89,0.0,93021907.39,1405770000.44,-277001926.17,4966483.05,-7580930.86,318226921.12,310645990.26,318226921.12,,,310645990.26,定期报告,是,20260429,CNY,合并期末,2025-04-24T19:38:29
20240930,,1428902535.93,,,,,,,,,,,2739569.38,81777246.57,1513419351.88,766000649.15,,,,,,358821340.03,33185548.95,86916776.38,1244924314.51,268495037.37,,,,4816880.85,,,,,4816880.85,96680027.82,,,,,,96680027.82,-91863146.97,,,,888704451.83,,,888704451.83,968003152.78,45440743.72,,89969617.11,1103413513.61,-214709061.78,-1001175.78,-39078347.16,318226921.12,,,,,279148573.96,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T16:55:05
20240630,,1013779397.58,,,,,,,,,,,2948341.63,59543788.8,1076271528.01,567503014.52,,,,,,238039675.6,24466145.16,55488932.56,885497767.84,190773760.17,,,,3137812.89,,,,,3137812.89,43295853.28,,,,,,43295853.28,-40158040.39,,,,524321205.77,,,524321205.77,635383465.15,30360760.68,,48466539.76,714210765.59,-189889559.82,-363110.49,-39636950.53,318226921.12,278589970.59,318226921.12,,,278589970.59,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T16:36:22
20240331,,518387473.34,,,,,,,,,,,43947.92,94295642.25,612727063.51,317371861.44,,,,,,130571148.4,12137246.46,58501453.19,518581709.49,94145354.02,,0.0,0.0,0.0,0.0,,,,0.0,18010792.32,,,,,,18010792.32,-18010792.32,,,,303518851.84,,,303518851.84,327787482.12,14311035.62,,12278448.65,354376966.39,-50858114.55,-2362618.83,22913828.32,318226921.12,,,,,341140749.44,定期报告,未审计,20250430,CNY,合并期末,2024-04-30T00:55:07
20231231,,1988867508.52,,,,,,,,,,,33310613.64,164498767.89,2186676890.05,1008374660.88,,,,,,561024811.45,76302790.24,216092500.23,1861794762.8,324882127.25,,41000000.0,467474.34,15487201.05,,,,,56954675.39,228541788.37,,,1137204.0,,19490363.27,249169355.64,-192214680.25,,,,911403733.61,,0.0,911403733.61,1688823258.68,65180814.83,0.0,37778650.77,1791782724.28,-880378990.67,4026348.65,-743685195.02,1061912116.14,318226921.12,1061912116.14,,,318226921.12,定期报告,是,20250425,CNY,合并期末,2024-04-30T00:55:07
20230930,,1538949310.82,,,,,,,,,,,9085383.66,141938327.04,1689973021.52,878057076.12,,,,,,364494940.0,82086100.58,130853913.04,1455492029.74,234480991.78,,,,11224.0,-19465591.64,41339068.49,,,21884700.85,153081896.02,,,1133384.99,,,154215281.01,-132330580.16,,,,929958141.39,,0.0,929958141.39,1709094832.14,92262931.96,,23832751.89,1825190515.99,-895232374.6,4174268.55,-788907694.43,1059255710.0,,,,,270348015.57,定期报告,未审计,20241030,CNY,合并期末,2023-10-30T15:55:02
20230630,,1002163641.19,,,,,,,,,,,5995340.54,97852385.9,1106011367.63,585579114.36,,,,,,226417933.3,64420566.86,99636335.2,976053949.72,129957417.91,,,,249470.02,-19375389.5,41339068.49,,,22213149.01,89503049.81,0.0,,,,,89503049.81,-67289900.8,,0.0,,842266005.86,,0.0,842266005.86,1255754759.92,35534092.74,,23722312.63,1315011165.29,-472745159.43,4541066.03,-405536576.29,1059255710.0,653719133.71,1059255710.0,,,653719133.71,定期报告,未审计,20240830,CNY,合并期末,2023-08-23T19:15:02
20230331,,489994641.92,,,,,,,,,,,4407124.28,39387613.8,533789380.0,296252106.31,,,,,,106902340.78,39107545.49,44680627.35,486942619.93,46846760.07,,0.0,,248630.62,0.0,40339068.47,,,40587699.09,65786318.52,,,,,,65786318.52,-25198619.43,,0.0,0.0,508465540.02,,,508465540.02,961987125.4,21968056.19,0.0,,983955181.59,-475489641.57,-3189478.92,-457030979.85,1061912116.14,,,,,604881136.29,定期报告,未审计,20240430,CNY,合并期末,2023-04-28T02:40:05
20221231,,2264204694.42,,,,,,,,,,,16900866.08,143282182.28,2424387742.78,1366020403.16,,,,,,516350948.0,69805838.98,121158308.6,2073335498.74,351052244.04,,856523582.9,12551067.11,2660524.3,324916584.86,,,,1196651759.17,423994817.44,514000000.0,,,,514000000.0,937994817.44,258656941.73,,0.0,,1153673687.43,,0.0,1153673687.43,1475612114.04,100375466.96,,27888101.64,1603875682.64,-450201995.21,41223333.68,200730524.24,861181591.9,1061912116.14,861181591.9,,,1061912116.14,定期报告,是,20240430,CNY,合并期末,2023-04-28T02:40:05
20220930,,1732238973.09,,,,,,,,,,,11184219.56,103253401.22,1846676593.87,986276141.0,,,,,,353486150.83,66991542.45,106196755.86,1512950590.14,333726003.73,,,3853485.25,499489.94,,832232426.33,,,836585401.52,277278053.56,,,,,511000000.0,788278053.56,48307347.96,,,,705556981.2,,,705556981.2,959072037.47,70442215.73,,34854888.98,1064369142.18,-358812160.98,31176694.94,54397885.65,861181591.9,,,,,915579477.55,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T17:35:05
20220630,,1097204998.74,,,,,,,,,,,3907345.38,82408607.38,1183520951.5,663208253.86,,,,,,233283971.21,54897326.6,88038444.03,1039427995.7,144092955.8,,,3895949.66,346118.14,,701089708.52,,,705331776.32,201595018.48,,,,,465000000.0,666595018.48,38736757.84,,,,487100444.27,,,487100444.27,675137429.25,44572494.39,,19071852.57,738781776.21,-251681331.94,13042825.55,-55808792.75,861181591.9,805372799.15,861181591.9,,,805372799.15,定期报告,未审计,20230824,CNY,合并期末,2022-08-25T16:10:07
20220331,,571666358.98,,,,,,,,,,,872769.74,52953025.64,625492154.36,351272615.64,,,,,,124827790.35,35570554.64,32616553.68,544287514.31,81204640.05,,,,0.0,,491461919.0,,,491461919.0,86749761.14,,,,,327500000.0,414249761.14,77212157.86,,,,195664599.76,,,195664599.76,381755063.6,21816407.84,,0.0,403571471.44,-207906871.68,-4046130.78,-53536204.55,861181591.9,,,,,807645387.35,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T19:40:05
20211231,,2141893921.07,,,,,,,,,,,32193448.95,171627445.26,2345714815.28,725187459.82,,,,,,480395272.7,90284729.2,243731102.64,1539598564.36,806116250.92,,367407890.68,7765937.56,32702405.01,0.0,367407890.68,,,407876233.25,699732291.87,,,,,659816276.24,1359548568.11,-951672334.86,,688775539.82,,1482846115.5,,300000000.0,2471621655.32,1708373234.89,139329839.79,,12849757.02,1860552831.7,611068823.62,59667717.82,525180457.5,336001134.4,861181591.9,336001134.4,,,861181591.9,定期报告,是,20230428,CNY,合并期末,2022-04-28T19:40:05
20210930,,1629780886.45,,,,,,,,,,,15917381.1,81043275.45,1726741543.0,763775707.29,,,,,,341666899.25,57805021.84,101209012.23,1264456640.61,462284902.39,,,4139080.29,282453.87,,247487699.05,,,251909233.21,405295419.13,,,,,190000000.0,595295419.13,-343386185.92,,690389964.0,,905190674.53,,,1595580638.53,1015518306.79,119052086.14,,,1134570392.93,461010245.6,-5042259.09,574866702.98,336001134.4,,,,,910867837.38,定期报告,未审计,20221028,CNY,合并期末,2021-10-26T16:10:03
20210630,,1060102033.71,,,,,,,,,,,4154080.3,44052257.8,1108308371.81,480027884.62,,,,,,225332087.61,48168459.63,55722365.62,809250797.48,299057574.33,,,4165963.89,285359.55,,176952894.25,,,181404217.69,247074007.3,,,,,155000000.0,402074007.3,-220669789.61,,,,645345416.67,,,645345416.67,738560637.06,93108190.06,,,831668827.12,-186323410.45,-4599879.18,-112535504.91,336001134.4,223465629.49,336001134.4,,,223465629.49,定期报告,未审计,20220826,CNY,合并期末,2021-08-26T17:20:03
20210331,,499968332.57,,,,,,,,,,,2103014.91,20518790.12,522590137.6,260584065.85,,,,,,102709167.15,30548186.27,23753834.59,417595253.86,104994883.74,,,,3233.9,,129231620.18,,,129234854.08,153916698.17,,,,,107500000.0,261416698.17,-132181844.09,,,,371130192.03,,,371130192.03,420860966.75,25007868.03,,,445868834.78,-74738642.75,-1698113.1,-103623716.2,336001134.4,,,,,232377418.2,定期报告,未审计,20220429,CNY,合并期末,2021-04-27T21:20:03
