报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,32094143000.0,,,,,1237193000.0,,,,37511792000.0,,,,,54797230000.0,6938686000.0,,,,,,,,,,400757547000.0,413603083000.0,14168308000.0,,,,,,,,,58534586000.0,140497254000.0,634129000.0,,,,,,,,,,,,1338494000.0,1957201000.0,,3295695000.0,,,,,,,,,922283000.0,,,6995728000.0,5096613000.0,,783494714000.0,,,32190576000.0,,58220051000.0,26517033000.0,31703018000.0,515256811000.0,,,,,,,,2431000.0,,15723590000.0,,,,,,,,1069263000.0,,,721126000.0,,,,,,,,,,369030000.0,,,98880617000.0,,,,,,,,,3053039000.0,725486534000.0,,9092091000.0,9998855000.0,,,5993736000.0,158446000.0,,,,4064034000.0,9854853000.0,,,17041569000.0,,,,56203584000.0,1804596000.0,783494714000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T20:14:04
20251231,,30516423000.0,,,,,1273892000.0,,,,25607905000.0,,,,,45398602000.0,4397520000.0,,,,,,,,,,398551722000.0,410263572000.0,13023348000.0,,,,,,,,,39869469000.0,149096564000.0,618759000.0,,,,,1052000.0,,,3818276000.0,1829075000.0,1989201000.0,4004000.0,1322191000.0,1985197000.0,,3307388000.0,,,,,,,,,955224000.0,,,6995728000.0,5069162000.0,,743674299000.0,,,32403050000.0,,51802045000.0,20962081000.0,30839964000.0,474947222000.0,,,,,,,,,,12748550000.0,,,,,,,,1348605000.0,,,540047000.0,,,,,,,,,,345618000.0,,,110331158000.0,,,,,,,,,2356434000.0,686822729000.0,,9092091000.0,9998855000.0,,,5993736000.0,86212000.0,,,,4064034000.0,9854853000.0,,,15971471000.0,,,,55061252000.0,1790318000.0,743674299000.0,定期报告,是,20260429,CNY,合并期末,2026-03-30T20:42:04
20250930,,31916038000.0,,,,,2092516000.0,,,,22234090000.0,,,,,48107116000.0,4077297000.0,,,,,,,,,,394700073000.0,406716657000.0,13311235000.0,,,,,,,,,37831654000.0,154210536000.0,598453000.0,,,,,,,,,,,,1322172000.0,2003570000.0,,3325742000.0,,,,,,,,,977505000.0,,,6698094000.0,6341595000.0,,743552270000.0,,,38760390000.0,,42336404000.0,11937713000.0,30398691000.0,470280431000.0,,,,,,,,,,17505609000.0,,,,,,,,1086989000.0,,,513050000.0,,,,,,,,,,92888000.0,,,113009343000.0,,,,,,,,,2352874000.0,685937978000.0,,9092091000.0,9998855000.0,,,5985102000.0,-86876000.0,,,,3875978000.0,9143233000.0,,,17735193000.0,,,,55743576000.0,1870716000.0,743552270000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:44:05
20250630,,30657089000.0,,,,,2342258000.0,,,,17116529000.0,,,,,40880460000.0,4642417000.0,,,,,,,,,,394317365000.0,406094463000.0,12823608000.0,,,,,,,,,31095501000.0,150218902000.0,600883000.0,,,,,,,,3812451000.0,1777146000.0,2035305000.0,4004000.0,1321795000.0,2031301000.0,,3353096000.0,,,,,,,,,1005637000.0,,,6700594000.0,6498197000.0,,719738190000.0,,,39150828000.0,,40582382000.0,12748984000.0,27833398000.0,456521930000.0,,,,,,,,,,9201326000.0,,,,,,,,1031075000.0,,,429998000.0,,,,,,,,,,94395000.0,,,111531354000.0,,,,,,,,,3820231000.0,662363519000.0,,9092091000.0,9998855000.0,,,5985102000.0,307174000.0,,,,3875978000.0,9143233000.0,,,17083501000.0,,,,55485934000.0,1888737000.0,719738190000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:32:04
20250331,,28831254000.0,,,,,1406722000.0,,,,14158114000.0,,,,,43442861000.0,7914065000.0,,,,,,,,,,387532813000.0,400235539000.0,13657514000.0,,,,,,,,,31633267000.0,145414984000.0,604667000.0,,,,,,,,,,,,1321795000.0,2062643000.0,,3384438000.0,,,,,,,,,1026252000.0,,,6066105000.0,6523519000.0,,706530887000.0,,,37395391000.0,,40419495000.0,13679924000.0,26739571000.0,439305089000.0,,,,,,,,,,15632178000.0,,,,,,,,1025642000.0,,,599894000.0,,,,,,,,,,85451000.0,,,113397827000.0,,,,,,,,,2159678000.0,650020645000.0,,9092091000.0,9998855000.0,,,5985102000.0,-88661000.0,,,,3875978000.0,9143233000.0,,,16653575000.0,,,,54660173000.0,1850069000.0,706530887000.0,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T21:02:02
20241231,,29008339000.0,,,,,1797835000.0,,,,14099825000.0,,,,,32484947000.0,5885781000.0,,,,,,,,,,376048659000.0,387690452000.0,12656502000.0,,,,,,,,,21447481000.0,147416874000.0,607767000.0,,,,,,,,3806520000.0,1712484000.0,2094036000.0,4004000.0,1314206000.0,2090032000.0,,3404238000.0,,,,,,,,,1054864000.0,,,6066105000.0,6385245000.0,,676365240000.0,,,35037760000.0,,41107310000.0,12380094000.0,28727216000.0,413096026000.0,,,,,,,,,,16699143000.0,,,,,,,,1255367000.0,,,418069000.0,,,,,,,,,,90397000.0,,,110242221000.0,,,,,,,,,2124176000.0,620070469000.0,,9092091000.0,9998855000.0,,,5985102000.0,711788000.0,,,,3875978000.0,9143233000.0,,,15637984000.0,,,,54445031000.0,1849740000.0,676365240000.0,定期报告,是,20260331,CNY,合并期末,2025-03-27T21:45:02
20240930,,26247672000.0,,,,,1726497000.0,,,,9803575000.0,,,,,43476702000.0,2148303000.0,,,,,,,,,,372958791000.0,383710888000.0,11838473000.0,,,,,,,,,26403133000.0,134106209000.0,594231000.0,,,,,,,,,,,,1303272000.0,2115393000.0,,3418665000.0,,,,,,,,,1054431000.0,,,6649643000.0,5804858000.0,,666626085000.0,,,31080399000.0,,41365462000.0,11854850000.0,29510612000.0,404349913000.0,,,,,,,,,,32019716000.0,,,,,,,,972517000.0,,,1013609000.0,,,,,,,,,,100997000.0,,,95995777000.0,,,,,,,,,2922092000.0,609820482000.0,,9092091000.0,9998855000.0,,,5985102000.0,317126000.0,,,,3689605000.0,8266509000.0,,,17549451000.0,,,,54898739000.0,1906864000.0,666626085000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T21:00:02
20240630,,26106678000.0,,,,,956432000.0,,,,7744407000.0,,,,,38933684000.0,8003534000.0,,,,,,,,,,360955481000.0,372827943000.0,13375217000.0,,,,,,,,,27945297000.0,123275199000.0,600701000.0,,,,,,,,3797707000.0,1649200000.0,2148507000.0,4004000.0,1299080000.0,2144503000.0,,3443583000.0,,,,,,,,,1047328000.0,,,6612336000.0,6597008000.0,,645680374000.0,,,28652279000.0,,43592940000.0,13237639000.0,30355301000.0,392756086000.0,,,,,,,,,,14363697000.0,,,,,,,,939755000.0,,,1006429000.0,,,,,,,,,,99437000.0,,,105876838000.0,,,,,,,,,2068572000.0,589356033000.0,,9092091000.0,9998855000.0,,,5985102000.0,475716000.0,,,,3689605000.0,8266509000.0,,,16899180000.0,,,,54407058000.0,1917283000.0,645680374000.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T21:00:03
20240331,,24032893000.0,,,,,1539535000.0,,,,6658154000.0,,,,,39535661000.0,6129955000.0,,,,,,,,,,353111796000.0,364889260000.0,13198212000.0,,,,,,,,,27987394000.0,123896317000.0,602921000.0,,,,,,,,,,,,1296356000.0,2172725000.0,,3469081000.0,,,,,,,,,1034369000.0,,,6278278000.0,5609277000.0,,632851641000.0,,,27823085000.0,,49483114000.0,15643948000.0,33839166000.0,377202006000.0,,,,,,,,,,15283944000.0,,,,,,,,928143000.0,,,1189308000.0,,,,,,,,,,79054000.0,,,103028511000.0,,,,,,,,,2235652000.0,577252817000.0,,9092091000.0,9998855000.0,,,5985102000.0,408087000.0,,,,3689605000.0,8266509000.0,,,16272764000.0,,,,53713013000.0,1885811000.0,632851641000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-30T02:05:06
20231231,,26369865000.0,,,,,1244162000.0,,,,6227699000.0,,,,,40723996000.0,10689146000.0,,,,,,,,,,350325297000.0,360608206000.0,11809634000.0,,,,,,,,,22872676000.0,122756433000.0,604401000.0,,,,,,,32817168000.0,3794416000.0,1581501000.0,2212915000.0,4004000.0,1215234000.0,2208911000.0,,3424145000.0,,,,,,,,,1064362000.0,,,6278278000.0,5311801000.0,,630709429000.0,,,30960269000.0,,47554511000.0,14307609000.0,33246902000.0,366521910000.0,,,,,,,,,,25131941000.0,,,,,,,,1161938000.0,,,1092496000.0,,,,,,,,,,88906000.0,,,102068783000.0,,,,,,,,,1813819000.0,576394573000.0,,9092091000.0,9998855000.0,,,5985102000.0,115343000.0,,,,3689605000.0,8266509000.0,,,15305319000.0,,,,52452824000.0,1862032000.0,630709429000.0,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:40:03
