报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,30958402000.0,,,,,2984131000.0,,,,,,,,,92410712000.0,26887842000.0,,,,,,,,,,345355590000.0,356713662000.0,13489391000.0,,,,,,,,,,,,,131842999000.0,87730296000.0,,1606000.0,338912000.0,28356561000.0,,,,,,9846252000.0,,9846252000.0,,,,,,,,154088000.0,385776000.0,,,6090730000.0,3775846000.0,,767119743000.0,,,61818269000.0,,39666547000.0,9808475000.0,29858072000.0,470042432000.0,,,,,,,,1498000.0,18223000.0,11256546000.0,,,,,,,,994578000.0,,,596796000.0,,,,,,,,,,169383000.0,,,105816688000.0,,,,,139551000.0,,,,3320560000.0,693841071000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,161795000.0,,,,6243758000.0,8240996000.0,,,39706115000.0,,,,70996968000.0,2281704000.0,767119743000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:16:04
20251231,,33171153000.0,,,,,5178426000.0,,,,,,,,,79458189000.0,23756902000.0,,,,,,,,,,340163369000.0,352300377000.0,13166567000.0,,,,,,,,,,,31205000.0,,130630967000.0,84162814000.0,,2111000.0,338912000.0,28737631000.0,11551426000.0,3927233000.0,7624193000.0,,,7624193000.0,,7624193000.0,,,,,,,,161765000.0,407990000.0,,,6203631000.0,3432684000.0,,743461942000.0,,,64777269000.0,,43083336000.0,12833858000.0,30249478000.0,456355666000.0,,,,,,,,2249000.0,20169000.0,1547358000.0,,,,,,,,1230486000.0,,,619665000.0,,,,,,,,,,151713000.0,,,101204460000.0,,,,,142705000.0,,,,2758469000.0,671893545000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,-48308000.0,,,,6243758000.0,8240996000.0,,,38228978000.0,,,,69309728000.0,2258669000.0,743461942000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:16:04
20250930,,29114241000.0,,,,,7160986000.0,,,,,,,,,88116454000.0,20663609000.0,,,,,,,,,,335675061000.0,345740842000.0,3532217000.0,,,,,,,,,,,31205000.0,,135399568000.0,83565156000.0,,2110000.0,338912000.0,29222752000.0,,,,,,7013489000.0,,7013489000.0,,,,,,,,163162000.0,349494000.0,,,5935105000.0,3837371000.0,,746588675000.0,,,66109819000.0,,40686116000.0,10130232000.0,30555884000.0,446669679000.0,,,,,,,,2348000.0,433326000.0,11147832000.0,,,,,,,,1106087000.0,,,373757000.0,,,,,,,,,,125332000.0,,,105262550000.0,,,,,144805000.0,,,,4124046000.0,676185697000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,-83693000.0,,,,5739724000.0,8240996000.0,,,37626734000.0,,,,68168065000.0,2234913000.0,746588675000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:10:05
20250630,,29850547000.0,,,,,5282268000.0,,,,,,,,,90044240000.0,25900415000.0,,,,,,,,,,332235790000.0,343461036000.0,13895287000.0,,,,,,,,,,,31205000.0,,135153073000.0,76634530000.0,,2471000.0,338912000.0,29724299000.0,10670093000.0,3731821000.0,6938272000.0,,,6938272000.0,,6938272000.0,,,,,,,,177143000.0,349017000.0,,,5566733000.0,3307232000.0,,741536147000.0,,,63232328000.0,,39039301000.0,8500460000.0,30538841000.0,444549785000.0,,,,,,,,2824000.0,453970000.0,19329830000.0,,,,,,,,1093544000.0,,,238998000.0,,,,,,,,,,159460000.0,,,100562776000.0,,,,,151752000.0,,,,3170850000.0,671985418000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,516257000.0,,,,5739724000.0,8216760000.0,,,36210414000.0,,,,67327459000.0,2223270000.0,741536147000.0,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T19:12:03
20250331,,35275196000.0,,,,,4385805000.0,,,,,,,,,96353766000.0,18633810000.0,,,,,,,,,,332863200000.0,344026718000.0,13536689000.0,,,,,,,,,,,31205000.0,,136426440000.0,75971519000.0,,2349000.0,274117000.0,29871397000.0,,,,,,6256096000.0,,6256096000.0,,,,,,,,184668000.0,364173000.0,,,5325756000.0,2787514000.0,,745007011000.0,,,62932831000.0,,44446720000.0,17134004000.0,27312716000.0,446375137000.0,,,,,,,,2817000.0,643265000.0,25683433000.0,,,,,,,,1047419000.0,,,586032000.0,,,,,,,,,,162054000.0,,,91045779000.0,,,,,163013000.0,,,,2640147000.0,675728647000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,244181000.0,,,,5739724000.0,8140044000.0,,,36315970000.0,,,,67084223000.0,2194141000.0,745007011000.0,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T20:26:05
20241231,,32201820000.0,,,,,3066662000.0,,,,,,,,,86621613000.0,12175226000.0,,,,,,,,,,326728764000.0,339141652000.0,13745600000.0,,,,,,,,,,,31205000.0,,128925121000.0,71886057000.0,,3090000.0,274117000.0,29972217000.0,8902720000.0,3529848000.0,5372872000.0,,,5372872000.0,,5372872000.0,,,,,,,,179352000.0,385682000.0,,,4773558000.0,3071819000.0,,705669175000.0,,,61892107000.0,,42466811000.0,14077528000.0,28389283000.0,430376347000.0,,,,,,,,3651000.0,339616000.0,7843462000.0,,,,,,,,1286699000.0,,,487757000.0,,,,,,,,,,148648000.0,,,88399354000.0,,,,,187019000.0,,,,3198049000.0,636629520000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,1473210000.0,,,,5739724000.0,8140044000.0,,,34873039000.0,,,,66870321000.0,2169334000.0,705669175000.0,定期报告,是,20260423,CNY,合并期末,2025-04-28T20:26:05
20240930,,34440949000.0,,,,,3186164000.0,,,,,,,,,84630029000.0,19876772000.0,,,,,,,,,,333293066000.0,344139397000.0,14226581000.0,,,,,,,,,,,31205000.0,,130525801000.0,69648317000.0,,2499000.0,295515000.0,30089132000.0,,,,,,5220341000.0,,5220341000.0,,,,,,,,193904000.0,375285000.0,,,5230133000.0,2559864000.0,,719598976000.0,,,55424052000.0,,55759913000.0,27643789000.0,28116124000.0,429522546000.0,,,,,,,,3174000.0,166003000.0,24665837000.0,,,,,,,,1126992000.0,,,554640000.0,,,,,,,,,,157362000.0,,,82470578000.0,,,,,173715000.0,,,,2538838000.0,652563650000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,508806000.0,,,,5252448000.0,8140044000.0,,,34391147000.0,,,,64936749000.0,2098577000.0,719598976000.0,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T19:10:04
20240630,,32354794000.0,,,,,4188164000.0,,,,,,,,,87803011000.0,26721373000.0,,,,,,,,,,327779219000.0,339401387000.0,14129585000.0,,,,,,,,,,,31205000.0,,134935973000.0,56878270000.0,,2138000.0,291675000.0,29905719000.0,8061005000.0,3374388000.0,4686617000.0,,,4686617000.0,,4686617000.0,,,,,,,,204832000.0,377885000.0,,,5185012000.0,2545752000.0,,713891639000.0,,,59555340000.0,,56512086000.0,29718079000.0,26794007000.0,419038150000.0,,,,,,,,2924000.0,198826000.0,19759569000.0,,,,,,,,1120253000.0,,,433772000.0,,,,,,,,,,180402000.0,,,87629296000.0,,,,,465564000.0,,,,3305644000.0,648201826000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,505892000.0,,,,5252448000.0,8140044000.0,,,33087237000.0,,,,63629925000.0,2059888000.0,713891639000.0,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T21:15:03
20240331,,31376621000.0,,,,,5655366000.0,,,,,,,,,61446185000.0,35822245000.0,,,,,,,,,,319406081000.0,330502150000.0,13329307000.0,,,,,,,,,,,31205000.0,,141593392000.0,86457470000.0,,949000.0,288657000.0,29895210000.0,,,,,,4169470000.0,,4169470000.0,,,,,,,,215637000.0,391530000.0,,,4779350000.0,2415117000.0,,723944485000.0,,,56303360000.0,,56666182000.0,29977106000.0,26689076000.0,413919287000.0,,,,,,,,1943000.0,104539000.0,28853144000.0,,,,,,,,1039093000.0,,,483946000.0,,,,,,,,,,209440000.0,,,96767078000.0,,,,,453987000.0,,,,3695497000.0,658497496000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,352348000.0,,,,5252448000.0,7704618000.0,,,33465233000.0,,,,63418951000.0,2028038000.0,723944485000.0,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T20:40:03
20231231,,41264997000.0,,,,,10097405000.0,,,,,,,,,44629971000.0,14151443000.0,,,,,,,,,,312480555000.0,324040615000.0,12627364000.0,,,,,,,,,,,31205000.0,,138928319000.0,85652061000.0,,966000.0,290486000.0,28785733000.0,7166461000.0,3197712000.0,3968749000.0,,,3968749000.0,,3968749000.0,,,,,,,,225458000.0,402203000.0,,,4697676000.0,2460987000.0,,688068214000.0,,,54001799000.0,,59256307000.0,32848886000.0,26407421000.0,409531371000.0,,,,,,,,2035000.0,103908000.0,8457842000.0,,,,,,,,1293591000.0,,,406009000.0,,,,,,,,,,413211000.0,,,87068038000.0,,,,,505162000.0,,,,3495352000.0,624534625000.0,,3656198000.0,4992896000.0,4992896000.0,,7995210000.0,2751000.0,,,,5252448000.0,7704618000.0,,,31916733000.0,,,,61520854000.0,2012735000.0,688068214000.0,定期报告,是,20250429,CNY,合并期末,2024-04-26T20:40:03
