报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,1538500000.0,2448091000.0,,,,670618000.0,,,,,1283775000.0,,,,,,,,,,,,,,,,,,179102000.0,6152552000.0,8295703000.0,,,,,,,,,,,614571000.0,,2008431000.0,,,275852000.0,,,,,,,,,,129826000.0,184673000.0,11509056000.0,-5356504000.0,,16843013000.0,811155000.0,,,3592000.0,,,,,17657760000.0,15772652000.0,,,,,36550000.0,,,15809202000.0,1848558000.0,,,,,8730000000.0,,,,8730000000.0,3720000000.0,29000000.0,,,3755000.0,3752755000.0,4977245000.0,-6665000.0,1462634000.0,,,,,3610854000.0,5073488000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T21:56:03
20251231,,,8808988000.0,13485446000.0,,,,921728000.0,,,,,5159201000.0,,,,,,,,,,,,,,,,,,315482000.0,28690845000.0,11002288000.0,1003870000.0,,,2967423000.0,,,,,1462018000.0,,,,2904848000.0,,,875681000.0,,,,,,,,,,430167000.0,623156000.0,21269451000.0,7421394000.0,,61524119000.0,3135370000.0,,,50000.0,,,,,64659539000.0,65919169000.0,,,,,163749000.0,,,66082918000.0,-1423379000.0,,,,,8840000000.0,,,,8840000000.0,14730000000.0,607076000.0,,,,15363512000.0,-6523512000.0,696000.0,-524801000.0,325562000.0,386576000.0,3285292000.0,3749079000.0,4135655000.0,3610854000.0,定期报告,是,20260430,CNY,合并期末,2026-04-29T21:42:03
20250930,,,6808988000.0,12135683000.0,,,,956321000.0,,-687793000.0,,,3905841000.0,,,,,,,,,,,,,,,,,,262978000.0,23382018000.0,9562432000.0,837735000.0,,,1727052000.0,,,,,,,500000000.0,,2202662000.0,,,694705000.0,,,,,,,,,,371908000.0,429080000.0,16325574000.0,7056444000.0,,49501539000.0,2327334000.0,,,1288000.0,,,,,51830161000.0,50738627000.0,,,,,149599000.0,,,50888226000.0,941935000.0,,,,,6120000000.0,,,,6120000000.0,14010000000.0,412715000.0,,,20246000.0,14442961000.0,-8322961000.0,7730000.0,-316852000.0,,,,,4135655000.0,3818803000.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T20:38:04
20250630,,,3179399000.0,7721170000.0,,,,1171586000.0,,215049000.0,,,2614977000.0,,,,,,,,,,,,,,,,,,168995000.0,15071176000.0,7558792000.0,354719000.0,,,1909777000.0,,,,,0.0,,,,1656609000.0,,,564814000.0,,,,,,,,,,220418000.0,204389000.0,12469518000.0,2601658000.0,,33949945000.0,1823895000.0,,,21000.0,,,,,35773861000.0,34911101000.0,,,,,88615000.0,,,34999716000.0,774145000.0,,,,,5760000000.0,,,,5760000000.0,10110000000.0,412006000.0,,,0.0,10536324000.0,-4776324000.0,-13714000.0,-1414235000.0,269012000.0,386576000.0,2452408000.0,3749079000.0,4135655000.0,2721420000.0,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T19:54:03
20250331,,,315411000.0,11081592000.0,,,,500000000.0,,,,,1306784000.0,,,,,,,,,,,,,,,,,,69068000.0,13272855000.0,4155278000.0,251374000.0,,,999924000.0,,,,,,,4697955000.0,,969175000.0,,,350965000.0,,,,,,,,,,129842000.0,136408000.0,11690921000.0,1581934000.0,,12404619000.0,1026320000.0,,,971000.0,,,,,13431910000.0,14889694000.0,,,,,34953000.0,,,14924647000.0,-1492737000.0,,,,,2590000000.0,,,,2590000000.0,3050000000.0,20770000.0,,,7066000.0,3077836000.0,-487836000.0,7680000.0,-390959000.0,,,,,4135655000.0,3744696000.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T21:30:04
20241231,,,6012000.0,11972851000.0,,,,,,641178000.0,,,5486578000.0,,,,,,,,,,,,,,,,,,434579000.0,18541198000.0,7690988000.0,597390000.0,,,1011417000.0,,,,716022000.0,,,,,2940865000.0,,,845944000.0,,,,,,,,,,485790000.0,1138584000.0,15427000000.0,3114198000.0,,133175016000.0,2534019000.0,,,5428000.0,,,,,135714463000.0,136590945000.0,,,,,178937000.0,,,136769882000.0,-1055419000.0,,,,,23190000000.0,,,,23190000000.0,25536395000.0,609551000.0,,,2485000.0,26175788000.0,-2985788000.0,11247000.0,-915762000.0,386576000.0,283107000.0,3749079000.0,4768310000.0,5051417000.0,4135655000.0,定期报告,是,20260430,CNY,合并期末,2025-04-29T22:24:03
20240930,,,3625000.0,12028411000.0,,,,-247104000.0,,-3889086000.0,,,4225284000.0,,,,,,,,,,,,,,,,,,375792000.0,12496922000.0,5243660000.0,481890000.0,,,,,,,,,,2501939000.0,,2399691000.0,,,698367000.0,,,,,,,,,,463000000.0,878032000.0,12666579000.0,-169657000.0,,122656385000.0,2011910000.0,,,8059000.0,,,,,124676354000.0,122822411000.0,,,,,92098000.0,,,122914509000.0,1761845000.0,,,,,21240000000.0,,,,21240000000.0,24213087000.0,691275000.0,,,18619000.0,24922981000.0,-3682981000.0,-4016000.0,-2094809000.0,,,,,5051417000.0,2956608000.0,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T18:10:03
20240630,,,0.0,14210487000.0,,,,83978000.0,,0.0,,,2792644000.0,,,,,,,,,,,,,,,,,,304218000.0,17391327000.0,8870420000.0,20475000.0,,,277504000.0,,,,,3189612000.0,,,,1887280000.0,,,535978000.0,,,,,,,,,,242690000.0,544276000.0,15568235000.0,1823092000.0,,106154472000.0,1540768000.0,,,367000.0,,,,,107695607000.0,110610620000.0,,,,,53008000.0,,,110663628000.0,-2968021000.0,,,,,19219900000.0,,,,19219900000.0,17320000000.0,553322000.0,,,1752000.0,17888589000.0,1331311000.0,19540000.0,205922000.0,309663000.0,283107000.0,4947676000.0,4768310000.0,5051417000.0,5257339000.0,定期报告,未审计,20250828,CNY,合并期末,2024-08-27T16:50:03
20240331,,,-467000.0,6731804000.0,,,,1884854000.0,,-3685025000.0,,,1410791000.0,,,,,,,,,,,,,,,,,,45390000.0,6387347000.0,7047979000.0,-141281000.0,,,,,,,,,,,,1310314000.0,,,332771000.0,,,,,,,,,,133078000.0,100279000.0,8783140000.0,-2395793000.0,,56096779000.0,804778000.0,,,6000.0,,,,,56901563000.0,59306853000.0,,,,,17334000.0,,,59324187000.0,-2422624000.0,,,,,11560000000.0,,,,11560000000.0,7250000000.0,127757000.0,,,4710000.0,7382467000.0,4177533000.0,25731000.0,-615153000.0,,,,,5051417000.0,4436264000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T19:25:02
20231231,,,348761000.0,15007893000.0,,,,816022000.0,,2139375000.0,1194800000.0,,5499390000.0,,,,,,,,,,,,,,,,,,369788000.0,25376029000.0,13636039000.0,68861000.0,,,1202496000.0,,,,,,,,,2527651000.0,,,845653000.0,,,,,,,,,,517331000.0,684134000.0,19482165000.0,5893864000.0,,164312939000.0,2160217000.0,,,5054000.0,,,,,166478210000.0,172666434000.0,,,,,190666000.0,,,172857100000.0,-6378890000.0,,,,,22070000000.0,,,,22070000000.0,20380000000.0,529201000.0,,,104867000.0,21040971000.0,1029029000.0,-16816000.0,527187000.0,283107000.0,503997000.0,4768310000.0,4020233000.0,4524230000.0,5051417000.0,定期报告,是,20250430,CNY,合并期末,2024-04-26T19:25:02
