报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,2598161757.86,100000000.0,,,2498648739.98,,,18337592282.87,,,,,,,946577083.66,24480979864.37,,,428857650.9,,,2675620859.63,,,,,,,942985694.49,,,1120331403.92,244469825.69,1629178174.06,7041443608.69,17439536255.68,,358938328.12,5341894.13,49093.49,,,364329315.74,1034584922.1,33382850.45,,,1067967772.55,-703638456.81,,,,,326374210.29,7047056603.78,,7373430814.07,5531551910.29,151732202.12,,31708757.13,5714992869.54,1658437944.53,3629757.22,18397965500.62,,,,,50923113931.19,69321079431.81,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T20:38:04
20251231,,,,8718305711.41,,,,9543132313.83,,,8175286137.35,,,,,,,2589758990.89,29026483153.48,,,1503377110.53,339630400.0,,2012417419.72,,,,,,,13341154800.81,,,3678367203.47,1309864272.72,2747685809.84,24932497017.09,4093986136.39,,4301996271.36,130905884.67,582088.82,,,4433484244.85,3592255178.29,129259177.95,,,3721514356.24,711969888.61,,,,,818080240.46,25594754717.0,495990.0,26413330947.46,21612708276.9,1148397168.68,20250000.0,198444127.97,22959549573.55,3453781373.91,-3515377.0,8256222021.91,50923113931.19,42666891909.28,,,42666891909.28,50923113931.19,定期报告,是,20260424,CNY,合并期末,2026-04-23T20:40:03
20250930,,,,6204099193.24,,,,11508750307.15,,,5504000297.14,,,,,,,2255034721.72,25471884519.25,,,1105647058.52,1079630400.0,,2951115078.44,,,,,,,12581379083.55,,,3057825741.87,990826111.12,2556059587.53,24322483061.03,1149401458.22,,2869037447.39,79616009.12,564297.71,,,2949217754.22,3093014030.76,67711815.45,,,3160725846.21,-211508091.99,,,,,411433990.13,20895830188.69,495990.0,21307760168.82,15139617990.13,925160429.63,20250000.0,166631370.84,16231409790.6,5076350378.22,-3058670.55,6011185073.9,,,,,42666891909.28,48678076983.18,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:26:04
20250630,,,,3675012759.22,,,772693450.84,16208370533.08,,,1405305226.54,,,,,,,2341640325.23,24403022294.91,,,677141707.35,1139630400.0,,,,,,,,,16367698769.51,,,2318579030.9,724475738.59,1476985562.96,22704511209.31,1698511085.6,,1452613364.21,48336417.91,505994.54,,,1501455776.66,1993834966.13,45210484.48,,,2039045450.61,-537589673.95,,,,,161312635.37,9397528301.89,,9558840937.26,9329496635.37,364603126.28,20250000.0,132632642.25,9826732403.9,-267891466.64,-4117668.4,888912276.61,43555804185.89,42666891909.28,,,42666891909.28,43555804185.89,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:08:05
20250331,,,,1742584014.11,,,,16321819434.93,,,,,,,,,,2064840271.88,20129243720.92,,,348833371.57,39630400.0,,317481648.07,,,,606066377.94,,,18396432161.93,,,944088690.46,409673427.95,1488462768.3,22550668846.22,-2421425125.3,,401969397.64,5358417.0,644890.34,,,407972704.98,973893205.2,21485783.01,,,995378988.21,-587406283.23,,,,,76835473.05,4899377358.5,,4976212831.55,3651955073.05,129898354.94,,35878649.34,3817732077.33,1158480754.22,-325439.73,-1850676094.04,,,,,42666891909.28,40816215815.24,定期报告,未审计,20260424,CNY,合并期末,2025-04-24T19:20:05
20241231,,16467599818.7,,6846768831.06,,,,,,,12858760825.02,,,,,,,1461105963.19,37634235437.97,,,1181044269.19,3227252300.0,,6053080401.42,8260911249.38,,,,,,,,,3569317286.43,744895203.3,2813658547.84,25850159257.56,11784076180.41,,1943370426.67,158986153.62,629533.93,3469116.07,,2106455230.29,1629174061.05,153212567.95,,,1782386629.0,324068601.29,,,,,311324514.15,24811759244.64,,25123083758.79,22355205614.15,1296288648.27,15750000.0,272858925.49,23924353187.91,1198730570.88,1571244.25,13308446596.83,42666891909.28,29358445312.45,,,29358445312.45,42666891909.28,定期报告,是,20260424,CNY,合并期末,2025-04-24T19:42:04
20240930,,10407275660.72,,4627267983.72,,,1679717369.04,,,,9207880643.87,,,,,,,1186486613.92,27108628271.27,,,746713863.82,715673400.0,,,3095595563.09,,,,,,,,,3111194319.56,520769130.83,1565249657.86,9755195935.16,17353432336.11,,1478298449.12,117400802.94,535175.59,3469116.07,,1599703543.72,749837821.26,103260251.19,,,853098072.45,746605471.27,,,,,283685514.15,9592656698.02,,9876342212.17,17818477014.15,1124560908.88,15750000.0,237999995.67,19181037918.7,-9304695706.53,1295398.04,8796637498.89,,,,,29358445312.45,38155082811.34,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:22:03
20240630,,,,3135594605.67,601981600.0,,1519729856.06,4576580242.53,,,147329919.17,,,,,,,1081482615.88,11062698839.31,,,535071233.15,,,,,,,,,,1365738427.49,,,2426797383.66,393375035.78,957163479.39,5678145559.47,5384553279.84,,1235837785.41,64077444.84,483000.17,,,1300398230.42,758022179.3,75805724.8,,,833827904.1,466570326.32,,,,,227332300.0,6708082389.88,,6935414689.88,11244701200.0,412978683.55,9000000.0,206556601.15,11864236484.7,-4928821794.82,409304.62,922711115.96,30281156428.41,29358445312.45,,,29358445312.45,30281156428.41,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T15:52:02
20240331,,6293288648.59,,1613969634.58,179686600.0,,1194047524.19,,,,2409495266.87,,,,,,,1277079885.48,12967567559.71,,,323050156.9,,,,4931459195.0,,,,,,,,,1040969263.67,205940955.51,636594572.92,7138014144.0,5829553415.71,,295664925.18,19583478.33,10445.91,,,315258849.42,409844434.81,29911016.21,,,439755451.02,-124496601.6,,,,,108951700.0,2624128207.56,,2733079907.56,4556018000.0,146354915.73,,87272603.5,4789645519.23,-2056565611.67,-223532.63,3648267669.81,,,,,29358445312.45,33006712982.26,定期报告,未审计,20250425,CNY,合并期末,2024-04-24T21:32:03
20231231,,,,6976759289.23,4066882700.0,,,1735315330.5,,,1805031975.88,,,,,,,975835329.2,15559824624.81,,,1146437413.21,,,5583457807.37,,,,,,,4427890411.59,,,3445228787.08,1110456368.05,5471487304.94,21184958092.24,-5625133467.43,,1391483277.49,190461187.34,597301.67,1500000.0,,1584041766.5,775346085.31,187097081.06,,,962443166.37,621598600.13,,,,,257414500.0,33704772264.27,,33962186764.27,25539953200.0,779346054.27,,320956039.27,26640255293.54,7321931470.73,8660949.58,2327057553.01,29358445312.45,27031387759.44,,,27031387759.44,29358445312.45,定期报告,是,20250425,CNY,合并期末,2024-04-24T21:32:03
20230930,,,,5215232421.04,1873347400.0,,,,,,,,,,,,,556764549.42,7645344370.46,,,783248345.5,,,3440334887.49,1764821070.65,,,570129636.01,,,324534159.95,,,2891961970.17,867089244.11,3869241192.01,14511360505.89,-6866016135.43,,1122454345.3,140011539.84,7144.68,1500000.0,,1263973029.82,379765087.39,107384595.74,,,487149683.13,776823346.69,,,,,257414500.0,25187773773.67,,25445188273.67,19252940400.0,618156019.2,,200976450.5,20072072869.7,5373115403.97,10076201.8,-706001182.97,,,,,27031387759.44,26325386576.47,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T17:42:02
20230630,,,,3224303271.33,2936787900.0,,,337344168.92,,,878041905.01,,,,,,,1314243669.33,8690720914.59,,,533349281.11,,,2992855356.53,,,,,,,816207460.09,,,2223213783.77,649347831.38,2551338944.84,9766312657.72,-1075591743.13,,856960397.3,91358600.28,657101.68,,,948976099.26,286748577.89,52491371.57,,,339239949.46,609736149.8,,,,,211536000.0,17388232452.88,,17599768452.88,12867111900.0,486261407.45,,76393159.23,13429766466.68,4170001986.2,13902506.2,3718048899.07,30749436658.51,27031387759.44,,,27031387759.44,30749436658.51,定期报告,未审计,20240830,CNY,合并期末,2023-08-30T19:17:02
20230331,,,,1683140379.58,2236891300.0,,,3391770582.05,,,761746267.51,,,,,,,304841907.15,8378390436.29,,,271245594.81,,,2417718434.01,,,,,,,3402513775.57,,,1656368095.74,206611571.91,1543114823.62,9497572295.66,-1119181859.37,,283053344.52,30884932.53,150443.68,,,314088720.73,237794075.62,13793036.72,,,251587112.34,62501608.39,,,,,113374200.0,9125969811.36,,9239344011.36,6132477200.0,145025509.83,,35450525.2,6312953235.03,2926390776.33,-9180403.32,1860530122.03,,,,,27031387759.44,28891917881.47,定期报告,未审计,20240425,CNY,合并期末,2023-04-25T21:02:04
20221231,,,,7244941722.58,,,1823022645.03,3016552190.11,,,2698377762.84,,,,,,,3409203950.59,18192098271.15,,,983164902.84,750000000.0,,,,,,,,,4235822298.83,,,3285532500.43,1126142569.61,1148029831.96,11528692103.67,6663406167.48,,1217159258.45,102204886.36,391138.69,,,1319755283.5,4864337426.72,160901935.36,,,5025239362.08,-3705484078.58,,5766745620.75,3500000.0,3500000.0,285082676.3,17137884717.11,,23189713014.16,20915166417.61,944393732.24,,131792726.51,21991352876.36,1198360137.8,43068109.95,4199350336.65,27031387759.44,22832037422.79,,,22832037422.79,27031387759.44,定期报告,是,20240425,CNY,合并期末,2023-04-25T21:02:04
20220930,,2133832531.81,,5529125233.56,,,2277644381.67,,,,389569269.5,,,,,,,3590711171.14,13920882587.68,,,735720264.71,1250000000.0,,,2993381584.89,,,,,,,,,2768838620.68,904647408.89,937030033.22,9589617912.39,4331264675.29,,739235091.02,33991908.17,117173.63,,,773344172.82,4576911062.25,80682313.27,,,4657593375.52,-3884249202.7,,5766745620.75,3500000.0,3500000.0,174249416.72,11966535346.0,,17907530383.47,15796065904.46,790162659.17,,89493989.72,16675722553.35,1231807830.12,47878099.7,1726701402.41,,,,,22832037422.79,24558738825.2,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T17:32:03
20220630,,3659621962.06,,3407160150.22,,,1814654825.12,,,,4061837551.55,,,,,,,3633250965.9,16576525454.85,,,491200125.45,1050000000.0,,,664719935.89,,,,,,,,,2079997009.19,682717445.33,427237201.56,5395871717.42,11180653737.43,,405435091.1,20192163.75,34305.62,,,425661560.47,1828196708.8,34202759.54,,,1862399468.34,-1436737907.87,,5763245620.75,,,174249416.72,7794107421.44,,13731602458.91,10623742854.46,378289625.49,,53450821.04,11055483300.99,2676119157.92,18277115.05,12438312102.53,35270349525.32,22832037422.79,,,22832037422.79,35270349525.32,定期报告,未审计,20230831,CNY,合并期末,2022-08-30T17:52:05
20220331,,,,1678557824.5,100000000.0,,1635155361.96,5351941587.0,,,2701862835.11,,,,,,,2276439589.76,13743957198.33,,,245121462.9,,,,,,,,,,6143604419.39,,,1421410067.7,307925742.56,330071497.99,8448133190.54,5295824007.79,,73999999.9,3323831.2,2138.36,,,77325969.46,320000000.0,11124907.61,,,331124907.61,-253798938.15,,,,,116399732.2,4447157987.45,,4563557719.65,4747229811.45,124302363.19,,22857910.52,4894390085.16,-330832365.51,-2780636.02,4708412068.11,,,,,22832037422.79,27540449490.9,定期报告,未审计,20230426,CNY,合并期末,2022-04-28T19:32:04
20211231,,,,7304694825.43,100000000.0,,,3189530352.59,,,2457058489.74,,,,,,,851429903.71,13902713571.47,,,1010457051.89,,,6110006062.75,,,,,,,5295400428.33,,,2899649618.02,1078870241.69,1107466233.12,17501849635.8,-3599136064.33,,2113641815.46,208664495.66,329901.2,12540821.58,,2335177033.9,2248000000.0,133960930.21,,,2381960930.21,-46783896.31,,,,,1201392359.98,30953456069.19,,32154848429.17,23954193464.06,756141917.77,,83808828.77,24794144210.6,7360704218.57,-6704427.21,3708079830.72,22832037422.79,19123957592.07,,,19123957592.07,22832037422.79,定期报告,是,20230426,CNY,合并期末,2022-04-28T19:32:04
20210930,,,,4922017671.52,800000000.0,,,1884661895.06,,,3151356868.96,,,,,,,676350186.16,11434386621.7,,,732820670.14,,,4465038042.44,,,,,,,1070240530.69,,,2469092892.84,801039908.6,691175783.64,10229407828.35,1204978793.35,,1869351880.49,156230972.28,275290.1,540821.58,,2026398964.45,2018000000.0,55003703.43,,,2073003703.43,-46604738.98,,,,,948487412.32,22355190000.0,,23303677412.32,16951391262.32,645628004.38,,49947965.35,17646967232.05,5656710180.27,-3375804.87,6811708429.77,,,,,19122120644.96,25933829074.73,定期报告,未审计,20221028,CNY,合并期末,2021-10-28T18:37:05
20210630,,,,2994878411.78,,,,1628686070.54,,,2447527729.45,,,,,,,1003470308.69,8074562520.46,,,416255474.83,,,4215344975.71,,,,,,,1143666179.25,,,1980736974.63,602337896.2,711265179.61,9069606680.23,-995044159.77,,1548799239.31,168887667.95,170622.72,,,1717857529.98,882000000.0,36822621.3,,928506.53,919751127.83,798106402.15,,,,,471412723.01,13362850000.0,,13834262723.01,10040065573.01,538729062.34,,28707614.92,10607502250.27,3226760472.74,-3877764.87,3025944950.25,22148065595.21,19122120644.96,,,19122120644.96,22148065595.21,定期报告,未审计,20220831,CNY,合并期末,2021-08-30T18:22:03
20210331,,1445880375.2,,1522634892.61,,,,225353941.82,,,1678989574.06,,,,,,,501542880.9,5374401664.59,,,205922683.51,200000000.0,,833074888.99,,,,,,,,,,1343857438.75,140929517.4,228023888.68,2951808417.33,2422593247.26,,1455199239.42,160640429.32,145369.43,,,1615985038.17,358000000.0,10977688.09,,,368977688.09,1247007350.08,,,,,212589800.0,4432020000.0,,4644609800.0,4712217950.0,124174168.88,,11306594.49,4847698713.37,-203088913.37,1790985.89,3468302669.86,,,,,19122120644.96,22590423314.82,定期报告,未审计,20220429,CNY,合并期末,2021-04-28T17:52:04
20201231,,,,6118952854.28,950000000.0,,,938956682.16,,,2765111143.75,,,,,,,728933864.84,11501954545.03,,,810741227.87,,,5598542778.94,,,,,,,4166696425.62,,,1997597772.46,713914119.78,1629954144.66,14917446469.33,-3415491924.3,,840094237.11,46023143.25,313218.53,2378311.94,,888808910.83,1073411392.69,111379455.61,,,1184790848.3,-295981937.47,,,,,261949300.0,20990610000.0,,21252559300.0,14068643000.0,531151730.28,,,14599794730.28,6652764569.72,-23804034.64,2917486673.31,19122120644.96,16204633971.65,,,16204633971.65,19122120644.96,定期报告,是,20220429,CNY,合并期末,2021-04-01T18:07:03
20200930,,,,4658864581.91,1250000000.0,,,2797891108.72,,,938436035.78,,,,,,,600883624.76,10246075351.17,,,609601135.62,,,5190841798.55,,,,,,,4731152026.57,,,1723877766.42,425214276.07,1234281151.43,13914968154.66,-3668892803.49,,783607975.07,33901946.15,154711.3,,,817664632.52,783411290.15,62730491.86,,11545.06,846153327.07,-28488694.55,,,,,2307244950.0,15792730000.0,,18099974950.0,11560294950.0,490694024.01,,,12050988974.01,6048985975.99,10169976.43,2361774454.38,,,,,16204633971.65,18566408426.03,定期报告,未审计,20211029,CNY,合并期末,2020-10-29T17:37:03
20200630,,,,2725744488.84,450000000.0,,,6373387910.07,,,2905778920.32,,,,,,,982653633.13,13437564952.36,,,344864622.24,,,1655649405.62,,,,,,,8176124255.2,,,1330105952.69,258756678.49,771269166.02,12536770080.26,900794872.1,,368011712.0,28504318.71,144165.04,,,396660195.75,207811290.15,32896652.59,,11545.06,240719487.8,155940707.95,,,,,94638500.0,9276590000.0,,9371228500.0,5219469500.0,440036669.86,,,5659506169.86,3711722330.14,7494614.03,4775952524.22,20980586495.87,16204633971.65,,,16204633971.65,20980586495.87,定期报告,未审计,20210831,CNY,合并期末,2020-08-27T16:42:03
20200331,,,,1461788418.97,450000000.0,,,3193488306.93,,,3415097226.61,,,,,,,513401137.85,9033775090.36,,,189009394.21,,,760820375.0,,,,,,,4897988261.7,,,1023530962.1,104828504.83,581553454.61,7557730952.45,1476044137.91,,103647000.15,21748202.21,33727.37,,,125428929.73,,8933607.0,,,8933607.0,116495322.73,,,,,94638500.0,4507480000.0,,4602118500.0,1085129500.0,30926298.34,,,1116055798.34,3486062701.66,7757059.27,5086359221.57,,,,,16204633971.65,21290993193.22,定期报告,未审计,20210429,CNY,合并期末,2020-04-28T23:22:03
20191231,,1436402085.58,,4158176589.29,,,,418949004.89,,,1896158334.19,,,,,,,1036301056.04,8945987069.99,,,602126127.43,3950000000.0,,2863648722.96,,,,,,,,,,1666656397.08,594654869.77,1143137117.41,10820223234.65,-1874236164.66,,1621048599.06,250678225.78,611929.34,,,1872338754.18,800000000.0,92574045.19,,4141.44,892578186.63,979760567.55,,,,,314478650.0,6912010000.0,,7226488650.0,4466557850.0,432188175.51,,,4898746025.51,2327742624.49,9878575.35,1443145602.73,16204633971.65,14761488368.92,,,14761488368.92,16204633971.65,定期报告,是,20210402,CNY,合并期末,2020-04-01T22:22:02
20190930,,482985264.33,,2925604942.4,,,,3144767141.82,,,1206319273.37,,,,,,,1083846382.59,8843523004.51,,,458493218.97,3950000000.0,,1974505307.66,,,,,,,,,,1433380776.16,454702951.46,893482204.04,9164564458.29,-321041453.78,,1708257684.07,78205031.92,604548.97,,,1787067264.96,880000000.0,51374738.58,,,931374738.58,855692526.38,,,,,260593250.0,5300840000.0,,5561433250.0,3011917550.0,397857924.31,,,3409775474.31,2151657775.69,12609024.32,2698917872.61,,,,,14761488368.92,17460406241.53,定期报告,未审计,20201030,CNY,合并期末,2020-03-13T14:52:11
20190630,,,,1855173593.1,,,,4771602049.56,,,1146532867.74,,,,,,,520899571.06,8294208081.46,,,305329733.88,3150000000.0,,1166502285.42,,,,,,,577083065.75,,,1102548238.21,348642731.62,816184331.35,7466290386.23,827917695.23,,631589730.66,27553798.31,593918.38,,,659737447.35,736000000.0,36212883.66,,,772212883.66,-112475436.31,,,,,172578250.0,4302820000.0,,4475398250.0,1852912550.0,359173620.01,,,2212086170.01,2263312079.99,1815799.89,2980570138.8,17742058507.72,14761488368.92,,,14761488368.92,17742058507.72,定期报告,未审计,20200828,CNY,合并期末,2020-03-13T14:52:11
20190331,,,,910355635.14,,,,4522517041.76,,,4144685060.05,,,,,,,1972495596.92,11550053333.87,,,149266404.66,3350000000.0,,1691189002.33,,,,,,,994997014.2,,,829062416.19,130936021.45,219589051.64,7365039910.47,4185013423.4,,263351091.21,31418707.35,1073541.18,,,295843339.74,,8108894.54,,,8108894.54,287734445.2,,,,,124216750.0,2347400000.0,,2471616750.0,886037550.0,206836758.05,,,1092874308.05,1378742441.95,-8299984.17,5843190326.38,,,,,14761488368.92,20604678695.3,定期报告,未审计,20200429,CNY,合并期末,2020-03-13T14:52:11
20181231,,,,3854068333.62,3900000000.0,,1529796159.46,,,,939721264.52,,,,,,,1607662151.45,11831247909.05,3312404182.0,,564995951.15,,,,1744764164.91,,,,,,,,,1901932280.83,496004909.28,1213645197.13,9233746685.3,2597501223.75,,4987755308.62,294772321.7,,3563870.54,,5286091500.86,7015749198.98,62800172.1,,,7078549371.08,-1792457870.22,,,,,515800838.41,5510430000.0,24932340.0,6051163178.41,6212746490.27,423260059.47,5269950.0,,6636006549.74,-584843371.33,24728810.35,244928792.55,14761488368.92,14516559576.37,,,14516559576.37,14761488368.92,定期报告,是,20200402,CNY,合并期末,2020-03-13T14:52:11
20180930,,,,2770339662.99,1900000000.0,,1504437403.39,545112934.31,,,,,,,,,,1820080387.79,8539970388.48,1860962309.01,,448907159.56,,,,,,,65231464.66,,,,,,1634998944.28,367998705.79,751963582.16,5130062165.46,3409908223.02,,3596951721.0,79993750.65,,3267339.95,,3680212811.6,6306164219.89,36266777.5,,,6342430997.39,-2662218185.79,,,,,471661338.41,5412550000.0,,5884211338.41,5120636490.27,362789793.39,,,5483426283.66,400785054.75,26614358.27,1175089450.25,,,,,14516559576.37,15691649026.62,定期报告,未审计,20191030,CNY,合并期末,2020-03-13T14:52:11
