报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2207516000.0,840000000.0,11313564000.0,8509422000.0,2804142000.0,24525000.0,493970000.0,1400000000.0,,,190659000.0,4914469000.0,,,,,,,,,,,,,,,,,,2332000.0,21719498000.0,,,,,,,,,,385000000.0,,,,1742375000.0,,,372714000.0,,,,,,,,,,431054000.0,2295882000.0,5227025000.0,16492473000.0,,10938839000.0,38732000.0,,,,,,,,10977571000.0,20940338000.0,,,,,5032000.0,,,20945370000.0,-9967799000.0,,,,,19745638000.0,,,,19745638000.0,22290000000.0,75631000.0,,,,22390925000.0,-2645287000.0,,3879387000.0,,,,,39515092000.0,43394479000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:28:03
20251231,,,7992600000.0,27696803000.0,21003680000.0,6693123000.0,,,3750000000.0,5184000000.0,,,19850754000.0,,,,,,,,,,,,,,,,,,915053000.0,65389210000.0,61725147000.0,1313233000.0,1268710000.0,44523000.0,,,,,784148000.0,,,,,7325679000.0,,,1086720000.0,,,,,,,,,3082994000.0,1158741000.0,793085000.0,79272249000.0,-13883039000.0,,63497260000.0,917048000.0,,,1066000.0,,,,,64415374000.0,52851512000.0,,,,,38305000.0,,,52889817000.0,11525557000.0,,,,,101328090000.0,,,,106327375000.0,91950000000.0,623418000.0,,,,92701369000.0,13626006000.0,,11268524000.0,531130000.0,479881000.0,38983962000.0,27766687000.0,28246568000.0,39515092000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:30:04
20250930,,,10365349000.0,40640991000.0,31559627000.0,9081364000.0,,,3600000000.0,5194000000.0,,,14740091000.0,,,,,,,,,,,,,,,,,,8995000.0,74549426000.0,65042808000.0,1412594000.0,1345594000.0,67000000.0,,,,,25620000.0,,,,,5847430000.0,,,837900000.0,,,,,,,,,1197231000.0,905440000.0,2112572000.0,77539593000.0,-2990167000.0,,46330666000.0,821762000.0,,,460000.0,,,,,47152888000.0,37173263000.0,,,,,22593000.0,,,37195856000.0,9957032000.0,,,,,76862523000.0,,,,81861723000.0,68310000000.0,592820000.0,,,,69000140000.0,12861583000.0,,19828448000.0,,,,,28246568000.0,48075016000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T21:14:04
20250630,,,7125052000.0,31830331000.0,26851882000.0,4978449000.0,,,2350000000.0,6298550000.0,,1084231000.0,9306525000.0,,,,,,,,,,,,,,,,,,6721000.0,58001410000.0,54672082000.0,1315508000.0,1258508000.0,57000000.0,,,,,19674000.0,,,,,4476609000.0,,,605775000.0,,,,,,,,,,579055000.0,1364758000.0,63619134000.0,-5617724000.0,,27571192000.0,808248000.0,,,297000.0,,,,,28379737000.0,20705762000.0,,,,,10615000.0,,,20716377000.0,7663360000.0,,,,,52338094000.0,,,,57337294000.0,44570000000.0,162414000.0,,,,44798096000.0,12539198000.0,,14584834000.0,496572000.0,479881000.0,42334830000.0,27766687000.0,28246568000.0,42831402000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:30:03
20250331,,,5245380000.0,30065166000.0,30064727000.0,439000.0,,,1350000000.0,,,,4369229000.0,,,,,,,,,,,,,,,,,,1269000.0,41031044000.0,30500151000.0,426467000.0,393477000.0,32990000.0,,,,,67718000.0,297000000.0,,,,2425684000.0,,,378101000.0,,,,,,,,,1518797000.0,286429000.0,1827498000.0,38022488000.0,3008556000.0,,13668842000.0,72044000.0,,,286000.0,,,,,13741172000.0,9955269000.0,,,,,576000.0,,,9955845000.0,3785327000.0,,,,,24457675000.0,,,,24457675000.0,18430000000.0,76279000.0,,,,18536653000.0,5921022000.0,,12714905000.0,,,,,28246568000.0,40961473000.0,定期报告,未审计,20260423,CNY,合并期末,2025-04-29T21:50:09
20241231,,,,28244147000.0,28244147000.0,,660656000.0,398410000.0,,230000000.0,,,16830672000.0,,,,,,,,,,,,,,,,,,1403040000.0,49469866000.0,35314167000.0,1014033000.0,1014033000.0,,970000000.0,9243270000.0,,360030000.0,,,,,,9444813000.0,,,1075547000.0,,,,,,,,,1878728000.0,914546000.0,734324000.0,60949458000.0,-11479592000.0,,41129040000.0,1338952000.0,4623000.0,,8873000.0,,,,,42476865000.0,54443070000.0,,,,,56689000.0,,,54499759000.0,-12022894000.0,,,,,116658830000.0,,,,116658830000.0,95060000000.0,376992000.0,,,,95565601000.0,21093229000.0,,-2409257000.0,479881000.0,608683000.0,27766687000.0,30047142000.0,30655825000.0,28246568000.0,定期报告,是,20260423,CNY,合并期末,2025-04-29T21:50:09
20240930,,,,20584413000.0,20584413000.0,,472531000.0,,,2930100000.0,,,12702930000.0,,,,,,,,,,,,,,,,,,3241000.0,37471733000.0,17799450000.0,687922000.0,687922000.0,,1040074000.0,11946135000.0,,346043000.0,37276000.0,,,,,6951141000.0,,,829478000.0,,,,,,,,,2442659000.0,670388000.0,582788000.0,43333354000.0,-5861621000.0,,29373035000.0,557575000.0,,,8684000.0,,,,,29939294000.0,30643660000.0,,,,,41122000.0,,,30684782000.0,-745488000.0,,,,,76456375000.0,,,,76456375000.0,74850000000.0,376480000.0,,,97058000.0,75323538000.0,1132837000.0,,-5474272000.0,,,,,30655825000.0,25181553000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:00:03
20240630,,,,17341394000.0,17341394000.0,,459061000.0,,580000000.0,12098000000.0,,,8212290000.0,,,,,,,,,,,,,,,,,,2087000.0,38692832000.0,12183771000.0,515500000.0,515500000.0,,,21614603000.0,,324567000.0,36427000.0,,,,,4785398000.0,,,587019000.0,,,,,,,,,1734766000.0,470487000.0,340504000.0,42721787000.0,-4028955000.0,,21776029000.0,376388000.0,,,225000.0,,,,,22152642000.0,23885203000.0,,,,,22733000.0,,,23907936000.0,-1755294000.0,,,,,47344947000.0,,,,47344947000.0,44940000000.0,163868000.0,,,61462000.0,45165330000.0,2179617000.0,,-3604632000.0,518064000.0,608683000.0,26533129000.0,30047142000.0,30655825000.0,27051193000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T20:50:05
20240331,,,,4545764000.0,4545764000.0,,,272594000.0,1180000000.0,14897657000.0,,1337430000.0,3882972000.0,,,,,,,,,,,,,,,,,,536210000.0,26652627000.0,13924869000.0,38831000.0,28862000.0,9969000.0,,19965195000.0,,333729000.0,,,,,,2313068000.0,,,357079000.0,,,,,,,,,,235892000.0,150873000.0,37505416000.0,-10852789000.0,,8505109000.0,70863000.0,,,7185000.0,,,,,8583157000.0,8472036000.0,,,,,18592000.0,,,8490628000.0,92529000.0,,,,,26193775000.0,,,,26193775000.0,19010000000.0,76796000.0,,,26843000.0,19113639000.0,7080136000.0,,-3680124000.0,,,,,30655825000.0,26975701000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:10:03
20231231,,,17109550000.0,13733696000.0,13425959000.0,307737000.0,43755000.0,,,,,,16588662000.0,,,,,,,,,,,,,,,,,,22886000.0,50356177000.0,14330582000.0,521048000.0,521048000.0,,3180000000.0,,,,638029000.0,8945000000.0,,,,6893576000.0,,,1145887000.0,,,,,,,,,331176000.0,1034958000.0,1009782000.0,38030038000.0,12326139000.0,,64727373000.0,922602000.0,4640000.0,,3119000.0,,,,,65653094000.0,61769363000.0,,,,,49126000.0,,,61818489000.0,3834605000.0,,,,,88470993000.0,,,,88470993000.0,90770000000.0,890496000.0,,,133592000.0,91794088000.0,-3323095000.0,,12837649000.0,608683000.0,408063000.0,30047142000.0,17410113000.0,17818176000.0,30655825000.0,定期报告,是,20250430,CNY,合并期末,2024-04-29T21:10:03
