报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,7193158000.0,42856273000.0,,,,,500000000.0,0.0,,,5551452000.0,,,,,,,,,,,,,,,,,,580121000.0,56681004000.0,31690995000.0,1457733000.0,,,,0.0,,,2350283000.0,7417279000.0,,,,3292375000.0,,,667197000.0,,,,,,,,,,373073000.0,349265000.0,47598200000.0,9082804000.0,,45278171000.0,189782000.0,,,352000.0,,,,,45468305000.0,57013454000.0,,,,,31230000.0,0.0,,57044684000.0,-11576379000.0,,,,,46528839000.0,,,,46528839000.0,50500000000.0,856898000.0,,,30080000.0,51386978000.0,-4858139000.0,-26022000.0,-7377736000.0,,,,,41664603000.0,34286867000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:58:03
20251231,,,13915434000.0,56974919000.0,,,,2865056000.0,,7500894000.0,,,22366783000.0,,,,,,,,,,,,,,,,,,5924632000.0,109547718000.0,47187464000.0,766524000.0,,,,,,,,,,,,10366555000.0,,,2013596000.0,,,,,,,,,,1683666000.0,3426099000.0,65443904000.0,44103814000.0,,134252037000.0,1416985000.0,,,66361000.0,,,,,135735383000.0,193028349000.0,,,,,347799000.0,,,193376148000.0,-57640765000.0,,,,,106422774000.0,,,,106422774000.0,75787279000.0,2086337000.0,,,176381000.0,78049997000.0,28372777000.0,-10197000.0,14825629000.0,41664603000.0,26838974000.0,,,26838974000.0,41664603000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T20:02:03
20250930,,,6681801000.0,47549418000.0,,,,1861221000.0,868475000.0,5882652000.0,,,18018807000.0,,,,,,,,,,,,,,,,,,3363181000.0,84225555000.0,46497901000.0,275665000.0,,,,,,,,,,,,8496443000.0,,,1495235000.0,,,,,,,,,,1277417000.0,1218441000.0,59261102000.0,24964453000.0,,101778007000.0,1091794000.0,,,106889000.0,,,,,102976690000.0,140325747000.0,,,,,136280000.0,88492000.0,,140550519000.0,-37573829000.0,,,,,146297127000.0,,,,146297127000.0,120577331000.0,2012285000.0,,,112577000.0,122702193000.0,23594934000.0,-9296000.0,10976262000.0,,,,,26838974000.0,37815236000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:56:03
20250630,,,,34733620000.0,,,,,300000000.0,3989872000.0,,,11934529000.0,,,,,,,,,,,,,,,,,,4345045000.0,55689849000.0,34780540000.0,,,,,314649000.0,,,838779000.0,,,,,6395509000.0,,,996326000.0,,,,,,,,,,763336000.0,648620000.0,44737759000.0,10952090000.0,,72901079000.0,790684000.0,,,42337000.0,,,,,73734100000.0,99153441000.0,,,,,56766000.0,88492000.0,,99298699000.0,-25564599000.0,,,,,93362012000.0,,,,93362012000.0,70920000000.0,1392369000.0,,,84472000.0,72396841000.0,20965171000.0,-477000.0,6352185000.0,33191159000.0,26838974000.0,,,26838974000.0,33191159000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:14:03
20250331,,,0.0,19583475000.0,,,,,850000000.0,4524930000.0,,,5979212000.0,,,,,,,,,,,,,,,,,,4285045000.0,35222662000.0,20580377000.0,360111000.0,,,,141380000.0,,,693726000.0,,,,,3882251000.0,,,543014000.0,,,,,,,,,,328798000.0,452303000.0,26981960000.0,8240702000.0,,34784479000.0,434099000.0,,,23710000.0,,,,,35242288000.0,51963268000.0,,,,,18805000.0,35218000.0,,52017291000.0,-16775003000.0,,,,,37329694000.0,,,,37329694000.0,31710000000.0,730330000.0,,,28570000.0,32468900000.0,4860794000.0,11573000.0,-3661934000.0,,,,,26838974000.0,23177040000.0,定期报告,未审计,20260423,CNY,合并期末,2025-04-25T19:42:29
20241231,,,1626685000.0,44315668000.0,,,,221608000.0,100000000.0,4794541000.0,,,21455477000.0,,,,,,,,,,,,,,,,,,1675967000.0,75823943000.0,38415695000.0,,,,,,,,,,,,,10692038000.0,,,1832377000.0,,,,,,,,,,2151001000.0,4022034000.0,57113145000.0,18710798000.0,,140874622000.0,1244767000.0,,,8447000.0,,,,,142127836000.0,180993806000.0,,,,,245267000.0,,,181239073000.0,-39111237000.0,,,,,128054958000.0,,,,128054958000.0,106030000000.0,2015967000.0,,,169435000.0,108215402000.0,19839556000.0,5932000.0,-554951000.0,26838974000.0,27393925000.0,,,27393925000.0,26838974000.0,定期报告,是,20260423,CNY,合并期末,2025-04-25T19:42:29
20240930,,,2947358000.0,39546753000.0,,,,151349000.0,350000000.0,3548909000.0,,,15384337000.0,,,,,,,,,,,,,,,,,,1148454000.0,64515985000.0,33445600000.0,,,,,,,,,,,,,8088950000.0,,,1330562000.0,,,,,,,,,,1474453000.0,3775431000.0,48114996000.0,16400989000.0,,117520184000.0,976387000.0,,,819000.0,,,,,118497390000.0,149208509000.0,,,,,148052000.0,,,149356561000.0,-30859171000.0,,,,,82742491000.0,,,,82742491000.0,70240000000.0,1823408000.0,,,82551000.0,72145959000.0,10596532000.0,-7833000.0,-3869483000.0,,,,,27393925000.0,23524442000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:35:03
20240630,,,2558009000.0,25827982000.0,,,,,100000000.0,2375600000.0,,,10362966000.0,,,,,,,,,,,,,,,,,,740801000.0,43220817000.0,27231349000.0,,,,,,,,317171000.0,,,,,5952815000.0,,,878422000.0,,,,,,,,,,1007308000.0,588209000.0,35975274000.0,7245543000.0,,79314976000.0,697198000.0,,,485000.0,,,,,80012659000.0,101527843000.0,,,,,104760000.0,,,101632603000.0,-21619944000.0,,,,,46863216000.0,,,,46863216000.0,38010000000.0,273781000.0,,,82562000.0,38366343000.0,8496873000.0,-9514000.0,-5887042000.0,21506883000.0,27393925000.0,,,27393925000.0,21506883000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-23T18:45:04
20240331,,,2760181000.0,5601831000.0,,,2212128000.0,,1600000000.0,5936611000.0,,,5364690000.0,,,,,,,,,,,,,,,,,,262499000.0,23737940000.0,17629729000.0,,,,,,,,387506000.0,,,,,3410896000.0,,,453952000.0,,,,,,,,,,415750000.0,2938492000.0,25236325000.0,-1498385000.0,,33406151000.0,118842000.0,,,,,,,,33524993000.0,41317000000.0,,,,,35028000.0,,,41352028000.0,-7827035000.0,,,,,16654281000.0,,,,16654281000.0,12000000000.0,120070000.0,,,24598000.0,12144668000.0,4509613000.0,-6572000.0,-4822379000.0,,,,,27393925000.0,22571546000.0,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T19:50:04
20231231,,,10851181000.0,51412029000.0,,,,905795000.0,,5337900000.0,,,21064592000.0,,,,,,,,,,,,,,,,,,498213000.0,90069710000.0,44414178000.0,2279551000.0,,,150000000.0,,,,,,,,,7373402000.0,,,1751852000.0,,,,,,,,,,2003977000.0,3123201000.0,61096161000.0,28973549000.0,,111575517000.0,1142799000.0,,,573000.0,,,,,112718889000.0,154168072000.0,,,,,278114000.0,31218000.0,,154477404000.0,-41758515000.0,,2000000000.0,,,65971042000.0,,,,67971042000.0,43910000000.0,1670888000.0,,,152801000.0,45733689000.0,22237353000.0,13191000.0,9465578000.0,27393925000.0,17928347000.0,26867205000.0,17442821000.0,17928347000.0,27393925000.0,定期报告,是,20250426,CNY,合并期末,2024-04-26T20:35:04
