报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,1839821000.0,8586351000.0,,,,-150000000.0,,-3105063000.0,,,1456216000.0,,,,,,,,,,,,,,,,,,38821000.0,8666146000.0,8549715000.0,273043000.0,,,69194000.0,,,,,,,,,1372086000.0,,,184412000.0,,,,,,,,,-1192165000.0,56460000.0,954005000.0,10266750000.0,-1600604000.0,,8669865000.0,368814000.0,,,,,35848000.0,,,9074527000.0,7742452000.0,,,,,47869000.0,,,7790321000.0,1284206000.0,,,,,,,,,0.0,1844153000.0,5850000.0,,,620000.0,1850623000.0,-1850623000.0,-13994000.0,-2181015000.0,,,,,4432647000.0,2251632000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:22:03
20251231,,,1784836000.0,15378220000.0,,,,-650000000.0,,355802000.0,,,6091648000.0,,,,,,,,,,,,,,,,,,991962000.0,23952468000.0,10343101000.0,803030000.0,,,-35942000.0,,,,,,,,,2932388000.0,,,710446000.0,,,,,,,,,10992165000.0,317884000.0,268051000.0,26331123000.0,-2378655000.0,,42357300000.0,1127013000.0,,,4505000.0,,,,,43488818000.0,38493022000.0,,,,,309972000.0,,,38802994000.0,4685824000.0,,,,,1844153000.0,,,,1844153000.0,1000000000.0,793746000.0,,,6764000.0,1800510000.0,43643000.0,-7927000.0,2342885000.0,3961717000.0,1902864000.0,470930000.0,186898000.0,2089762000.0,4432647000.0,定期报告,是,20260429,CNY,合并期末,2026-04-28T19:28:04
20250930,,,1785477000.0,13234839000.0,,,,-1150000000.0,,-6096185000.0,,,4520001000.0,,,,,,,,,,,,,,,,,,200342000.0,12494474000.0,8466630000.0,676456000.0,,,106151000.0,,,,,,,,,2481054000.0,,,540446000.0,,,,,,,,,3284205000.0,228749000.0,121496000.0,15905187000.0,-3410713000.0,,33631363000.0,951078000.0,,,707000.0,,,,,34583148000.0,29593071000.0,,,,,190370000.0,,,29783441000.0,4799707000.0,,,,,,,,,0.0,,492294000.0,,,3028000.0,495322000.0,-495322000.0,-553000.0,893119000.0,,,,,2089762000.0,2982881000.0,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:10:04
20250630,,,2944435000.0,10343799000.0,,,,150000000.0,,-5673685000.0,,,2973390000.0,,,,,,,,,,,,,,,,,,68350000.0,10806289000.0,7796539000.0,482121000.0,,,71437000.0,,,,,,,,,2014920000.0,,,378991000.0,,,,,,,,,5618113000.0,142301000.0,152094000.0,16656516000.0,-5850227000.0,,28611711000.0,864226000.0,,,156000.0,,,,,29476093000.0,22958499000.0,,,,,122695000.0,,,23081194000.0,6394899000.0,,,,,,,,,0.0,,492279000.0,,,2003000.0,494282000.0,-494282000.0,4437000.0,54827000.0,2037210000.0,1902864000.0,107379000.0,186898000.0,2089762000.0,2144589000.0,定期报告,未审计,20250816,CNY,合并期末,2025-08-15T18:46:07
20250331,,,805544000.0,9976969000.0,,,,150000000.0,,-3884346000.0,,,1404684000.0,,,,,,,,,,,,,,,,,,477877000.0,8930728000.0,5959049000.0,500634000.0,,,-51000.0,,,,,,,,,1367737000.0,,,220526000.0,,,,,,,,,-2050129000.0,52241000.0,78004000.0,6128011000.0,2802717000.0,,13215833000.0,409061000.0,,,77000.0,,,,,13624971000.0,16193395000.0,,,,,54355000.0,,,16247750000.0,-2622779000.0,,,,,,,,,0.0,,71000.0,,,788000.0,859000.0,-859000.0,1569000.0,180648000.0,,,,,2089762000.0,2270410000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-21T18:24:04
20241231,,,-4232431000.0,12535992000.0,,,,-2000939000.0,,7569928000.0,,,6321778000.0,,,,,,,,,,,,,,,,,,32064000.0,20226392000.0,10046225000.0,217766000.0,,,35942000.0,,,,,,,,,3061399000.0,,,638025000.0,,,,,,,,,1898684000.0,294986000.0,348167000.0,16541194000.0,3685198000.0,,27126609000.0,823674000.0,,,3075000.0,,,,,27953358000.0,29251805000.0,,,,,234647000.0,,,29486452000.0,-1533094000.0,,,,,2009581000.0,,,,2009581000.0,3621740000.0,613547000.0,,,7354000.0,4242641000.0,-2233060000.0,-6089000.0,-87045000.0,1902864000.0,2098121000.0,186898000.0,78686000.0,2176807000.0,2089762000.0,定期报告,是,20260429,CNY,合并期末,2025-03-28T20:15:05
20240930,,,428721000.0,7542119000.0,,,,-2000939000.0,,-4453157000.0,,,4738333000.0,,,,,,,,,,,,,,,,,,207114000.0,6462191000.0,6942051000.0,60506000.0,,,35037000.0,,,,,,,,,2582137000.0,,,478393000.0,,,,,,,,,-7903351000.0,212398000.0,220818000.0,2627989000.0,3834202000.0,,38347464000.0,557920000.0,,,1084000.0,,,,,38906468000.0,40854438000.0,,,,,193254000.0,,,41047692000.0,-2141224000.0,,,,,2009582000.0,,,,2009582000.0,3621739000.0,556876000.0,,,5510000.0,4184125000.0,-2174543000.0,-6089000.0,-487654000.0,,,,,2176807000.0,1689153000.0,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T18:55:03
20240630,,,273832000.0,8675460000.0,,,,-1000939000.0,,-8399157000.0,,,3133669000.0,,,,,,,,,,,,,,,,,,478688000.0,3161553000.0,7770842000.0,-39922000.0,,,106902000.0,,,,,,,,,2100388000.0,,,332804000.0,,,,,,,,,-6629468000.0,136064000.0,194777000.0,3972387000.0,-810834000.0,,13670638000.0,452824000.0,,,155000.0,,,,,14123617000.0,13167754000.0,,,,,94902000.0,,,13262656000.0,860961000.0,,,,,2009581000.0,,,,2009581000.0,1112159000.0,504430000.0,,,2223000.0,1618812000.0,390769000.0,1058000.0,441954000.0,2561747000.0,2098121000.0,57014000.0,78686000.0,2176807000.0,2618761000.0,定期报告,未审计,20250816,CNY,合并期末,2024-08-27T16:25:03
20240331,,,-50595000.0,8225397000.0,,,,-1000939000.0,,-8129157000.0,,,1516911000.0,,,,,,,,,,,,,,,,,,190606000.0,752223000.0,5676043000.0,-239632000.0,,,35475000.0,,,,,,,,,1508169000.0,,,187991000.0,,,,,,,,,-1942438000.0,55916000.0,100713000.0,5382237000.0,-4630014000.0,,4886894000.0,157184000.0,,,,,,,,5044078000.0,1265168000.0,,,,,58968000.0,,,1324136000.0,3719942000.0,,,,,2009581000.0,,,,2009581000.0,612159000.0,28101000.0,,,1459000.0,641719000.0,1367862000.0,-1011000.0,456779000.0,,,,,2176807000.0,2633586000.0,定期报告,未审计,20250422,CNY,合并期末,2024-04-26T16:35:06
20231231,,,-593745000.0,12596861000.0,,,,1920939000.0,,3558592000.0,,,6508524000.0,,,,,,,,,,,,,,,,,,199345000.0,24190516000.0,13200295000.0,-105886000.0,,,-174115000.0,,,,,,,,,3119595000.0,,,613656000.0,,,,,,,,,7245734000.0,307671000.0,383669000.0,24590619000.0,-400103000.0,,20646764000.0,733858000.0,,,308000.0,,,,,21380930000.0,18679422000.0,,,,,155255000.0,,,18834677000.0,2546253000.0,,,,,1000000000.0,,,,1000000000.0,2830000000.0,514463000.0,,,8701000.0,3353164000.0,-2353164000.0,11397000.0,-195617000.0,2098121000.0,2316707000.0,78686000.0,55717000.0,2372424000.0,2176807000.0,定期报告,是,20250329,CNY,合并期末,2024-03-29T20:25:03
