报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向中央银行借款净增加额,客户存款和同业存放款项净增加额,收回存放同业及其他金融机构净额,拆入资金收到的现金,收回拆出资金收到的现金,销售商品、提供劳务收到的现金,收到的税费返还,手续费收入收到的现金,利息收入收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,金融企业往来收入收到的现金,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,保证金流入的现金,吸收的存款,同业及其他金融机构存放款净增加额,处置抵债资产收到的现金,汇兑净收益收到的现金,证券投资收到的现金,中间业务收入收到的现金,其他营业及营业外净收入收到的现金,贴现收到的现金,收回的委托资金净额,受托资产管理收到的现金净额,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,证券投资支付的现金,手续费支出支付的现金,利息支出支付的现金,金融企业往来支出支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,卖出回购证券到期回购支付的现金,以现金支付的营业费用,拆出资金支付的现金,支付利息、手续费及佣金的现金,存放中央银行款项净增加额,贵金属现金流出,支付的存款,存放同业及其他机构存款净增加额,偿还中央银行借款,减少同业及其他金融机构存放净额,贴现支付的现金,偿还同业及其他金融机构拆入净额,委托资金减少支付的现金,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,处置子公司及其他营业单位收到的现金,取得投资收益所收到的现金,取得债权投资利息收入收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,分得股利或利润收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,发行债券收到的现金,吸收投资所收到的现金,借款所收到的现金,发行次级债所收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,发生筹资费用支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,,,,,,,4428713982.67,8037112.84,,,,,,,885643291.16,,,,,,,,,,,,5090425766.78,10412820153.45,,,4473477424.25,288946729.67,56706363.04,,,,,,,,,197089899.37,,23551769.47,,,,,,,,,,2659107524.7,7839714710.42,2573105443.03,,1822582798.91,,41458151.88,,,,6097431262.8,7961472213.59,27078106.58,3429580464.55,,,,5132172935.05,8588831506.18,-627359292.59,,,,294695082.0,,,294695082.0,134536651.83,115419466.67,,,43637712.0,293593830.5,1101251.5,9032408.28,1955879810.22,,,,,3940859739.25,5896739549.47,定期报告,未审计,20241019,CNY,合并期末,2023-10-17T16:16:04
20230630,,,,,,,,2557622828.98,8037112.84,,,,,,,555574289.17,,,,,,,,,,,,4239096383.79,7366494081.15,,,2478719241.67,207824706.78,40504668.87,,,,,,,,,121285025.09,,15290766.74,,,,,,,,,,2730254179.13,5684595915.63,1681898165.52,,899595114.22,,1005608.08,,,,2780068924.9,3680669647.2,23054591.23,1166057603.04,,,,2241831422.91,3430943617.18,249726030.02,,,,220065398.85,,17477568.0,237542966.85,73336651.83,59780872.26,,,39800000.0,172917524.09,64625442.76,7655072.61,2003904710.91,5944764450.16,3940859739.25,,,3940859739.25,5944764450.16,定期报告,未审计,20250819,CNY,合并期末,2023-08-18T16:36:04
20230331,,,,,,,,1242663979.73,790.35,,,,,,,279510330.25,,,,,,,,,,,,1554274586.45,3201781141.39,,,1199433077.82,127536250.07,19020213.52,,,,,,,,,61090590.5,,6737463.67,,,,,,,,,,2983021808.47,4396839404.05,-1195058262.66,,394409028.84,-386550.0,27619346.03,,,,2356103844.81,2777745669.68,9088887.59,623326109.25,,,-386550.0,1534348383.68,2166376830.52,611368839.16,,,,130000000.0,,32671856.0,162671856.0,63336651.83,4885654.69,,,39800000.0,108022306.52,54649549.48,-41818931.96,-570858805.98,,,,,3940859739.25,3370000933.27,定期报告,未审计,20240420,CNY,合并期末,2023-04-24T16:46:02
20221231,,,,,,,,6647672958.48,5726148.5,,,,,,,650700711.71,,,,,,,,,,,,1950791881.12,9276564929.08,,,6560200213.85,359203906.22,120522254.66,,,,,,,,,235880400.95,,27034301.55,,,,,,,,,,722515294.2,8025356371.43,1251208557.65,,1814326498.95,,14630739.9,,79041.8,,62689562447.14,64518598727.79,31712256.22,3217912412.03,,,,62344415452.33,65594040120.58,-1075441392.79,,,498669347.17,1067015044.7,,40144146.18,1605828538.05,829384565.16,47428059.89,,,38000707.86,914813332.91,691015205.14,118601906.58,985384276.58,3940859739.25,2955475462.67,,,2955475462.67,3940859739.25,定期报告,是,20240309,CNY,合并期末,2023-03-10T20:46:04
20220930,,,,,,,,5222791228.97,5747745.44,,,,,,,740078994.11,,,,,,,,,,,,4924482902.89,10950454223.9,,,4997389735.66,287846564.93,116484904.35,,,,,,,,,168280104.1,,17840526.64,,,,,,,,,,2683450244.87,8271292080.55,2679162143.35,,2190443145.39,16420600.0,86987777.78,,,,5620823390.71,7914674913.88,10301914.39,3262905931.75,,,,6028588047.92,9301795894.06,-1387120980.18,,,498148200.0,239496629.63,,71208312.0,808853141.63,175949041.82,41422677.42,,,226473292.0,443845011.24,365008130.39,82706546.84,1739755840.4,,,,,2955475462.67,4695231303.07,定期报告,未审计,20231018,CNY,合并期末,2022-10-27T17:06:02
20220630,,,,,,,,3496789040.13,20874.14,,,,,,,435059369.22,,,,,,,,,,,,3146238941.66,7285167454.77,,,3520739973.77,209871555.34,103558671.99,,,,,,,,,116314160.75,,12412397.74,,,,,,,,,,2570843112.35,6533739871.94,751427582.83,,1500702491.1,16420600.0,53155699.91,,,,2165759338.35,3736038129.36,7251550.96,2150882632.67,,,,3757494732.84,5915628916.47,-2179590787.11,,,298948200.0,128056940.0,,71208312.0,498213452.0,108397041.82,35924023.62,,,29970864.0,174291929.44,323921522.56,13288464.11,-1090953217.61,1864522245.06,2955475462.67,,,2955475462.67,1864522245.06,定期报告,未审计,20230819,CNY,合并期末,2022-08-19T17:21:08
20220331,,,,,,,,1482480113.62,752.3,,,,,,,292352233.11,,,,,,,,,,,,2392448617.28,4185608941.27,,,1677772328.5,127038076.88,69940414.07,,,,,,,,,59910874.5,,6270096.37,,,,,,,,,,1244900139.51,3185831929.83,999777011.44,,145225972.61,,422200.78,,,,1617954301.95,1763602475.34,-8563011.81,619053307.43,,,,930027000.0,1540517295.62,223085179.72,,,,118056940.0,,49215140.0,167272080.0,91741861.82,5599456.87,,,14125844.0,111467162.69,55804917.31,-13306120.81,1265360987.66,,,,,2955475462.67,4220836450.33,定期报告,未审计,20230425,CNY,合并期末,2022-04-28T15:51:06
20211231,,,,,,,,10775453247.18,2931774.64,,,,,,,525714725.67,,,,,,,,,,,,5610532320.15,16916168991.07,,,10585071191.03,317562799.84,60466393.29,,,,,,,,,216916433.92,,33997728.13,,,,,,,,,,724377754.45,11968637404.63,4947531586.44,,2237691802.34,,92950360.95,,96945.8,,12719805761.96,15050544871.05,58971680.25,2403581853.6,,,,17465215244.23,19927768778.08,-4877223907.03,,,361149941.02,732914665.44,,101726592.59,1195791199.05,817829280.0,24270545.08,,,88131441.63,930231266.71,265559932.34,-33254121.48,302613490.27,2955475462.67,2652861972.4,,,2652861972.4,2955475462.67,定期报告,是,20230311,CNY,合并期末,2022-03-14T17:41:04
20210930,,,,,,,,6609034345.03,2995112.41,,,,,,,463283095.88,,,,,,,,,,,,6695782026.62,13771970808.64,,,6464761168.75,237442067.77,57126119.45,,,,,,,,,196454479.74,,27169537.82,,,,,,,,,,1995396893.02,8981322853.07,4790647955.57,,1930196313.33,,1987416.95,,,,1722058938.93,3654242669.21,35975940.75,3060939355.32,,,33333333.0,5200861241.12,8331109870.19,-4676867200.98,,,361149941.02,245400000.0,,,606549941.02,335424000.0,18643823.46,,,57659993.64,411727817.1,194822123.92,-22277944.6,286324933.91,,,,,2652861972.4,2939186906.31,定期报告,未审计,20221028,CNY,合并期末,2021-10-20T17:21:03
20210630,,,,,,,,3969116630.94,2995112.41,,,,,,,324575756.99,,,,,,,,,,,,4085738137.71,8464772920.36,,,3859960636.97,169277748.19,34631527.93,,,,,,,,,107482020.97,,19729247.43,,,,,,,,,,1263219718.8,5454300900.29,3010472020.07,,1592853458.78,,781981.42,,,,1603670487.12,3197305927.32,26213248.67,1400321579.88,,,33333333.0,3052185007.35,4512053168.9,-1314747241.58,,,361149941.02,155408192.0,,,516558133.02,255424000.0,12948956.87,,,1427065.89,269800022.76,246758110.26,-2442539.29,1940040349.46,4592902321.86,2652861972.4,,,2652861972.4,4592902321.86,定期报告,未审计,20220820,CNY,合并期末,2021-08-16T18:21:03
20210331,,,,,,,,2118942598.1,,,,,,,,121796472.08,,,,,,,,,,,,1317169387.51,3696393254.43,,,2055107566.15,103713266.31,9689096.53,,,,,,,,,48709242.75,,10511713.17,,,,,,,,,,563141555.54,2790872440.45,905520813.98,,378247313.72,,65113.78,,,,1143793730.46,1522106157.96,10355052.99,248895818.78,,,33333333.0,2051986891.29,2344571096.06,-822464938.1,,,361149941.02,185400000.0,,130668636.0,677218577.02,185400000.0,6542695.83,,,84653009.89,276595705.72,400622871.3,16236045.65,499914792.83,,,,,2652861972.4,3152776765.23,定期报告,未审计,20220429,CNY,合并期末,2021-04-27T16:46:03
20201231,,69949.28,,,,,,10209743145.48,,,,,,,,500851580.75,,,,,,,,,,,,6217481982.03,16971801616.29,,,9850989175.4,233092359.4,45717583.87,,,,,,,,,178690092.7,,41376300.25,,,,,,,,,,1637523962.8,11988770478.92,4983031137.37,,1490119159.08,,48783308.1,,166051.89,,7477690511.05,9016759030.12,75821446.6,2275860250.68,,,,10621220022.73,12972901720.01,-3956142689.89,,,7833206.59,767029037.31,,,774862243.9,1093546768.32,85142556.4,,,50583018.87,1229272343.59,-454410099.69,22142726.88,594621074.67,2652861972.4,2058240897.73,,,2058240897.73,2652861972.4,定期报告,是,20220315,CNY,合并期末,2021-03-15T17:56:04
20200930,,10899844.25,,,,,,7993205804.7,,,,,,,,326496761.22,,,,,,,,,,,,4863256159.44,13282325775.74,,,8157880171.59,172647369.47,38681618.87,,,,,,,,,133768441.71,,28759083.26,,,,,,,,,,2605756288.39,11137492973.29,2144832802.45,,3678975406.16,,206725638.69,,,,4357598605.82,8243299650.67,46137364.35,3051935524.09,,,,6503752751.31,9601825639.75,-1358525989.08,,,7816936.18,702948472.0,,,710765408.18,854400000.0,74812911.05,,,296881072.0,1226093983.05,-515328574.87,4560919.18,275539157.68,,,,,2058240897.73,2333780055.41,定期报告,未审计,20211021,CNY,合并期末,2020-10-29T17:06:03
20200630,,,,,,,,5314213525.23,268.45,,,,,,,240563477.73,,,,,,,,,,,,2535730374.43,8099433838.52,75515.68,,5132479075.79,119059251.68,24669538.4,,,,,,,,,97071408.24,,17793935.3,,,,,,,,,,1833935176.96,7225083902.05,874349936.47,,2395204844.11,,212098619.92,,,,560815540.92,3168119004.95,29432531.07,1898557914.48,,,,487282046.83,2415272492.38,752846512.57,,,4137036.18,550647552.0,,,554784588.18,376074880.0,41282061.05,,,,417356941.05,137427647.13,1008956.43,1765633052.6,3823873950.33,2058240897.73,,,2058240897.73,3823873950.33,定期报告,未审计,20210817,CNY,合并期末,2020-08-27T22:11:02
20200331,,,,,,,,2457388091.3,,,,,,,,102277951.78,,,,,,,,,,,,2326535197.72,5008750349.96,,,2261119716.18,62291932.05,8347672.15,,,,,,,,,40129652.77,,7383728.7,,,,,,,,,,1804984735.4,4189276554.79,819473795.17,,252383757.03,,170887209.02,,,,272242794.0,695513760.05,11736581.06,111896367.35,,,,188475526.7,312108475.11,383405284.94,,,4137036.18,150000000.0,,72783328.0,226920364.18,150000000.0,6319399.86,,,77873472.0,234192871.86,-7272507.68,-87922804.03,1107683768.4,,,,,2058240897.73,3165924666.13,定期报告,未审计,20210428,CNY,合并期末,2020-04-28T01:21:03
20191231,,,,,,,,9940998902.28,2344641.38,,,,,,,304771615.19,,,,,,,,,,,,1578919376.47,11850758815.66,15432014.81,,10377269127.15,239399446.57,76885198.23,,,,,,,,,185016788.32,,24922081.07,,,,,,,,,,576051031.24,11501086954.74,349671860.91,,695519993.64,,20011964.36,,34128.14,,6781520485.43,7497086571.57,71199644.37,808502738.87,,,,6874908399.93,7754610783.17,-257524211.6,,,304649056.6,756798229.42,,,1061447286.02,420000000.0,50815928.6,,,22334747.17,493150675.77,568296610.25,36589756.34,697034015.9,2058240897.73,1361206881.83,,,1361206881.83,2058240897.73,定期报告,是,20210316,CNY,合并期末,2020-03-13T22:16:02
20190930,,,,,,,,7381058561.94,,,,,,,,230339014.22,,,,,,,,,,,,4094560995.06,12229541430.13,,,7445247326.23,190586031.68,59373062.89,,,,,,,,,,,22842629.09,,,,,,,,,,3811961890.91,11530010940.8,699530489.33,,685669499.19,,53050124.15,,,,5625271916.12,6363991539.46,26165158.83,1576057324.14,,,,4534538997.97,6136761480.94,227230058.52,,,302600000.0,612155792.0,,126755792.0,914755792.0,270000000.0,44939689.72,,,52534576.0,367474265.72,547281526.28,33996045.71,1508038119.84,,,,,1361206881.83,2869245001.67,定期报告,未审计,20201030,CNY,合并期末,2020-03-13T14:56:25
20190630,,,,,,,,3924181680.85,,,,,,,,99720739.47,,,,,,,,,,,,1323845982.83,5853766073.19,27826391.73,,4150858596.8,121988123.42,54376063.51,,,,,,,,,63573880.11,,14446260.0,,,,,,,,,,702596792.58,5135666108.15,718099965.04,,437897943.67,,28547851.68,,,,1483346172.11,1949791967.46,18944962.51,728191644.69,,,,778305013.39,1525441620.59,424350346.87,,,,476755792.0,,,476755792.0,70000000.0,11988237.54,,,,81988237.54,394767554.46,80936196.26,1618154062.63,2979360944.46,1361206881.83,,,1361206881.83,2979360944.46,定期报告,是,20200828,CNY,合并期末,2020-03-13T14:56:25
20190331,,,,,,,,1596703367.14,,,,,,,,53530248.18,,,,,,,,,,,,1629267631.12,3399996561.05,27656944.6,,1944598835.8,60654506.73,7243295.51,,,,,,,,,34706011.16,,4856909.59,,,,,,,,,,644752421.84,2724468925.23,675527635.82,,237217534.31,,39397666.86,,,,365845496.94,642460698.11,11710785.25,318986052.85,,,,507056428.11,837753266.21,-195292568.1,,,,377886704.0,,,377886704.0,,4940270.86,,,,4940270.86,372946433.14,-13740294.93,839441205.93,,,,,1361206881.83,2200648087.76,定期报告,未审计,20200428,CNY,合并期末,2020-04-28T01:21:03
20181231,,21044868.58,,,,,,4474701861.86,11864988.22,,,,,,,305909156.18,,,,,,,,,,,,595174100.86,5408694975.7,,,4632343086.0,266671272.4,51903798.74,,,,,,,,,176348677.74,,35939709.75,,,,,,,,,,1720766005.34,6949366168.78,-1540671193.08,,591998291.11,,445517437.16,,,,15262238323.05,16299754051.32,627735678.32,33271678.78,,,323457.54,14024864939.76,14686195754.4,1613558296.92,,,262800.0,381495872.0,,,381758672.0,130000000.0,35382564.11,,,,165382564.11,216376107.89,40457536.93,329720748.66,1361206881.83,1031486133.17,,,1031486133.17,1361206881.83,定期报告,是,20200314,CNY,合并期末,2020-03-13T14:56:25
20180930,,,,,,,,2468670760.25,,,,,,,,298446371.1,,,,,,,,,,,,2723760878.67,5499791585.57,,,,203731308.88,42914817.53,,,,,,,,,,,30191253.82,,,,,,,,,,6878886141.32,7155723521.55,-1655931935.98,,1936688044.12,,162560491.82,,,,13575829806.52,15675078342.46,21705185.55,1698701683.0,,,128565.04,12453111374.96,14173646808.55,1501431533.91,,,262800.0,270000000.0,,,270262800.0,110000000.0,32542275.1,,,128566.04,142670841.14,127591958.86,20610729.83,-6297713.38,,,,,1031486133.17,1025188419.79,定期报告,未审计,20191028,CNY,合并期末,2020-03-13T14:56:25
20180630,,,,,,,,1807367282.39,11864548.99,,,,,,,172007871.06,,,,,,,,,,,,117045997.26,2129291451.89,,,1854898900.93,154474747.87,37408346.55,,,,,,,,,,,,,,,,,,,,,1487989657.95,3534771653.3,-1405480201.41,,1541189243.19,,120648062.19,,,,9641597914.28,11303435219.66,17751143.08,1267318331.9,,,128565.04,8550000000.0,9835198040.02,1468237179.64,,,262800.0,259253297.0,,,259516097.0,110000000.0,3198622.08,,,,113198622.08,146317474.92,4385494.99,213459948.14,,,,,1031486133.17,1244946081.31,其他,未审计,20180831,CNY,合并期末,2020-03-13T14:56:25
20171231,,,,,,,,1547211951.01,,,,,,,,415655417.4,,,,,,,,,,,,1558370743.96,3718048656.58,17669607.68,,1716331562.27,233714400.94,67911338.77,,,,,,,,,141697683.51,,54273366.08,,,,,,,,,,4176161593.28,6411964416.49,-2693915759.91,,2657524234.15,,91400020.82,,7613798.22,,18264421713.08,21020959766.27,39910475.57,2233415009.01,,,1511000.0,17406103132.29,19680939616.87,1340020149.4,,,86200.0,110000000.0,,,110086200.0,130000000.0,29400320.83,,,,159400320.83,-49314120.83,-12355824.93,-1415565556.27,1031486133.17,2447051689.44,,,2447051689.44,1031486133.17,招股说明书/意向书,是,20190813,CNY,合并期末,2020-03-13T14:56:25
20170630,,,,,,,,150431248.91,,,,,,,,204514415.19,,,,,,,,,,,,499065082.09,854010746.19,15925903.07,,168109000.87,128445269.49,58925356.61,,,,,,,,,69507781.85,,35270707.34,,,,,,,,,,1858998916.99,2335182936.22,-1481172190.03,,1858163556.79,,10611514.58,,,,6233001925.47,8101776996.84,15471980.9,1267069414.16,,,,5814827918.94,7097369314.0,1004407682.84,,,341501.0,,,,341501.0,130000000.0,1727916.67,,,,131727916.67,-131386415.67,3177269.9,-604973652.96,,,,,2447051689.44,1842078036.48,其他,未审计,20170901,CNY,合并期末,2020-03-13T14:56:25
20161231,,,,,,,,143678067.73,,,,,,,,523259879.6,,,,,,,,,,,,2073429435.69,2775551964.69,3378322.75,,336486576.62,174584908.77,59288430.03,,,,,,,,,145064753.45,,76755584.35,,,,,,,,,,1476343627.68,2271902203.65,503649761.04,,1474375492.35,33087103.0,25508812.19,,,,5755571118.77,7288542526.31,47725411.99,2054163171.04,,,,5840880388.16,7942768971.19,-654226444.88,,,784000.0,130000000.0,,,130784000.0,,30678979.17,,,,30678979.17,100105020.83,-1883842.87,-52355505.88,2447051689.44,2499407195.32,,,2499407195.32,2447051689.44,招股说明书/意向书,是,20190813,CNY,合并期末,2020-03-13T14:56:25
