报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,24365973887.09,,,,554340.0,5368732535.7,,,,43875641382.64,,,,,41580550414.89,4730120453.56,,,,,,,,,,264911126870.3,271843912000.0,9173021000.0,,,,,,,,,,,41679814.19,,86133584807.74,52274365659.22,27503964.53,,315318700.0,,,,,,33288688.78,1152946428.25,,1186235117.03,,,,,,,,87461117.41,97744776.88,342902098.62,,4129107423.35,3040255316.94,,540169799438.42,,,17776926371.84,,26193763813.24,19731751133.8,6462012679.44,382112358952.98,,,,,,,,,363727326.6,25050772044.34,,,,,,,,132564052.71,,,253912406.26,,,,,,,,,,313640720.02,,,49104877812.66,,,,,64167128.02,,769086082.03,,1845560023.16,503981356733.86,,5695697168.0,4999537735.85,,4999537735.85,5556872203.65,1243406953.14,,,,2421369140.3,6894280532.01,,,8968368534.24,,,,35779532267.19,408910437.37,540169799438.42,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T22:28:04
20251231,,23279545420.14,,,,974900.0,8221849360.37,,,,43028968951.54,,,,,41158050597.0,2791342828.4,,,,,,,,,,255000960678.95,262616085000.0,9493099000.0,,,,,,,,,,,55158715.22,,87037080794.5,53636903353.6,28143839.52,,315318700.0,,2897655092.12,1802549251.04,1095105841.08,743875.75,30930735.33,1094361965.33,,1125292700.66,,,,,,,,95027179.71,95450975.63,337777451.21,,4101997898.35,2700701299.87,,530015338413.34,,,12662098162.83,,25210641747.13,17628696373.27,7581945373.86,376271397062.15,,,,,,,,,491690239.68,38420508117.68,,,,,,,,126693743.75,,,257883108.58,,,,,,,,,,225145099.07,,,38557010298.88,,,,,69582566.26,,740663742.86,,1184427339.22,494217741228.09,,5695697168.0,4999537735.85,,4999537735.85,5556872203.65,1115717707.67,,,,2421369140.3,6894280532.01,,,8721370450.04,,,,35404844937.52,392752247.73,530015338413.34,定期报告,是,20260428,CNY,合并期末,2026-04-27T22:28:04
20250930,,22426445174.85,,,,,7310442766.88,,,,40652765413.55,,,,,38179857363.81,48002442.68,,,,,,,,,,260470621518.67,267615087000.0,9292230000.0,,,,,,,,,,,57846587.82,,84429306800.12,54704989263.5,26725733.05,,387688400.0,,,,,,26877471.52,1095446851.01,,1122324322.53,,,,,,,,102131131.23,98044207.83,340936389.25,,3912784889.88,2247089032.4,,523359692642.93,,,10732400907.83,,25249049972.66,19419099722.66,5829950250.0,378251117156.26,,,,,,,,,,42497045627.27,,,,,,,,128982497.73,,,266594182.62,,,,,,,,,,153209536.24,,,22831895854.97,,,,,83824377.03,,798019382.16,,1550757773.99,482542897268.76,,5695697168.0,9998268301.88,,9998268301.88,5558141637.62,1260277780.5,,,,2241754209.27,6315260807.04,,,9359491742.46,,,,40428891646.77,387903727.4,523359692642.93,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:44:04
20250630,,20467003656.25,,,,,7700210516.59,,,,40593853651.12,,,,,36544566348.08,3484023668.32,,,,,,,,,,257381839150.15,265680036325.59003,9951565856.75,,,,,,,,,,,45400171.09,,73561455809.5,54532719881.72,27344703.79,,387688400.0,,2857018326.44,1739549962.45,1117468363.99,743875.75,21644280.28,1116724488.24,,1138368768.52,,,,,,,,105418481.03,101006024.14,340936389.25,,3949072540.06,2867333460.51,,509742302364.25,,,10991377898.74,,24587678485.79,21676160430.23,2911518055.56,373312199523.98,,,,,,,,,,45103290107.13,,,,,,,,100309493.42,,,290402675.56,,,,,,,,,,162994944.62,,,16256722069.51,,,,,82867561.86,,1053231547.61,,1780365812.99,473721440121.21,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,2031623546.98,,,,2241754209.27,6315260807.04,,,8806795499.03,,,,35648003433.97,372858809.07,509742302364.25,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T20:44:05
20250331,,18788477186.75,,,,,8569432988.34,,,,31091307991.84,,,,,36362857166.99,1013249267.26,,,,,,,,,,262989747529.44,271179666000.0,9809205000.0,,,,,,,,,,,41652743.82,,68976543937.29,50027769982.05,27963675.54,,387688400.0,,,,,,21094618.35,997001431.65,,1018096050.0,,,,,,,,119058652.62,110710205.26,202707698.16,,3804951692.63,2542713844.81,,492691864252.91,,,11594515155.93,,19422790961.35,17115633322.46,2307157638.89,365231179158.71,,,,,,,,,,35138222230.06,,,,,,,,95608154.61,,,363867406.31,,,,,,,,,,174885978.17,,,21277266172.13,,,,,94905425.57,,952844522.22,,2902263304.87,457248348469.93,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,1566809216.22,,,,2241754209.27,6315260807.04,,,8704224859.34,,,,35080618463.52,362897319.46,492691864252.91,定期报告,未审计,20250428,CNY,合并期末,2025-04-27T17:00:03
20241231,,22278486040.12,,,,,9576832494.28,,,,36243529996.43,,,,,42376232059.92,499809272.93,,,,,,,,,,245368982380.98,253408763354.19,9359741679.63,,,,,,,,,,,41652743.82,,67815878657.81,48669513494.38,28582646.28,,387688400.0,,2678664023.81,1668078267.22,1010585756.59,743875.75,15081925.07,1009841880.84,,1024923805.91,,,,,,,,131085894.72,113516837.99,,,3712507063.34,1896486459.23,,486284927469.21,,,11126373943.89,,20650716485.92,18347871347.03,2302845138.89,356168170218.46,,,,,,,,,,35801414096.96,,,,,,,,93967758.28,,,357697430.12,,,,,,,,,,163240158.0,,,23469341341.24,,,,,103505720.97,,1192986064.75,,1268102943.53,450395516162.12,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,2299967013.79,,,,2241754209.27,6315260807.04,,,8430448611.91,,,,35540000013.66,349411293.43,486284927469.21,定期报告,是,20260428,CNY,合并期末,2025-04-27T16:32:06
20240930,,24074128820.97,,,,,9839493833.72,,,,37200276592.1,,,,,44004892824.74,950320911.14,,,,,,,,,,247825294084.62,255371732000.0,9605334000.0,,,,,,,,,,,42929391.29,,65068722923.68,38630744338.21,29208117.37,,535932735.37,,,,,,12749106.75,997186156.5,,1009935263.25,,,,,,,,117120366.4,113060150.77,,,3329495145.33,1982896334.14,,480978546672.21,,,10981080194.1,,18421982238.52,16719332238.52,1702650000.0,360225033325.8,,,,,,,,,794682226.95,35701118983.47,,,,,,,,91010500.84,,,360082010.61,,,,,,,,,,260221092.38,,,17018585061.45,,,,,94467344.53,,821382462.34,,1506483947.73,446276129388.72,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,1282067881.38,,,,2056639522.61,5857760258.5,,,8919869098.39,,,,34368906132.53,333511150.96,480978546672.21,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T21:20:05
20240630,,23101640501.92,,,,,5954042456.73,,,,41440836726.7,,,,,39056359376.99,2255117217.11,,,,,,,,,,245969111150.02,253405104972.39,9149881584.78,,,,,,,,,,,42929391.28,,64397830061.29,34230649295.53,29827088.11,,535932735.37,,2642247962.55,1615768659.19,1026479303.36,743875.75,624625.64,1025735427.61,,1026360053.25,,,,,,,,115216153.04,122036980.86,,,3419973928.97,2271948238.11,,470693859428.16,,,11224831776.19,,18798112042.64,16696967542.64,2101144500.0,351626924398.35004,,,,,,,,,793451884.75,28709522488.47,,,,,,,,78081657.62,,,426214748.73,,,,,,,,,,257996511.68,,,21786988772.84,,,,,94117102.67,,771814313.75,,1783636139.83,436351691837.52,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,1454216705.52,,,,2056639522.61,5857760258.5,,,8368699785.56,,,,33989885643.84,352281946.8,470693859428.16,定期报告,未审计,20240829,CNY,合并期末,2024-08-28T19:55:03
20240331,,21308505286.37,,,,,7796020036.38,,,,35878223181.0,,,,,33636407288.25,4840169954.37,,,,,,,,,,248127268407.45,255001018000.0,8529919000.0,,,,,,,,,,,49440348.1,,67531496628.62,30520432528.59,28793806.79,,535932735.37,6287345515.81,,,,,341606.77,1040494410.78,,1040836017.55,,,,,,,,125400861.95,127592671.78,,,3178477407.42,1810437499.52,,462822780175.32,,,11111531757.52,,16925076979.16,14573879979.17,2351196999.99,342486938445.09,,,,,,,,,,33983612003.0,,,,,,,,75238482.06,,,242472667.34,,,,,,,,,,255992183.92,,,21483883024.46,,,,,103734121.03,,679746706.15,,1272382495.83,428620608865.56,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,1155380668.89,,,,2056639522.61,5857760258.5,,,8540526430.7,,,,33862876252.35,339295057.41,462822780175.32,定期报告,未审计,20240427,CNY,合并期末,2024-04-27T02:50:04
20231231,,20845871205.6,,,,,8510123533.79,,,,36603425608.7,,,,,32979948231.43,4037088381.41,,,,,,,,,,238067756336.3,245176519235.71,8360462328.19,,,,,,,,,,,49440348.1,,69278869410.73,29836024044.27,29498472.16,,535932735.37,6126927670.51,2615412094.58,1554877500.07,1060534594.51,,341606.77,1060534594.51,,1060876201.28,,,,,,,,114094082.05,137921814.22,,,3162279045.3,2034424195.31,,453410501316.53,,,11439425863.21,,19028202035.57,16424872591.12,2603329444.45,337347289688.15,,,,,,,,,,34240383871.65,,,,,,,,88121922.87,,,193007663.72,,,,,,,,,,255992183.92,,,15751754229.29,,,,,95125062.76,,548147711.89,,1141448534.31,420128898767.34,,5695697168.0,4998730566.03,,4998730566.03,5558141637.62,794837842.04,,,,2056639522.61,5857760258.5,,,7994825235.49,,,,32956632230.29,324970318.9,453410501316.53,定期报告,是,20250428,CNY,合并期末,2024-04-26T23:05:06
