报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,1357052601.45,1142000000.0,,,4464720047.65,,,6966347040.4,,,,,,,476984087.56,14407103777.06,,,320220127.78,,,829007963.84,,381148067.61,,,,,3192530068.21,,,506359873.17,220166838.83,2156179281.05,7605612220.49,6801491556.57,,2650968371.79,5108515.9,1617.74,,,2656078505.43,2689065800.0,18824539.33,,,2707890339.33,-51811833.9,,,,,,4151200000.0,1616090.58,4152816090.58,2347000000.0,163935678.89,14112698.26,15908292.59,2526843971.48,1625972119.1,-1901727.71,8373750114.06,,,,,35252957721.06,43626707835.12,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T20:44:03
20251231,,,,4481424991.38,4170000000.0,,,1035773372.07,,,10181841568.25,,,,,,,5355454649.43,25224494581.13,,,1137762471.97,,,4250540615.68,,224825014.01,,,,,811897153.18,,,1801903376.19,570325929.39,15424219038.0,24221473598.42,1003020982.71,,1354250232.28,272494213.16,35613.21,,,1626780058.65,1819708705.47,93147665.42,,,1912856370.89,-286076312.24,,,,,119940970.81,20755720000.0,1281028.37,20876941999.18,13822820000.0,1191919401.39,20533861.8,145043707.15,15159783108.54,5717158890.64,-1068394.86,6433035166.25,35252957721.06,28819922554.81,,,28819922554.81,35252957721.06,定期报告,是,20260425,CNY,合并期末,2026-04-24T21:08:08
20250930,,,,3176575431.53,1730000000.0,,,2970267409.08,,,7144218928.21,,,,,,,555170105.43,15576231874.25,,,822617998.76,,,4489210404.87,,1698839027.4,,,,,1443792543.04,,,1300190210.96,460695846.11,7967218509.8,18182564540.94,-2606332666.69,,9831828972.3,3669900.77,2824.52,,,9835501697.59,10394362949.63,67869130.28,,,10462232079.91,-626730382.32,,,,,,18380720000.0,14654601.9,18395374601.9,10865720000.0,737833113.69,4200000.0,90090751.98,11693643865.67,6701730736.23,-577570.63,3468090116.59,,,,,28819922554.81,32288012671.4,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T20:10:03
20250630,,,,1933456769.65,20000000.0,,,4350134854.94,,,3195735207.46,,,,,,,1418887855.09,10918214687.14,,,529162558.78,,,-1981482.19,,-697065883.58,,,,,5830555917.67,,,805428429.95,309601591.81,4980618132.94,11756319265.38,-838104578.24,,3935486181.78,1829383.93,442.77,,,3937316008.48,4291378713.96,46007082.11,,,4337385796.07,-400069787.59,,,,,,9438720000.0,10334635.83,9449054635.83,6966220000.0,675315694.94,4200000.0,57248590.3,7698784285.24,1750270350.59,-298133.91,511797850.85,29331720405.66,28819922554.81,,,28819922554.81,29331720405.66,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:20:03
20250331,,,,994248090.59,1750000000.0,,,-2092696608.37,,,-208115752.25,,,,,,,326060350.81,769496080.78,,,241756760.25,,,314826478.51,,831778842.8,,,,,-3760224847.02,,,511052134.86,160692178.7,4893549123.39,3193430671.49,-2423934590.71,,2157943793.34,4964623.33,1692.77,,,2162910109.44,2242030396.04,21818206.57,,50000.0,2263898602.61,-100988493.17,,,,,,5655200000.0,35401.5,5655235401.5,5050000000.0,340388825.74,,16181371.59,5406570197.33,248665204.17,-77146.94,-2276335026.65,,,,,28819922554.81,26543587528.16,定期报告,未审计,20260425,CNY,合并期末,2025-04-25T23:06:44
20241231,,,,4002359841.34,1730000000.0,,,1557346406.81,,,6646861548.77,,,,,,,3766642228.17,17703210025.09,,,979737018.32,,,1886869113.67,,-167900226.9,,,,,-5076600560.92,,,1743931400.76,506352834.5,6894464869.68,6766854449.11,10936355575.98,,2813352835.35,241714679.75,181323.64,,,3055248838.74,2655648603.19,179551169.1,,50000.0,2835249772.29,219999066.45,,,,,,9530000000.0,5370007.45,9535370007.45,12545510000.0,1067644089.04,,166263636.07,13779417725.11,-4244047717.66,1861256.11,6914168180.88,28819922554.81,21905754373.93,,,21905754373.93,28819922554.81,定期报告,是,20260425,CNY,合并期末,2025-04-25T23:06:44
20240930,,,,2693403763.04,-875000000.0,,,1225821575.63,,,4240122136.13,,,,,,,3292506247.07,10576853721.87,,,665780699.39,,,-1478718395.99,,222537.4,,,,,-3287011585.88,,,1305781714.92,400893912.52,4842143273.35,2449092155.71,8127761566.16,,5755285603.18,3979734.89,23342.97,,,5759288681.04,6214582627.6,84837755.74,,113834412.5,6413254795.84,-653966114.8,,,,,,7340000000.0,1392373.4,7341392373.4,10545510000.0,838110477.03,,74021332.79,11457641809.82,-4116249436.42,739917.1,3358285932.04,,,,,21905754373.93,25264040305.97,定期报告,未审计,20251029,CNY,合并期末,2024-10-28T19:32:03
20240630,,,,1827490471.45,590000000.0,,,2850270326.7,,,153937457.35,,,,,,,2119338572.42,7541036827.92,,,453566967.46,,,-1267788674.84,,482778968.48,,,,,1167968443.18,,,889450602.59,279047444.09,3517696221.28,5522719972.24,2018316855.68,,961361879.46,225036406.64,13247.97,,,1186411534.07,1384848515.58,68307473.23,,50000.0,1453205988.81,-266794454.74,,,,,,6110000000.0,68086.19,6110068086.19,8045510000.0,749460627.17,,63638190.67,8858608817.84,-2748540731.65,1155943.52,-995862387.19,20909891986.74,21905754373.93,,,21905754373.93,20909891986.74,定期报告,未审计,20250828,CNY,合并期末,2024-08-27T20:02:03
20240331,,,,958922235.88,-1450000000.0,,,4009521482.52,,,284659926.83,,,,,,,819594772.86,4622698418.09,,,212220336.14,,,-588691728.88,,714208300.0,,,,,-285358674.53,,,411791365.8,135401554.23,1836497225.76,2436068378.52,2186630039.57,,1310230612.57,5140303.93,5945.0,,,1315376861.5,1232610997.12,37536981.46,,,1270147978.58,45228882.92,,,,,,5440000000.0,1328699.41,5441328699.41,4385510000.0,210032108.03,,60685848.92,4656227956.95,785100742.46,125559.34,3017085224.29,,,,,21905754373.93,24922839598.22,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T17:17:03
20231231,,,,4239010866.25,650000000.0,,,3325290632.29,,,-1141665026.95,,,,,,,5048682999.69,12121319471.28,,,1037755503.78,,,312525461.62,,-945164505.54,,,,,5750848060.35,,,1779670814.47,531750977.95,5535990372.33,14003376684.96,-1882057213.68,,10855401693.36,375314894.3,372532.44,,,11231089120.1,10953717226.96,294368416.32,,,11248085643.28,-16996523.18,,10500000.0,,10500000.0,,17133700000.0,6658991.72,17150858991.72,16295000000.0,1038567724.68,0.0,370301114.51,17703868839.19,-553009847.47,1703856.18,-2450359728.15,21905754373.93,24356114102.08,,,24356114102.08,21905754373.93,定期报告,是,20250426,CNY,合并期末,2024-04-18T21:47:03
20230930,,,,3170769694.27,-520000000.0,,,7425826200.0,,,-235726440.48,,,,,,,1206148567.21,11047018021.0,,,719902096.69,,,-363421489.42,,-827437837.92,,,,,8898042214.31,,,1208777348.01,433321219.25,4060283006.8,14129466557.72,-3082448536.72,,4769076576.95,49730276.36,138030.81,,,4818944884.12,4573383339.72,145633357.36,,87375.41,4719104072.49,99840811.63,,10500000.0,,10500000.0,,11927490000.0,,11937990000.0,3000000000.0,821516904.39,,9569569867.61,13391086772.0,-1453096772.0,32302.62,-4435672194.47,,,,,24356114102.08,19920441907.61,定期报告,未审计,20241029,CNY,合并期末,2023-10-26T21:57:03
20230630,,,,2014553278.19,1100000000.0,,,6410706915.86,,,1817265537.87,,,,,,,2047891234.37,13390416966.29,,,472255470.57,,,-671221278.64,,-46643763.93,,,,,6082461903.74,,,810737345.78,285533672.57,2229465447.36,9162588797.45,4227828168.84,,3025768035.41,2654528.3,37438.26,,,3028460001.97,2798553706.48,119394118.37,,,2917947824.85,110512177.12,,10500000.0,,10500000.0,,11032400000.0,,11042900000.0,3000000000.0,722815318.96,,8127282318.55,11850097637.51,-807197637.51,-99653.67,3531043054.78,27887157156.86,24356114102.08,,,24356114102.08,27887157156.86,定期报告,未审计,20240828,CNY,合并期末,2023-08-24T22:32:02
20230331,,,,1063586086.1,-320000000.0,,,5827165700.0,,,-1268636729.05,,,,,,,671973737.71,5974088794.76,,,203026612.95,,,1065253673.1,,-877431600.29,,,,,5042435266.71,,,414218633.79,121515799.27,2531814956.91,8500833342.44,-2526744547.68,,1167737003.13,1568936.26,12272.51,,,1169318211.9,1211289813.31,68700294.74,,,1279990108.05,-110671896.15,,10500000.0,10500000.0,10500000.0,,6981810000.0,,6992310000.0,,133755924.89,,4871011510.42,5004767435.31,1987542564.69,-877903.95,-650751783.09,,,,,24356114102.08,23705362318.99,定期报告,未审计,20240430,CNY,合并期末,2023-04-27T22:07:22
20221231,,,,4194323738.95,1000000000.0,,,-3073882853.18,,,1229491191.28,,,,,,,4148821231.21,7498753308.26,,,975639773.01,,,-1644923756.48,,-2089249602.94,,,,,-345246350.22,,,1933405734.5,696561986.27,5258482667.92,4784670452.06,2714082856.2,,33821108792.43,265915986.68,32753.52,,,34087057532.63,33939203363.52,270731600.88,,,34209934964.4,-122877431.77,,,,,,17084240000.0,10310000.0,17094550000.0,5100000000.0,1105610663.88,31168000.0,12734688490.37,18940299154.25,-1845749154.25,4877714.93,750333985.11,24356114102.08,23605780116.97,,,23605780116.97,24356114102.08,定期报告,是,20240419,CNY,合并期末,2023-04-14T19:02:03
20220930,,,,3675624890.91,1250000000.0,,,1487242198.38,,,929135987.27,,,,,,,3509478981.47,10851482058.03,,,758377434.4,,,-1900623813.06,,-2342527833.19,,,,,3242510194.73,,,1510676896.83,618991723.75,3622925262.71,5510329866.17,5341152191.86,,3608205014.21,23848664.3,30347.95,,89000000.0,3721084026.46,3897873041.02,77214931.85,,29550000.0,4004637972.87,-283553946.41,,,,,,13366680000.0,10310000.0,13376990000.0,3000000000.0,918916499.44,,11861612502.54,15780529001.98,-2403539001.98,-645237.23,2653414006.24,,,,,23605780116.97,26259194123.21,定期报告,未审计,20231027,CNY,合并期末,2022-10-27T19:17:04
