报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1218703000.0,734929000.0,1397521000.0,662592000.0,32089000.0,44447000.0,12358000.0,,,,1290000.0,,383109000.0,16000000.0,241459000.0,1290000.0,,,56609000.0,5787000.0,,4890000.0,812647000.0,10521000.0,300681000.0,,498977000.0,,,,,2468000.0,406056000.0,943000.0,,605000.0,,406394000.0,47104000.0,,359290000.0,359290000.0,,366410000.0,-7120000.0,,,,,,,,,,,,,,,,,,,,2280000.0,2280000.0,,,,,,2280000.0,,,-755000.0,,3035000.0,,,,,,361570000.0,368690000.0,-7120000.0,0.1489,0.1489,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:22:04
20251231,4124845000.0,2862202000.0,5702030000.0,2839828000.0,79518000.0,149364000.0,69846000.0,,,,9664000.0,,1179849000.0,83370000.0,667429000.0,9664000.0,,,-55832000.0,17286000.0,3026000.0,29132000.0,1792653000.0,32821000.0,1240585000.0,,509331000.0,,,,,9916000.0,2332192000.0,45467000.0,,12727000.0,,2364932000.0,341867000.0,,2023065000.0,2023065000.0,,2049461000.0,-26396000.0,5088970000.0,,7130794000.0,,,207552000.0,,400000000.0,,,,,,6523592000.0,,900000000.0,738418000.0,,4892461000.0,-307408000.0,-307408000.0,12506000.0,,,12506000.0,,-319914000.0,-14355000.0,,-263147000.0,,-42412000.0,,,,,,1715657000.0,1742053000.0,-26396000.0,0.8326,0.8326,定期报告,是,20260429,CNY,合并期末,2026-04-28T19:28:05
20250930,3203813000.0,2140353000.0,4301544000.0,2161191000.0,74451000.0,125582000.0,51131000.0,,,,8314000.0,,931914000.0,47326000.0,666503000.0,8314000.0,,,7712000.0,12867000.0,746000.0,27456000.0,1792820000.0,24841000.0,887591000.0,,872975000.0,,,,,7413000.0,1410993000.0,43722000.0,,4894000.0,,1449821000.0,191928000.0,,1257893000.0,1257893000.0,,1278357000.0,-20464000.0,,,,,,,,,,,,,,,,,,,,-229460000.0,-229460000.0,,,,,,-229460000.0,-3640000.0,,-181304000.0,,-44516000.0,,,,,,1028433000.0,1048897000.0,-20464000.0,0.5194,0.5194,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:10:04
20250630,2401120000.0,1409254000.0,2893981000.0,1484727000.0,50085000.0,84817000.0,34732000.0,,,,6228000.0,,881596000.0,42434000.0,665752000.0,6228000.0,,,20409000.0,8573000.0,124000.0,24851000.0,1458825000.0,15931000.0,570116000.0,,867835000.0,,,,,4943000.0,942295000.0,625000.0,,259000.0,,942661000.0,112068000.0,,830593000.0,830593000.0,,845995000.0,-15402000.0,5088970000.0,,5934965000.0,,,,,400000000.0,,,,,,5534965000.0,,900000000.0,492279000.0,,4142686000.0,8284000.0,8284000.0,,,,,,8284000.0,-9560000.0,,-35429000.0,,53273000.0,,,,,,838877000.0,854279000.0,-15402000.0,0.3437,0.3437,定期报告,未审计,20250816,CNY,合并期末,2025-08-15T18:46:07
20250331,1126513000.0,698488000.0,1443450000.0,744962000.0,30962000.0,50490000.0,19528000.0,,,,3235000.0,,414766000.0,16000000.0,339977000.0,3235000.0,,,-28639000.0,4273000.0,66000.0,3362000.0,738259000.0,8610000.0,285116000.0,,442056000.0,,,,,2477000.0,388254000.0,533000.0,,118000.0,,388669000.0,36305000.0,,352364000.0,352364000.0,,357469000.0,-5105000.0,,,,,,,,,,,,,,,,,,,,-76634000.0,-76634000.0,,,,,,-76634000.0,,,-64937000.0,,-11697000.0,,,,,,275730000.0,280835000.0,-5105000.0,0.1452,0.1452,定期报告,未审计,20260429,CNY,合并期末,2025-04-21T18:24:04
20241231,3961937000.0,2803025000.0,5911066000.0,3108041000.0,96674000.0,181714000.0,85040000.0,,,,11402000.0,,877949000.0,75708000.0,406308000.0,11402000.0,,,70239000.0,17097000.0,340000.0,85211000.0,1782443000.0,31712000.0,1194629000.0,,545928000.0,,,,,10174000.0,2179494000.0,2495000.0,,7875000.0,,2174114000.0,152085000.0,,2022029000.0,2022029000.0,,2036812000.0,-14783000.0,4775544000.0,,6810842000.0,,,205721000.0,,400000000.0,,,,,,6205191000.0,,650000000.0,467665000.0,,5088970000.0,64085000.0,64085000.0,9941000.0,,,9941000.0,,54144000.0,12075000.0,,74809000.0,,-32740000.0,,,,,,2086114000.0,2100897000.0,-14783000.0,0.8357,0.7869,定期报告,是,20260429,CNY,合并期末,2025-03-28T20:15:04
20240930,3017761000.0,2114529000.0,4473347000.0,2358818000.0,92171000.0,149551000.0,57380000.0,,,,8439000.0,,606279000.0,57520000.0,301872000.0,8439000.0,,,105342000.0,11595000.0,47000.0,79359000.0,1916111000.0,21949000.0,891823000.0,,994708000.0,,,,,7631000.0,1101650000.0,1427000.0,,3090000.0,,1099987000.0,-26080000.0,,1126067000.0,1126067000.0,,1127500000.0,-1433000.0,,,,,,,,,,,,,,,,,,,,2037000.0,2037000.0,,,,,,2037000.0,1114000.0,,52677000.0,,-51754000.0,,,,,,1128104000.0,1129537000.0,-1433000.0,0.4641,0.4393,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T18:55:03
20240630,2173930000.0,1412467000.0,3005876000.0,1593409000.0,77268000.0,116129000.0,38861000.0,,,,4799000.0,,485880000.0,41042000.0,269644000.0,4799000.0,,,127665000.0,7818000.0,10000.0,58023000.0,1492112000.0,15321000.0,574477000.0,,897165000.0,,,,,5149000.0,681818000.0,1020000.0,,1248000.0,,681590000.0,-45873000.0,,727463000.0,727463000.0,,725388000.0,2075000.0,4775544000.0,,5500932000.0,,,,,400000000.0,,,,,,5100932000.0,,650000000.0,467665000.0,,3983267000.0,34892000.0,34892000.0,,,,,,34892000.0,8208000.0,,60321000.0,,-33637000.0,,,,,,762355000.0,760280000.0,2075000.0,0.3006,0.2856,定期报告,未审计,20250816,CNY,合并期末,2024-08-27T16:25:02
20240331,1062718000.0,708583000.0,1503072000.0,794489000.0,38261000.0,57839000.0,19578000.0,,,,2181000.0,,170297000.0,16019000.0,90125000.0,2181000.0,,,121926000.0,4082000.0,,17388000.0,738659000.0,7737000.0,286474000.0,,441839000.0,,,,,2609000.0,324059000.0,914000.0,,514000.0,,324459000.0,-27033000.0,,351492000.0,351492000.0,,349695000.0,1797000.0,,,,,,,,,,,,,,,,,,,,-123000.0,-123000.0,,,,,,-123000.0,,,27314000.0,,-27437000.0,,,,,,351369000.0,349572000.0,1797000.0,0.1479,0.1406,定期报告,未审计,20250422,CNY,合并期末,2024-04-26T16:30:04
20231231,3864956000.0,2981797000.0,6233478000.0,3251681000.0,80065000.0,171323000.0,91258000.0,,,,12388000.0,,796487000.0,68189000.0,131630000.0,12388000.0,,,-84427000.0,18421000.0,227000.0,59998000.0,2018670000.0,32241000.0,1192971000.0,,782291000.0,,,,,11167000.0,1846286000.0,234388000.0,,5891000.0,,2074783000.0,54837000.0,,2019946000.0,2019946000.0,,1888085000.0,131861000.0,4103058000.0,,5991143000.0,,,174630000.0,,300000000.0,,,,,,5516513000.0,,350000000.0,390969000.0,,4775544000.0,35258000.0,35258000.0,8752000.0,,,8752000.0,,26506000.0,7831000.0,,27923000.0,,-9248000.0,,,,,,2055204000.0,1923343000.0,131861000.0,0.8693,0.7535,定期报告,是,20250329,CNY,合并期末,2024-03-29T20:25:04
