报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,5393629153.69,,,,,,,,,,,20181266.63,106333201.96,5520143622.28,3851106857.31,,,,,,1000226276.13,297907619.19,181836677.37,5331077430.0,189066192.28,,,10000000.0,2549655.07,84391529.06,,,,96941184.13,291838802.19,27500000.0,,,,,319338802.19,-222397618.06,,,,227425191.37,,212926244.08,440351435.45,179900000.0,87389767.3,81763174.05,51912108.65,319201875.95,121149559.5,-9581892.57,78236241.15,2441265271.83,,,,,2519501512.98,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:50:04
20251231,,24978401865.08,,,,,,,,,,,143898972.57,488034932.47,25610335770.12,16880454747.3,,,,,,3562395710.26,1510713087.22,1003434772.98,22956998317.76,2653337452.36,,,92885373.25,22172396.33,48077383.07,,,,163135152.65,1225558956.08,133182778.3,,37500000.0,,168322635.79,1564564370.17,-1401429217.52,,5000000.0,5000000.0,1172195683.47,,35010653.98,1212206337.45,1258115998.96,733116631.52,306500000.0,716383995.91,2707616626.39,-1495410288.94,-7173320.44,-250675374.54,2691940646.37,2441265271.83,2691940646.37,,,2441265271.83,定期报告,是,20260428,CNY,合并期末,2026-04-27T18:50:04
20250930,,18981600865.26,,,,,,,,,,,116094122.6,328165252.1,19425860239.96,13152324561.15,,,,,,2720609252.6,1099413778.34,774015232.75,17746362824.84,1679497415.12,,0.0,92885373.25,18555325.05,-111874935.92,0.0,,,-434237.62,1028804449.41,14566700.82,,37500000.0,,0.0,1080871150.23,-1081305387.85,,2500000.0,2500000.0,867845496.8,,11044309.02,881389805.82,1015450059.06,718153487.11,306500000.0,639356959.54,2372960505.71,-1491570699.89,-3499771.69,-896878444.31,2691940646.37,,,,,1795062202.06,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:02:30
20250630,,13076606520.06,,,,,,,,,,,63741854.03,245152170.15,13385500544.24,8860193328.33,,,,,,1953397803.63,818922402.33,569581216.42,12202094750.71,1183405793.53,,,92885354.75,17231516.1,-138474619.81,,,,-28357748.96,678993746.75,7512677.11,,37500000.0,,,724006423.86,-752364172.82,,,,818337383.83,,818668.99,819156052.82,781452878.19,88920541.08,79000000.0,586540239.36,1456913658.63,-637757605.81,-8032274.88,-214748259.98,2691940646.37,2477192386.39,2691940646.37,,,2477192386.39,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T19:38:22
20250331,,6690824403.61,,,,,,,,,,,26211117.02,91097216.17,6808132736.8,4696136677.9,,,,,,1080891320.56,395113680.73,368482056.26,6540623735.45,267509001.35,,,,13257751.19,,,,,13257751.19,373175490.09,,,37500000.0,,,410675490.09,-397417738.9,,,,335967723.1,,,335967723.1,432943215.02,9962490.99,5000000.0,72439361.66,515345067.67,-179377344.57,3537817.24,-305748264.88,2691940646.37,,,,,2386192381.49,定期报告,未审计,20260428,CNY,合并期末,2025-04-25T23:18:09
20241231,,25451009823.87,,,,,,,,,,,131161859.78,259709303.94,25841880987.59,18007893435.74,,,,,,3523237967.04,1241545423.07,755094101.01,23527770926.86,2314110060.73,,1340000000.0,295594961.55,69492065.81,,,,,1705087027.36,1550729325.47,217000000.0,,670234375.33,,,2437963700.8,-732876673.44,,,,811416464.67,,,811416464.67,862717573.15,818174667.23,,948176278.14,2629068518.52,-1817652053.85,-51567049.95,-287985716.51,2979926362.88,2691940646.37,2979926362.88,,,2691940646.37,定期报告,是,20260428,CNY,合并期末,2025-04-25T23:18:09
20240930,,18377862557.2,,,,,,,,,,,101462430.49,271116609.93,18750441597.62,13386280786.98,,,,,,2678525898.01,861656168.37,765394342.96,17691857196.32,1058584401.3,,1096971172.75,278519071.68,1946397.75,,,,,1377436642.18,1216594017.85,809068057.76,,675747025.18,,,2701409100.79,-1323972458.61,,,,613788591.08,,87038954.25,700827545.33,605575349.09,702739751.33,204700000.0,88540003.58,1396855104.0,-696027558.67,-1038320.46,-962453936.44,2956802603.6,,,,,1994348667.16,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T19:00:05
20240630,,12181197763.11,,,,,,,,,,,92851173.88,159306765.76,12433355702.75,9258008926.43,,,,,,1825948155.81,626408618.68,466386653.25,12176752354.17,256603348.58,,996971172.75,122757505.3,1658681.3,,,,,1121387359.35,776005370.98,200000000.0,,181251309.77,,,1157256680.75,-35869321.4,,,,467858400.23,,67141152.64,534999552.87,406692285.86,610866206.1,85700000.0,59011114.94,1076569606.9,-541570054.03,-1133915.9,-321969942.75,2956802603.6,2634832660.85,2956802603.6,,,2634832660.85,定期报告,未审计,20250827,CNY,合并期末,2024-08-27T19:25:06
20240331,,5696260251.25,,,,,,,,,,,43776542.23,73847278.31,5813884071.79,4230666685.11,,,,,,928730851.91,323032630.06,279708454.1,5762138621.18,51745450.61,,796971172.75,22683276.11,56721.05,,,,,819711169.91,420857965.22,200000000.0,,181251309.77,,,802109274.99,17601894.92,,,,273368957.02,,50419655.55,323788612.57,286926110.77,6293176.89,,32344259.58,325563547.24,-1774934.67,-962624.04,66609786.82,2978580008.51,,,,,3045189795.33,定期报告,未审计,20250426,CNY,合并期末,2024-04-25T23:30:05
20231231,,20585900010.38,,,,,,,,,,,90860664.39,338391422.84,21015152097.61,12907927313.82,,,,,,3164886965.32,1088684235.71,817360749.59,17978859264.44,3036292833.17,,920553324.79,201652579.37,68902109.94,,54699903.64,,,1245807917.74,2238446145.59,1234381167.89,,162855576.58,,,3635682890.06,-2389874972.32,,2000000.0,,774547350.0,,78870000.0,855417350.0,636058783.76,494504459.88,,270748191.01,1401311434.65,-545894084.65,63454771.4,163978547.6,2815947815.28,2979926362.88,2815947815.28,,,2979926362.88,定期报告,是,20250426,CNY,合并期末,2024-04-25T23:30:05
