报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2855576721.31,,909830028.41,,,,,,111695662.4,2293885886.72,,,,,,,179322657.19,6350310956.03,,,232451651.02,1290000000.0,,245401486.08,1589500655.04,,,,,,,,,532597193.49,68564846.1,334683684.98,4293199516.71,2057111439.32,,,138696482.75,19246424.09,,,157942906.84,1100964143.72,39872635.98,,,1140836779.7,-982893872.86,,,,,,2750000000.0,8998166.75,2758998166.75,1283000000.0,37313248.32,,28160876.97,1348474125.29,1410524041.46,-4478350.39,2480263257.53,,,,,26412502684.35,28892765941.88,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:20:02
20251231,,,,3076314597.89,,,,10315627000.0,,583662126.26,4261139219.7,,,,,,,796987586.23,19033730530.08,,,915265681.94,900000000.0,,7225083212.86,,,,,,,11513256807.77,,,1321106011.76,255908608.0,1511517600.05,23642137922.38,-4608407392.3,,561463195.66,528492390.55,7893987.48,,,1097849573.69,1570787397.34,101473107.61,,,1672260504.95,-574410931.26,,,,,,17172000000.0,137682815.57,17309682815.57,9143520000.0,904672106.76,,86739408.32,10134931515.08,7174751300.49,-4764515.87,1987168461.06,20843779443.88,19055629976.52,5568723240.47,5369704246.77,24425334223.29,26412502684.35,定期报告,是,20260331,CNY,合并期末,2026-03-30T17:56:03
20250930,,,,2430675146.04,,,,10759640975.43,,9686123.46,2650817976.64,,,,,,,616954109.45,16467774331.02,,,687862335.98,3010000000.0,,5608743073.25,,,,,,,5681489238.21,,,1051033475.86,190940017.61,1585693081.92,17815761222.83,-1347986891.81,,806695572.69,311317358.77,847104.42,,,1118860035.88,1025805053.67,87166471.28,,,1112971524.95,5888510.93,,,,,,8062000000.0,151120258.09,8213120258.09,4736020000.0,712843676.8,,91996325.07,5540860001.87,2672260256.22,-3053925.97,1327107949.37,,,,,24425334223.29,25752442172.66,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:58:04
20250630,,,,1477459976.9,,,,6854674660.9,,254251588.89,493933207.98,,,,,,,243752243.21,9324071677.88,,,459817949.07,1211000000.0,,371676396.41,,,,,,,6220612789.11,,,759185280.84,136189925.96,1193321128.38,10351803469.77,-1027731791.89,,508418366.65,175584660.76,407782.31,,,684410809.72,1035100609.17,43441575.87,,,1078542185.04,-394131375.32,,,,,,3641000000.0,111520258.09,3752520258.09,821610000.0,27881451.35,,59960143.89,909451595.24,2843068662.85,-2448577.92,1418756917.72,21262001423.06,19055629976.52,4582089717.95,5369704246.77,24425334223.29,25844091141.01,定期报告,未审计,20250815,CNY,合并期末,2025-08-14T18:42:03
20250331,,,,751691808.44,,,,3611661312.23,,343504453.9,,,,,,,,240062834.48,4946920409.05,,,212359558.77,1660000000.0,,395671736.38,,,,761243319.02,,,4607105414.93,,,453718807.38,55268103.22,922965829.52,9068332769.22,-4121412360.17,,1745975091.28,95280732.33,192435.0,,,1841448258.61,,24892499.0,,,24892499.0,1816555759.61,,,,,,1121000000.0,,1121000000.0,512530000.0,9143362.46,,7863654.24,529537016.7,591462983.3,-603324.7,-1713996941.96,,,,,24425334223.29,22711337281.33,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T21:00:03
20241231,,7520547067.2,,3010248326.43,9220000000.0,,,,,,6610326358.0,,,,,,,444818608.62,26805940360.25,,,854338318.75,,,1503300484.64,9769140000.0,1191162351.72,,,,,,,,1182622343.43,181764995.44,1727790422.1,16410118916.08,10395821444.17,,2590882723.67,502957707.14,34574740.26,,,3128415171.07,242299090.41,119376730.41,,,361675820.82,2766739350.25,,,,,,4044050000.0,124766516.36,4168816516.36,11602317375.6,901126956.13,,55949505.01,12559393836.74,-8390577320.38,4187549.28,4776171023.32,19055629976.52,15300677708.63,5369704246.77,4348485491.34,19649163199.97,24425334223.29,定期报告,是,20260331,CNY,合并期末,2025-04-25T21:06:18
20240930,,,,2187525227.33,4160000000.0,,1746089535.79,,,,4409586903.6,,,,,,,197574789.96,12700776456.68,,,635513948.73,,,,3577221726.99,405454779.87,,,,,1867616151.66,,,890956592.02,120717496.59,943622750.87,8441103446.73,4259673009.95,,2131623903.58,288769683.94,2342805.92,,,2422736393.44,338249426.14,92125605.3,,,430375031.44,1992361362.0,,,,,,2132730142.74,15000097.22,2147730239.96,8272375002.77,677699451.25,,50982396.8,9001056850.82,-6853326610.86,-2041437.27,-603333676.18,,,,,19649163199.97,19045829523.79,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:47:02
20240630,,1556416425.96,,1434244479.59,1750000000.0,,1304430528.85,,,,1257006721.31,,,,,,,261506948.62,7563605104.33,,,449299992.71,,,,2361492000.0,389524123.07,,,,,,,,647413248.03,88754868.82,572787184.47,4509271417.1,3054333687.23,,743103319.15,151362105.45,596412.08,,,895061836.68,365143074.79,62961375.09,,,428104449.88,466957386.8,,,,,,1350360142.74,15000097.22,1365360239.96,7226656553.31,412756964.98,,32485539.19,7671899057.48,-6306538817.52,3987905.45,-2781259838.04,13184474981.99,15300677708.63,3683428379.94,4348485491.34,19649163199.97,16867903361.93,定期报告,未审计,20250815,CNY,合并期末,2024-08-30T19:17:02
20240331,,,,695212780.85,1450000000.0,,867685710.44,2564157433.16,,,984249566.71,,,,,,,288746467.5,6850051958.66,,,223474829.2,,,,,193922647.82,,,,,2167840155.35,,,432155639.41,28120191.56,521469690.3,3566983153.64,3283068805.02,,1118849613.12,104611530.32,105482.8,,,1223566626.24,326331960.63,29299292.19,,,355631252.82,867935373.42,,,,,,686810142.74,,686810142.74,6626585002.77,173129611.82,,10772119.56,6810486734.15,-6123676591.41,1421704.81,-1971250708.16,,,,,19649163199.97,17677912491.81,定期报告,未审计,20250426,CNY,合并期末,2024-04-29T18:52:02
20231231,,,,3059652890.61,,,,1320478000.0,,,,,,,,,,1382696795.86,5762827686.47,,,913468344.21,350000000.0,,488020518.72,,136788001.96,,1608188108.65,,,1765093299.52,,,1176970714.28,231068778.63,655382559.02,7324980324.99,-1562152638.52,,467846583.71,482547415.82,1552381.91,,,951946381.44,970105474.8,134136253.48,,,1104241728.28,-152295346.84,,,,,,15328688568.0,,15328688568.0,12432247427.29,722268711.5,,115830619.2,13270346757.99,2058341810.01,7446569.12,351340393.77,15300677708.63,15605681815.37,4348485491.34,3692140990.83,19297822806.2,19649163199.97,定期报告,是,20250426,CNY,合并期末,2024-03-29T20:37:03
20230930,,,,2373383861.91,,,,5898113931.75,,,,,,,,,,1137121423.5,9408619217.16,,,691131053.89,880000000.0,,15507400.21,,243048763.64,,1595953285.19,,,8230920391.05,,,946841791.26,185702713.52,413772628.15,13202878026.91,-3794258809.75,,47602299.64,421964460.92,1200358.16,,,470767118.72,1046413566.14,80476359.54,,,1126889925.68,-656122806.96,,,,,,11565646898.0,,11565646898.0,9582454084.09,625784440.64,,75604633.52,10283843158.25,1281803739.75,12281024.19,-3156296852.77,,,,,19297822806.2,16141525953.43,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T19:47:03
