报告日,资产,货币资金,现金,银行存款,存放中央银行款项,存放同业款项,存放联行款项,贵金属,结算备付金,应收保证金,融出资金,拆出资金,拆放同业,拆放金融性公司,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收手续费及佣金,应收租赁款,应收投资款项,其他应收款,其他应收款合计,发放贷款及垫款总额,贷款损失准备,发放贷款及垫款净额,代理证券,存货净额,待处理抵债资产总额,抵债资产减值准备,待处理抵债资产净额,待摊费用,划分为持有待售的资产,可供出售金融资产,衍生金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,其他非流动金融资产,长期应收款,未确认的收益,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程合计,在建工程,固定资产及清理合计,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他长期资产,一年内到期的非流动资产,其他流动资产,流动资产合计,非流通资产合计,资产总计,流动负债,短期借款,拆入资金,向中央银行借款,同业存放款项,联行存放款项,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据及应付账款,应付票据,应付账款,预收账款,应付职工薪酬,应付工资,应付福利费,应交税金,应付股利,应付利息,其他应付款,其他应付款合计,应付手续费及佣金,应付代理证券款,应付保证金,其他应交款,委托资金,衍生金融负债,合同负债,预提费用,预计负债,递延收益,租赁负债,一年内到期的长期负债,其他流动负债,流动负债合计,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,递延税款贷项,其他负债,其他长期负债,长期负债合计,负债合计,所有者权益,实收资本净额,其他权益工具,优先股,永续债,资本公积,其他综合收益,库存股,盈余公积,一般风险准备,信托赔偿准备金,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
19990630,,281516560.43,3141725.26,278374835.17,3000000.0,,,,,,,26300000.0,26300000.0,,93977321.51,20000000.0,,,313903975.51,,24922674.14,,,,,,108583923.3,,534183073.71,4234929.68,529948144.03,405908200.0,41252818.53,,,,256573.6,,,,,,112238499.06,,20639245.75,,,,,,182639629.85,27096873.62,155542756.23,,155542756.23,,40446028.11,,,195988784.34,,,,,33880242.14,,2402102.15,,,,,,,2426390215.15,,32500000.0,142400000.0,,,,43183855.57,,152223000.0,,,494752922.47,1211700.0,1786134.99,718948.95,1067186.04,18123231.11,610417.1,,36377442.98,,,405908200.0,,,294786593.97,,,478182.1,,,,,,,,,,,,,,,,116277.81,,,1618055999.92,,349315214.0,,,,270536397.1,,,108232744.48,,,80249859.65,,808334215.23,,808334215.23,2426390215.15,其他,未审计,19990814,CNY,合并期末,2020-03-13T15:28:06
19981231,,166316896.58,1560303.82,164756592.76,3000000.0,,,,,,,26300000.0,26300000.0,,37218528.59,24710411.1,,,290046439.82,,23525743.79,,,,,,100279037.81,,504581538.31,4501014.58,500080523.73,403718200.0,24383562.01,,,,329388.2,,,,,,165780176.15,,19590047.61,,,,,,177430126.39,22277174.81,155152951.58,,155152951.58,,37694355.18,,,192847306.76,,,,,34642888.69,,547534.96,,,,,,,2246883091.67,,32500000.0,279944000.0,,,,66961356.53,,105874700.0,,,191418326.75,580000.0,2517748.94,1686657.04,831091.9,19313795.59,610417.1,,75398074.9,,,403718200.0,,,333249618.87,,,399965.0,,,,,,,,,,,,,,,,131404.18,,,1506240230.74,,349315214.0,,,,270536397.1,,,100386322.23,,,20404927.6,,740642860.93,,740642860.93,2246883091.67,其他,是,20000226,CNY,合并期末,2020-03-13T15:28:06
19980630,,156505740.21,3925596.37,152580143.84,10869000.0,,,,,,,26300000.0,26300000.0,,64589449.3,37106833.0,,,184671438.1,,26448981.04,,,,,,168704676.47,,681637113.17,3757269.53,677879843.64,442770000.0,15653354.85,,,,476198.75,,,,,,95853434.28,,3137348.0,,,,,,168550272.45,18417723.6,150132548.85,,150132548.85,,25449289.0,,,175593659.37,,,,,34481007.78,,655452.36,,,,,,,2333412732.09,,12500000.0,255300000.0,,,,80932937.4,,134407870.0,,,222864825.08,10000.0,993154.11,12075.82,981078.29,16588872.99,693851.0,,39633392.9,,,442770000.0,,,380564579.36,,,255534.12,,,,,,,,,,,,,,,,97465.25,,,1587612482.21,,349315214.0,,,,270637577.1,,,69277198.69,,,56570260.09,,745800249.88,,745800249.88,2333412732.09,其他,是,19980829,CNY,合并期末,2020-03-13T15:28:06
19971231,,277831253.58,2819705.95,275011547.63,3000000.0,27602000.0,,,,,,27602000.0,27602000.0,,58261429.42,60903300.0,,,254298152.55,,24169728.99,,,,,,197294754.4,,530354693.35,3757269.53,526597423.82,455841800.0,18369537.94,,,,1536565.93,,,,,,158126534.2,,,,,,,,66421758.29,11051126.94,55370631.35,,55370631.35,,38646782.79,,,94017414.14,,,,,13220538.11,,1591175.01,,,,,,,2427688994.89,,32500000.0,176300000.0,,,,89042632.26,,284098170.0,,,282466992.01,1686013.5,1483365.54,1404967.22,78398.32,15440883.94,693851.0,,30027710.64,,,455841800.0,,,370552014.22,,,274770.0,,,,,,,,,,,,,,,,131404.18,,,1708706594.92,,288690260.0,,,,299368306.7,,,69277198.69,,,61646634.58,,718982399.97,,718982399.97,2427688994.89,其他,是,19981231,CNY,合并期末,2020-03-13T15:28:06
19970630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34314206.89,,34314206.89,,42054064.2,,,76368271.09,,,,,,,,,,,,,,2197511266.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751368548.36,,230952208.0,,,,113726577.94,,,58398380.83,,,36341109.25,,439418276.02,6724442.41,446142718.43,2197511266.79,其他,未审计,19970821,CNY,合并期末,2020-03-13T15:28:06
19961231,,123105647.84,2355116.51,120750531.33,17847000.0,20000000.0,,,,,,26300000.0,26300000.0,,26482065.87,4600000.0,,,232626850.9,,16298887.33,,,,,,40339781.92,,494963503.27,2742402.71,492221100.56,327270000.0,16692523.95,,,,4249670.82,,,,,,45061320.0,,,,,,,,31149915.66,5952361.81,25197553.85,,25197553.85,,20000000.0,,,45197553.85,,,,,2943450.0,,,,,,,,,1840619002.44,,718381252.52,200100000.0,,,,83257210.98,,,,,316431296.81,11867512.1,2246374.17,1574891.1,671483.07,14330073.33,694501.0,,44202079.57,,,327270000.0,,,435024041.54,,,,,,,,,,327270000.0,,,,,,,,,18746.17,,,1435441835.67,,192460174.0,,,,117575780.94,,,59303947.96,,,35837263.87,,405177166.77,,405177166.77,1840619002.44,其他,是,19980221,CNY,合并期末,2020-03-13T15:28:06
19960630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59993075.0,,,,,,,,,,22532125.27,,22532125.27,,10900000.0,,,33432125.27,,,,,,,,,,,,,,1758753497.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377009252.33,,192460174.0,,,,117575780.94,,,50470194.46,,,21238095.54,,381744244.94,,381744244.94,1758753497.27,其他,未审计,19960825,CNY,合并期末,2020-03-13T15:28:06
19951231,,96451701.7,,,,,,,,,,,,,,,,,168221064.86,,,,,,,,68075640.71,,,,,,1246457977.34,,,,5603000.66,,,,,,,,,,,,,,26275014.51,3738131.96,22536882.55,,22536882.55,,150000.0,,,22686882.55,,,,,210000.0,,,,,,,,,1667949342.82,,666220356.29,,,,,,,,,,277890526.18,,974205.21,,974205.21,4727542.06,61692612.6,,68386072.68,,,,,,,,,,,,,,,,,282540500.0,,,,,,,,,,,1362431815.02,,137471554.0,,,,117575779.34,,,50470194.46,,,,,305517527.8,,305517527.8,1667949342.82,其他,是,19970221,CNY,合并期末,2020-03-13T15:28:06
19950630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55333810.0,,,,,,,,,,21935286.83,,21935286.83,,150000.0,,,22085286.83,,,,,240000.0,,,,444000.0,,,,,1417147825.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114073096.56,,137471554.0,,,,117575779.34,,,23923230.14,,,24104165.39,,303074728.87,,303074728.87,1417147825.43,其他,未审计,19950802,CNY,合并期末,2020-03-13T15:28:06
19941231,,45833290.85,,,,,,,,,,,,,,,,,94807948.74,,,,,,,,2774795.0,,,,,,1018745661.71,,,,,,,,,,,,,,,,,,11413406.03,2029260.1,9384145.93,,9384145.93,,9001533.78,,,18385679.71,,,,,240000.0,,,,,,,,,1240871186.01,,570354000.3,,,,,,,,,,114495960.8,,648991.51,,648991.51,10009263.01,31201941.8,,3859662.34,,,,,,,,,,,,,,,,23422.2,218090500.0,,,,,,,,,,,948683741.96,,137471554.0,,,,117575779.34,,,37140110.71,,,50255000.0,,292187444.05,,292187444.05,1240871186.01,其他,未审计,19960124,CNY,合并期末,2020-03-13T15:28:06
19940630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139911007.88,,,,,,,,,,6896723.45,,6896723.45,,8746347.11,,,15643070.56,,,,,,,,,,,,,,950934936.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646362682.01,,137471554.0,,,,118235779.34,,,17497645.84,,,31367275.17,,304572254.35,,304572254.35,950934936.36,其他,未审计,19940811,CNY,合并期末,2020-03-13T15:28:06
19931231,,49031000.0,,,,12425000.0,,,,,,38100000.0,38100000.0,,24844248.97,,,,16092000.0,,,,,,,,25411564.34,,148512096.68,605533.8,147906562.88,95300000.0,581049000.0,,,,,,,,,,,,,,,,,,7146262.21,1162539.13,5983723.08,,5984000.0,,5836000.0,,,11820000.0,,,,,270000.0,,,,,,,,,722374000.0,,339168000.0,20700000.0,,,,77590214.41,,,,,57964000.0,,785503.54,,785503.54,4584000.0,807471.0,,3036000.0,,,118440202.46,,,240877692.75,,,,,,,,,,23000.0,118441000.0,,,,,,,,,,,524808000.0,,102750000.0,,,,51375000.0,,,6466000.0,,,36975000.0,,197566000.0,,197566000.0,722374000.0,其他,未审计,19950407,CNY,合并期末,2020-03-13T15:28:06
19921231,,45738297.97,,,,18368000.0,,,,,,62100000.0,62100000.0,,16944661.48,,,,2229931.18,,,,,,,,12291896.9,,169916700.0,2108362.82,167808337.18,59900000.0,,,,,,,,,,,14985000.0,,,,,,,,6649477.81,791218.51,5858259.3,,5858259.3,,,,,5858259.3,,,,,300000.0,,,,,,,,,636544384.01,,,31000000.0,,,,123081058.27,,,,,,,,,,232445.7,14776635.25,,,,,59900000.0,,,230806445.29,,,300000.0,,,,,,,27022.2,,,,,,,,,26463258.99,,,486586865.7,,97750000.0,,,,48875000.0,,,3332518.31,,,,,149957518.31,,149957518.31,636544384.01,其他,未审计,19940220,CNY,合并期末,2020-03-13T15:28:06
