报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,租赁收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益/(损失),汇兑收益,其他业务收入,资产处置收益,其他收益,营业总收入,营业支出,营业费用,营业税金及附加,业务及管理费用,管理费用,财务费用,研发费用,营业总成本,资产减值损失,信用减值损失,其他资产减值损失,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20131231,832775089.53,206099325.58,206595844.77,496519.19,463784382.59,465686091.83,1901709.24,,146514578.9,,,,4268789.66,,12108012.8,,,,426263286.4,,45565336.04,223421610.64,,,,,155986117.48,,,1290222.24,406511803.13,12170214.01,,223454.35,,418458562.79,105382427.3,313076135.49,,,313076135.49,,390275192.98,,,31307613.55,,5207778.78,15653806.77,,,,,,20244455.91,57841302.0,573096371.46,-46225359.28,-46225359.28,,,,,,-46225359.28,,-46225359.28,,,,,,,,266850776.21,,,0.2577,0.2577,定期报告,是,20150403,CNY,合并期末,2020-03-13T15:58:08
20130930,606215421.57,148164511.24,148542306.82,377795.58,311288674.56,313054949.3,1766274.74,,135643864.95,,,,513537.42,,10604833.4,,,,309026345.61,,33482546.02,149191202.15,,,,,125384930.76,,,967666.68,297189075.96,11860521.65,,212982.35,,308836615.26,78345572.54,230491042.72,,,230491042.72,,,,,,,,,,,,,,,,,-43919190.37,,,,,,,,,,,,,,,,,186571852.35,,,0.1898,0.1898,定期报告,未审计,20141029,CNY,合并期末,2020-03-13T15:58:08
20130630,358514369.27,93907737.54,94124610.23,216872.69,221438487.26,223078022.69,1639535.43,,43275892.64,,,,-3226657.57,,3118909.4,,,,117582788.49,,19800427.83,95968328.05,,,,,1168921.49,,,645111.12,240931580.78,7850521.65,,212982.35,,248569120.08,62805214.6,185763905.48,,,185763905.48,,390275192.98,,,,,,,,,,,,20244455.91,,555794642.55,-1078973.4,,,,,,,,,,,,,,,,,184684932.08,,,0.1529,0.1529,定期报告,未审计,20140825,CNY,合并期末,2020-03-13T15:58:08
20130331,170049479.19,42333632.83,42462493.42,128860.59,101872818.53,103378835.21,1506016.68,,25524975.03,,,,-1193637.6,,1511690.4,,,,71497412.06,,9454254.59,61652720.97,,,,,67880.94,,,322555.56,98552067.13,,,12982.35,,98539084.78,24744199.12,73794885.66,,,73794885.66,,,,,,,,,,,,,,,,,7252147.67,,,,,,,,,,,,,,,,,81047033.33,81047033.33,,0.0608,0.0608,定期报告,未审计,20140424,CNY,合并期末,2020-03-13T15:58:08
20121231,576308789.42,123555934.55,124162803.83,606869.28,377378129.18,380971951.4,3593822.22,,40904527.35,,,,18642848.76,,15827349.58,,,,229238072.1,,28993684.92,191837671.02,,,,,229869.56,,,8176846.6,347070717.32,986571.57,,5502.0,,348051786.89,87421800.36,260629986.53,,,260629986.53,,242865992.73,,,26062998.65,,39421506.74,13031499.33,,,,,,34704781.56,,390275192.98,78210636.42,,,,,,,,,,,,,,,,,338840622.95,338840622.95,,0.2457,0.2457,定期报告,是,20140327,CNY,合并期末,2020-03-13T15:58:08
20120930,368767474.9,67113985.3,67549007.11,435021.81,248971870.49,253139152.37,4167281.88,,22973073.87,,,,15524822.66,,14183722.58,,,,111630149.3,,18382609.31,85193538.78,,,,,199710.17,,,7854291.04,257137325.6,404800.0,,5502.0,,257536623.6,65536346.62,192000276.98,,,192000276.98,,,,,,,,,,,,,,,,,75780620.46,,,,,,,,,,,,,,,,,267780897.44,267780897.44,,0.1902,0.1902,定期报告,未审计,20131025,CNY,合并期末,2020-03-13T15:58:08
20120630,205452715.84,19820683.21,20104392.56,283709.35,159395608.56,163222057.16,3826448.6,,5879920.85,,,,15881722.62,,4474780.6,,,,66925756.8,,10295689.07,55795276.66,,,,,189679.95,,,645111.12,138526959.04,,,5502.0,,138521457.04,35522337.06,102999119.98,,,102999119.98,,242865992.73,,,,,,,,,,,,34704781.56,,311160331.15,94846279.97,,,,,,,,,,,,,,,,,197845399.95,197845399.95,,0.2386,0.2386,定期报告,未审计,20120828,CNY,合并期末,2020-03-13T15:58:08
20120331,81739527.74,5139905.37,5313232.79,173327.42,68988902.37,69490630.55,501728.18,,-7847691.24,,,,14061190.64,,1397220.6,,,,36925177.16,,4285662.47,32139466.07,,,,,177493.06,,,322555.56,44814350.58,,,5502.0,,44808848.58,11202212.14,33606636.44,,,33606636.44,,,,,,,,,,,,,,,,,1628653.74,,,,,,,,,,,,,,,,,35235290.18,35235290.18,,0.0938,0.0938,定期报告,未审计,20130426,CNY,合并期末,2020-03-13T15:58:08
20111231,304422023.04,15471371.14,16206527.95,735156.81,187258530.1,201021777.06,13763246.96,,96318272.05,,,,-15382017.15,,16206366.9,,,,109425108.25,,14125631.92,75831625.78,,,,,8891904.84,,,6733649.05,194996914.79,7892799.13,,10116.31,,202879597.61,48135894.61,154354276.23,,,154354276.23,,119829715.79,,274183992.02,16470719.39,,,,,,257713272.63,,,17920651.3,,242865992.73,-38037557.19,,,,,,,,,,,,,,,,,116316719.04,116316719.04,,0.4307,0.4307,定期报告,是,20130426,CNY,合并期末,2020-03-13T15:58:08
20110930,219422114.35,10277078.83,10835784.91,558706.08,115014477.01,123875466.56,8860989.55,,82494170.28,,,,-6238788.67,,13325676.9,,,,75788841.49,,8480556.54,57607522.81,,,,,79320.65,,,5779144.83,143633272.86,,,10116.31,,143623156.55,33231697.41,110002032.37,,,110002032.37,,,,,,,,,,,,,,,,,-32232790.06,,,,,,,,,,,,,,,,,77769242.31,77769242.31,,0.3069,0.3069,定期报告,未审计,20121029,CNY,合并期末,2020-03-13T15:58:08
20110630,157978722.06,5067964.14,5431605.37,363641.23,67767246.39,73055350.1,5288103.71,,71945648.67,,,,-1941314.04,,10589676.9,,,,49385761.55,,5725373.14,34490132.9,,,,,1044988.52,,,4282970.33,108592960.51,,,5569.5,,108587391.01,24796092.22,83281035.12,,,83281035.12,,119829715.79,,203110750.91,,,,,,,203110750.91,,,17920651.3,,196497205.08,-19077600.76,,,,,,,,,,,,,,,,,64203434.36,64203434.36,,0.2324,0.2324,定期报告,未审计,20120828,CNY,合并期末,2020-03-13T15:58:08
20110331,103695335.49,1296709.74,1471342.84,174633.1,25594350.78,27422594.07,1828243.29,,66406313.28,,,,956231.94,,4892229.75,,,,24038460.55,,1856090.17,15147895.07,,,,,4871576.75,,,1871745.38,76104883.29,,,5569.5,,76099313.79,18657231.99,56931818.13,,,56931818.13,,,,,,,,,,,,,,,,,-9564716.99,,,,,,,,,,,,,,,,,47367101.14,47367101.14,,0.1588,0.1588,定期报告,未审计,20120427,CNY,合并期末,2020-03-13T15:58:08
20101231,220169096.67,6795950.94,7552063.55,756112.61,69000129.61,78095561.62,9095432.01,,66696680.25,,,,-4416217.67,,40964757.25,,,,113945610.95,,11965332.28,60257257.53,,,,,-641795.31,,,27453192.88,106223485.72,15330.24,,878838.65,,105359977.31,23842973.65,81517003.66,,,81517003.66,,66997739.57,,148514743.23,7472672.98,,,3291703.16,,,137750367.09,,,17920651.3,,119829715.79,-37324355.16,,,,,,,,,,,,,,,,,44192648.5,44192648.5,,0.2274,0.2274,定期报告,是,20120427,CNY,合并期末,2020-03-13T15:58:08
20100930,129555474.51,4729760.73,4894458.55,164697.82,44477671.86,49692930.4,5215258.54,,22522431.13,,,,-761372.52,,15119877.07,,,,64782506.79,,4477682.25,34360314.35,,,,,-87362.83,,,8811336.72,64772967.72,1757.76,,577729.65,,64196995.83,19868641.74,44328354.09,,,44328354.09,,,,,,,,,,,,,,,,,96377016.01,,,,,,,,,,,,,,,,,140705370.1,140705370.1,,0.1237,0.1237,定期报告,未审计,20111019,CNY,合并期末,2020-03-13T15:58:08
20100630,89875020.57,3750694.58,3860042.26,109347.68,29331790.08,32415325.04,3083534.96,,18315432.26,,,,-12669114.83,,9978308.78,,,,52525596.47,,6099337.13,25295237.31,,,,,-38150.61,,,4048002.73,37349424.1,,,77729.65,,37271694.45,8394793.43,28876901.02,,,28876901.02,,66997739.57,,95874640.59,,,,,,,95874640.59,,,17920651.3,,77953989.29,-32147810.62,,,,,,,,,,,,,,,,,-3270909.6,-3270909.6,,0.0806,0.0806,定期报告,未审计,20110824,CNY,合并期末,2020-03-13T15:58:08
20100331,33990241.03,1905919.59,1959968.01,54048.42,14190120.8,14819421.39,629300.59,,13022894.42,,,,246418.19,,4624888.03,,,,19021960.98,,1852089.84,14803529.08,,,,,219168.39,,,2168474.79,14968280.05,,,75042.1,,14893237.95,27847.41,14865390.54,,,14865390.54,,,,,,,,,,,,,,,,,-7600081.69,,,,,,,,,,,,,,,,,7265308.85,7265308.85,,0.041,0.041,定期报告,未审计,20110430,CNY,合并期末,2020-03-13T15:58:08
20091231,237908965.85,15264080.16,15537178.18,273098.02,49104555.29,56845688.73,7741133.44,,35376358.32,,,,401694.7,-206.29,11773846.86,,,,184221288.24,,24409550.17,52934878.23,,,,,-3157854.62,,,6450398.18,53687677.61,3033341.44,,285904.2,,56435114.85,12785260.05,43649854.8,,,43649854.8,,42235355.1,91762.6,85976972.5,5484561.43,,,2742280.72,,,77750130.35,,,10752390.78,,66997739.57,70725296.4,,,,,,,,,,,,,,,,,114375151.2,114375151.2,,0.1218,0.1218,定期报告,是,20110118,CNY,合并期末,2020-03-13T15:58:08
20090930,316848089.27,15385125.4,15603624.06,218498.66,40150591.14,41582337.53,1431746.39,,33189514.45,,,,-1084128.45,-206.29,6888714.78,,,,266518259.72,,21148110.59,32506546.0,,,,,4528432.7,,,4430259.07,50329829.55,931118.78,,260000.0,,51000948.33,11285333.49,39715614.84,,,39715614.84,,,,,,,,,,,,,,,,,35350101.51,,,,,,,,,,,,,,,,,75065716.35,75065716.35,,0.111,0.111,定期报告,未审计,20101021,CNY,合并期末,2020-03-13T15:58:08
20090630,195348833.27,5097215.27,5260565.26,163349.99,17586434.2,18247672.09,661237.89,,18208312.93,,,,236263.35,-206.29,4685010.9,,,,174761246.65,,11024926.91,23394624.49,,,,,4501187.39,,,2894127.58,20587586.62,930294.78,,260000.0,,21257881.4,4820777.1,16437104.3,,,16437104.3,,42235355.1,,58672459.4,,,,,,,58672459.4,,,10752390.78,,47920068.62,38989636.63,,,,,,,,,,,,,,,,,55426740.93,55426740.93,,0.046,0.046,定期报告,未审计,20100830,CNY,合并期末,2020-03-13T15:58:08
20090331,82514720.8,2474032.32,2582284.44,108252.12,14179541.59,14179541.59,,,3878829.94,,,,412783.26,-206.29,1932500.98,,,,66660584.55,,2783158.75,7490874.99,,,,,-11335.31,,,1448113.86,15854136.25,-54492.04,,260000.0,,15539644.21,3855701.49,11683942.72,,,11683942.72,,,,,,,,,,,,,,,,,26225971.26,,,,,,,,,,,,,,,,,37909913.98,37909913.98,,0.03,0.03,定期报告,未审计,20100426,CNY,合并期末,2020-03-13T15:58:08
20081231,222197938.42,2453851.31,2781443.35,327592.04,30849068.62,30849068.62,,,29405366.47,3490762.3,,,-407383.26,121776.89,6191205.69,,,,193688761.74,,11833072.49,48230602.72,,,,,23533154.84,,,5067841.67,28509176.68,8941739.19,,-32391161.9,,69842077.77,1417547.59,68424530.18,,,68424530.18,,,,,,,,,,,,,,,,,-112027205.65,,,,,,,,,,,,,,,,,-43602675.47,-43602675.47,,0.1909,0.1909,定期报告,是,20100426,CNY,合并期末,2020-03-13T15:58:08
20080930,158403058.97,985531.12,1313123.16,327592.04,21191678.37,21191678.37,,,24919342.13,,,,,113998.64,4352830.17,,,,122907300.88,,8034190.85,36001397.97,,,,,-1575976.6,,,3381437.35,35495758.09,7919934.1,,737092.9,,42678599.29,-2408360.68,45086959.97,,,45086959.97,,,,,,,,,,,,,,,,,-133273299.78,,,,,,,,,,,,,,,,,-88186339.81,-88186339.81,,0.126,0.126,定期报告,未审计,20091030,CNY,合并期末,2020-03-13T15:58:08
20080630,121160213.65,483913.32,701710.74,217797.42,12582407.7,12582407.7,,,23871440.88,,,,,113998.64,2593932.57,,,,92800366.84,,5895354.15,25563160.1,,,,,-801384.63,,,2168974.79,28359846.81,7866441.9,,710625.03,,35515663.68,-4271841.4,39787505.08,,,39787505.08,,,,,,,,,,,,,,,,,-118462827.39,,,,,,,,,,,,,,,,,-78675322.31,-78675322.31,,0.11,0.11,定期报告,未审计,20090831,CNY,合并期末,2020-03-13T15:58:08
20080331,80273471.56,170598.74,278803.38,108204.64,5944382.02,5944382.02,,,7920552.73,,,,,,978100.02,,,72461123.47,63814857.28,,4458558.23,14359628.21,14359628.21,53806.31,,63923061.92,-836534.47,,,1201949.58,16458614.28,7401595.82,,,,23860210.1,5077598.64,18782611.46,,,18762489.84,20121.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,定期报告,未审计,20090421,CNY,合并期末,2020-03-13T15:58:08
20071231,282722421.24,1943838.68,2405273.59,461434.91,42657812.63,42657812.63,,,131432151.32,3545918.33,,,-449264.0,159782.49,3684799.89,,,,127816900.35,,10705657.4,33595752.32,,,,,3454426.39,,,2412670.23,154905520.89,145216.87,,60329968.76,,94720769.0,21812422.25,72908346.75,,,72864296.8,44049.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2033,0.2033,定期报告,是,20090228,CNY,合并期末,2020-03-13T15:58:08
20070930,204402264.66,6473554.66,6811127.91,337573.25,46421430.38,46421430.38,,,105267553.99,,,,801996.0,,2157856.63,,,98670287.92,71901456.75,26016002.95,7053642.55,26016002.95,,33850.28,,72239030.0,2581008.64,,,1412635.69,132500807.91,120217.17,,60278468.76,,72342556.32,32785298.67,39557257.65,,,39548957.98,8299.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,定期报告,未审计,20081025,CNY,合并期末,2020-03-13T15:58:08
20070630,156380290.11,3000354.7,3215337.6,214982.9,19010191.84,19010191.84,,,97176245.07,,,,-107374.0,,1464110.5,,,156595273.01,55167710.37,18065263.26,4509646.2,18065263.26,,240900.33,,55382693.27,2691660.77,,,904013.07,101212579.74,119730.31,,60200000.0,,41132310.05,11440762.46,29691547.59,,,29682776.45,8771.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.083,定期报告,未审计,20080821,CNY,合并期末,2020-03-13T15:58:08
20070331,,,995606.46,106213.5,,7824081.26,,,3534669.59,,,,3588714.0,,627198.52,,,17512285.24,,,1157956.41,,11481571.95,-14772.04,,19033364.68,,,,394878.23,5602304.15,105800.0,,,,5708104.15,1184275.62,4523828.53,,,4520999.4,2829.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,定期报告,未审计,20080421,CNY,合并期末,2020-03-13T15:58:08
20061231,160293725.5,5137058.51,6113091.01,976032.5,14705690.65,14705690.65,,,17774955.04,3229709.99,,,205262.14,158043.37,696759.93,,,,150685378.18,,8152772.27,42558202.67,,,,,719296.26,,,628861.01,9608347.32,668625.94,,3903170.09,,6373803.17,-3600102.41,9973905.58,,,9943676.96,30228.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0277,0.0277,定期报告,是,20080131,CNY,合并期末,2020-03-13T15:58:08
20060930,62936335.31,,2620422.36,2398353.04,,15204930.34,,,9179694.26,,,,84655.0,-237898.29,3700150.86,,,63063766.31,37721213.93,25006572.47,3708654.2,,,315937.1,,61610798.2,-2751269.39,,,588085.04,10479419.08,481275.9,,822148.1,,10138546.88,1590500.35,8548046.53,,,8558974.6,-10928.07,-113279981.74,,-108358515.24,,,,,,,-108358515.24,,,,,-108358515.24,,,,,,,,,,,,,,,,,,,,,0.0239,0.0239,定期报告,未审计,20071026,CNY,合并期末,2020-03-13T15:58:08
20060630,21273156.89,,1615844.1,4510278.43,,10729086.75,,,9190805.28,,,,4190926.33,-237898.29,3205409.61,,,34416990.21,8371563.46,16016473.55,1075293.02,,,1211970.73,,22940630.74,-3734670.02,,,244072.31,11476359.47,99526.74,,470098.1,,11105788.11,1383890.33,9721897.78,,,9736176.13,-14278.35,-113279981.74,,-109848608.7,,,,,,,-109848608.7,,,,,-109848608.7,,,,,,,,,,,,,,,,,,,,,0.031,0.031,定期报告,未审计,20070807,CNY,合并期末,2020-03-13T15:58:08
20060331,8225535.41,,790498.64,360658.2,,5098977.5,,,-587634.41,-2126676.18,,,711415.14,,1397523.27,,,8225535.41,1329140.65,7002114.82,425508.86,,7002114.82,837757.34,,9596400.14,,,,165768.58,-1247084.0,,,470048.1,,-1717132.1,,-1717132.1,,,-1706747.31,-10384.79,-113279981.74,,-113500402.06,,,,,,,-113500402.06,,,,,-113500402.06,,,,,,,,,,,,,,,,,,,,,-0.01,-0.01,定期报告,未审计,20070426,CNY,合并期末,2021-05-14T17:08:03
20051231,46654786.85,,,,,,,,-3597290.38,,,,,,,,,46654786.85,20199673.25,30763625.35,2787652.25,30763625.35,,1683429.7,,55434380.55,,,,,-12376884.08,240717.65,,336816.42,,-12472982.85,2260506.71,-14733489.56,,,-14715884.91,-17604.65,-96272855.31,,-110988740.22,1181821.86,1109419.66,,,,,-113279981.74,,,,,-113279981.74,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20070417,CNY,合并期末,2020-03-13T15:58:08
20050930,38905688.16,,,,,,,,4282621.69,,,,,,,,,38905688.16,12529642.97,23103844.93,1942345.27,,,3666730.56,,41242563.73,,,,,1945746.12,15450.6,,269713.64,,1691483.08,,1691483.08,,,1845883.35,-154400.27,-96272855.31,,-94426971.96,,,,,,,-94426971.96,,,,,-94426971.96,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20061025,CNY,合并期末,2020-03-13T15:58:08
20050630,41115189.61,,,,,,,,2933722.28,,,,,,,,,29436398.86,20510798.63,16784634.1,1636236.01,16784634.1,,2089928.52,,30640292.78,,,,,1729828.36,450.6,,163287.06,,1566991.9,,1566991.9,,,1683567.78,-116575.88,-96272855.31,,-94589287.53,,,,,,,-94589287.53,,,,,-94589287.53,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060821,CNY,合并期末,2020-03-13T15:58:08
20050331,7598076.69,,,,,,,,3782534.33,,,,,,,,,7598076.69,2171357.16,8005007.15,214980.23,,,228021.5,,10619366.04,,,,,761244.98,283.0,,163287.06,,598240.92,,598240.92,,,631129.73,-32888.81,-96272855.31,,-95641725.58,,,,,,,-95641725.58,,,,,-95641725.58,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060428,CNY,合并期末,2020-03-13T15:58:08
20041231,153179153.58,,,,,,,,36583275.21,,,,,,,,,153740423.03,69444112.74,58218916.61,7825788.94,58218916.61,,3399407.19,,168206981.2,,,,,22116717.04,173571.8,,11047027.54,,11243261.3,435339.38,10807921.92,,,10937031.35,-129109.43,-106596491.81,,-95659460.46,408929.9,204464.95,,,,,-96272855.31,,,,,-96272855.31,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20060428,CNY,合并期末,2020-03-13T15:58:08
20040930,85015462.16,,,,,,,,-23013375.99,,,,,,,,,85015462.16,77374797.17,21363622.42,8032316.73,,,953144.94,,107723881.26,,,,,-45721795.09,21885.25,,7230818.1,,-52930727.94,406860.57,-53337588.51,,,-53309980.17,-27608.34,-106596491.81,,-159906471.98,,,,,,,-159906471.98,,,,,-159906471.98,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20051031,CNY,合并期末,2020-03-13T15:58:08
20040630,72850767.41,,,,,,,,-22625350.07,,,,,,,,,72850767.41,67542345.16,16975420.17,3894082.91,,,608484.44,,89020332.68,,,,,-38794915.34,21885.25,,7138650.81,,-45911680.9,406758.67,-46318439.57,,,-46294206.22,-24233.35,-106596491.81,,-152890698.03,,,,,,,-152890698.03,,,,,-152890698.03,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050825,CNY,合并期末,2020-03-13T15:58:08
20040331,7381367.0,,,,,,,,4983291.22,,,,,,,,,7381367.0,6958909.28,8278147.35,386128.35,,,307344.1,,15930529.08,,,,,-3565870.86,,,2631.88,,-3568502.74,,-3568502.74,,,-3561786.3,-6716.44,-106596491.81,,-110158278.11,,,,,,,-110158278.11,,,,,-110158278.11,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050426,CNY,合并期末,2020-03-13T15:58:08
20031231,83763213.17,,,,,,,,-45707732.47,,,,,,,,,83763213.17,92446206.69,34977818.29,5638426.65,,,2591749.97,,135654201.6,,,,,-97598720.9,39350.0,,963163.72,,-98522534.62,1451409.19,-99973943.81,,,-99963733.92,-10209.89,-46248097.16,40812718.32,-105399112.76,798252.7,399126.35,,,,,-106596491.81,,,,,-106596491.81,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050324,CNY,合并期末,2020-03-13T15:58:08
20030930,56837647.96,,,,,,,,36365482.37,,,,,,,,,56837647.96,49161485.9,22864891.6,3747875.74,,,1218710.39,,76992963.63,,,,,16210166.7,16350.0,,122481.25,,16104035.45,4631047.76,11472987.69,,,11461967.58,11020.11,-46248097.16,40812718.32,6026588.74,,,,,,,6026588.74,,,,,6026588.74,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20041028,CNY,合并期末,2020-03-13T15:58:08
20030630,36764711.79,,,,,,,,4136628.75,,,,,,,,,36764711.79,26309662.9,15845733.85,1988759.52,,,810348.36,,44954504.63,,,,,-4053164.09,1000.0,,1900.0,,-4054064.09,1222286.92,-5276351.01,,,-5286739.91,10388.9,-46248097.16,,-10722118.75,,,,,,,-10722118.75,,,,,-10722118.75,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040827,CNY,合并期末,2020-03-13T15:58:08
20030331,20902121.11,,,,,,,,7963964.26,,,,,,,,,20902121.11,16962304.33,8928883.52,969076.55,,,459793.8,,27320058.2,,,,,1546027.17,1000.0,,1900.0,,1545127.17,16034.46,1529092.71,,,1516974.53,12118.18,-46248097.16,,-44731122.63,,,,,,,-44731122.63,,,,,-44731122.63,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040423,CNY,合并期末,2020-03-13T15:58:08
20021231,166203801.79,,,,,,,,-9124035.01,,,,,,,,,166203801.79,66850336.68,60354706.51,9336155.97,,,10891043.54,,147432242.7,,,,,9647524.08,2025167.88,,485944.11,,11186747.85,7510092.45,3676655.4,,,3687176.35,-10520.95,-77726729.39,,-44468496.15,1186400.67,593200.34,,,,,-46248097.16,,,,,-46248097.16,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20040423,CNY,合并期末,2020-03-13T15:58:08
20020930,119812829.49,,,,,,,,15031201.86,,,,,,,,,119812829.49,47388566.01,54626064.69,6053996.63,,,1379568.34,,109448195.67,,,,,25490922.11,145699.46,,370272.92,,25266348.65,4120473.52,21145875.13,,,21130632.56,15242.57,-77726729.39,,-56596096.83,,,,,,,-56596096.83,,,,,-56596096.83,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20031023,CNY,合并期末,2020-03-13T15:58:08
20020630,125487020.13,,,,,,,,10102754.15,,,,,,,,,96121303.76,52491412.17,46773511.21,4974967.91,46773511.21,,742933.05,,80744894.21,,,,,25574250.13,128015.21,,370272.92,,25331992.42,5921088.0,19410904.42,,,19392803.2,18101.22,-77726729.39,,-58333926.19,,,,,,,-58333926.19,,,,,-58333926.19,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20030821,CNY,合并期末,2020-03-13T15:58:08
20020331,58516106.84,,,,,,,,729664.97,,,,,,,,,48165218.72,24483075.1,22166920.87,2309181.16,22166920.87,,6973.07,,37035745.89,,,,,11859137.8,30224.05,,23724.64,,11865637.21,3757942.92,8107694.29,,,8107694.29,,-77726729.39,,-69619035.1,,,,,,,-69619035.1,,,,,-69619035.1,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20030426,CNY,合并期末,2020-03-13T15:58:08
20011231,255336165.46,,,,,,,,28165984.3,,,,,,,,,248872834.28,112476435.98,87163559.75,11672407.91,95564094.67,,5239933.4,,226650422.52,67840.27,,,,42055701.41,415104.89,,1964857.11,,40505949.19,11582720.0,28923229.19,,,28868026.3,55202.89,-80012619.96,,-51144593.66,4729948.28,4699434.83,,1443401.32,,,-62017378.09,,,15709351.3,,-77726729.39,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20030426,CNY,合并期末,2020-03-13T15:58:08
20010630,106359190.96,,,,,,,,15376740.52,,,,,,,,,,39069266.34,,5558824.99,33729345.17,,,,,,,,,33814483.27,162597.25,,1942321.32,,32034759.2,5066320.95,26968438.25,,,26926729.23,41709.02,2325519.77,,29252249.0,,,,,,,29252249.0,,,,,29252249.0,,,,,,,,,,,,,,,,,,,,,,,其他,是,20020821,CNY,合并期末,2020-03-13T15:58:08
20001231,299398004.71,,,,,,,,41126314.71,,,,,,,,,299398004.71,183183359.44,79148457.5,14148712.35,,,771801.0,,277870297.87,617967.58,,,,62774021.55,1131098.8,,456416.09,,63448704.26,13406703.86,50042000.4,,,50042000.4,,-541875.27,,48756822.5,5004200.04,5004200.04,,,,,33744222.37,,,31418702.6,,2325519.77,,,,,,,,,,,,,,,,,,,,,,,其他,是,20020209,CNY,合并期末,2020-03-13T15:58:08
20000630,104370555.86,,,,,,,,12873585.18,,,,,,,,,152624815.5,41846579.0,33292624.46,8062433.88,33292624.46,,491520.66,,141356356.15,4597787.21,,,,24142044.53,206159.9,,164144.04,,24184060.39,2839138.6,21344921.79,,,21344921.79,,18583773.86,-743302.63,39185393.02,,,,,,,39185393.02,,,,,39185393.02,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20010808,CNY,合并期末,2020-03-13T15:58:08
19991231,361155837.72,,,,,,,,20845036.66,,,,,,,,,361155837.72,230005188.44,80002604.12,15197133.73,,,3510141.24,,329460674.3,745606.77,,,,54378000.08,701916.96,,1336701.52,,53743215.52,11067264.19,42675951.33,,,42675951.33,,22436378.69,,65112330.02,4267595.13,4267595.13,,,,,56577139.76,,,,34909669.6,21667470.16,,,,,,,,,,,,,,,,,,,,,,,其他,是,20010413,CNY,合并期末,2020-03-13T15:58:08
19990630,104924839.77,,,,,,,,13035057.84,,,,,,,,,169740864.35,36502759.88,28123858.15,6521940.95,28123858.15,,1856960.78,,144334661.23,,,,,40279060.96,279163.04,,1034936.63,,39523287.37,7752623.08,31770664.29,,,31770664.29,,22436378.69,,54207042.98,,,,,,,54207042.98,,,,34909669.6,19297373.38,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20000808,CNY,合并期末,2020-03-13T15:58:08
