报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,921286692.86,591272201.08,422045165.0,37697343.9,126920865.13,,,,247839613.72,400517093.01,152677479.29,53580781.74,,,,18287298.81,-1053854.96,690356.83,-59042.2,10729337.84,459959136.71,6286243.86,447961229.73,,3379895.53,,,2331767.59,461327556.15,513922.86,,108381.44,,461733097.57,100174204.09,361558893.48,361558893.48,,361558617.84,275.64,,,66014618.33,66014618.33,25395565.98,,,25395565.98,,40619052.35,,,40703604.75,,-84552.4,,,,,,,427573511.81,427573236.17,275.64,0.13,0.13,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:48:29
20251231,3390049018.2,2049660671.15,1331909136.34,175922950.37,512564378.09,,,,942182751.74,1407860196.92,465677445.18,332017881.59,,,,13694464.69,-1494692.51,4881747.11,-274423.16,49380617.59,2103058292.65,18624091.28,2069898482.09,,6931456.41,,,7604262.87,1286990725.55,8633026.94,,2648493.85,,1292975258.64,247689058.48,1045286200.16,1045286200.16,,1045285044.73,1155.43,3283227129.73,,2079556.05,2079556.05,1543336.13,,,1543336.13,,536219.92,,,-318585.37,,854805.29,,,,,,,1047365756.21,1047364600.78,1155.43,0.38,0.38,定期报告,是,20260430,CNY,合并期末,2026-04-29T19:48:29
20250930,2438281894.72,1484591079.73,978151116.8,112910207.17,375875813.32,,,,690954789.65,1007273572.81,316318783.16,275501509.45,,,,-64588031.59,-777313.24,3908714.97,-210102.28,48901248.03,1386166270.29,13512268.31,1369536280.66,,-2522096.68,,,5639818.0,1052115624.43,101281.54,,550343.27,,1051666562.7,197595603.57,854070959.13,854070959.13,,854070237.26,721.87,,,31157854.71,31157854.71,29172936.94,,,29172936.94,,1984917.77,,,1870501.86,,114415.91,,,,,,,885228813.84,885228091.97,721.87,0.31,0.31,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:38:32
20250630,1505071902.53,896737070.37,538318902.28,97792959.65,249489005.39,,,,436725199.69,651326414.69,214601215.0,193493035.76,,,,-71049367.72,-323945.89,1010283.71,-59233.09,48538859.7,812327539.39,8627056.07,811799473.37,,-10428678.08,,,2329688.03,692744363.14,95890.65,,433402.68,,692406851.11,127364554.72,565042296.39,,,565040837.56,1458.83,3283227129.73,,31157854.71,31157854.71,29172936.94,,,,,1984917.77,,,1870501.86,,114415.91,,,,,,,596200151.1,596198692.27,1458.83,0.2,0.2,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:13:41
20250331,751613459.13,486028238.75,281170992.96,74707627.89,126474701.48,,,,201113928.23,317647351.15,116533422.92,94338692.88,,,,-34912444.16,-101998.23,560802.94,-28275.82,4614514.54,403920996.89,4953603.59,402468440.54,,-4533994.16,,,1032946.92,347692462.24,75865.92,,114581.23,,347653746.93,67255283.16,280398463.77,280398463.77,,280397612.64,851.13,,,-7354215.4,-7354215.4,-3065848.96,,,-3065848.96,,-4288366.44,,,-4382870.52,,94504.08,,,,,,,273044248.37,273043397.24,851.13,0.1,0.1,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T19:43:22
20241231,2887889947.58,1602317593.36,950375368.72,131125095.83,510928101.17,,,,862825092.5,1392549507.28,529724414.78,261173670.05,,,,71273575.85,1059167.45,5325807.44,424820.47,83490220.46,1848235344.9,11871024.61,1827747277.45,,2895181.54,,,5721861.3,1039654602.68,770391.17,,736759.71,,1039688234.14,133210332.75,906477901.39,906477901.39,,906421273.54,56627.85,2892739292.33,,4516207.29,4516207.29,8649133.98,,,8649133.98,,-4132926.69,,,-4092626.02,,-40300.67,,,,,,,910994108.68,910937480.83,56627.85,0.33,0.33,定期报告,是,20260430,CNY,合并期末,2025-04-29T20:13:15
20240930,1920670513.38,1029415011.58,542670949.85,94761454.09,385205070.31,,,,587645818.39,985338468.14,397692649.75,79551440.25,,,,149431455.88,-670219.85,2061801.85,-165213.04,73400418.32,1170967767.11,7850333.33,1163005892.61,,-3764587.16,,,3876128.33,749702746.27,472722.39,,189152.89,,749986315.77,89286939.88,660699375.89,660699375.89,,660622092.47,77283.42,,,25852856.34,25852856.34,,,,,,25852856.34,,,25506992.22,,345864.12,,,,,,,686552232.23,686474948.81,77283.42,0.24,0.24,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:43:46
20240630,1246040064.02,683792578.76,374505748.74,41995105.51,262815053.66,,,,376031454.56,645307588.57,269276134.01,15620163.4,,,,165900304.13,434211.74,1030063.01,-167647.45,3398935.87,762800201.75,5319842.86,757698826.39,,-2453752.47,,,2235284.97,483239862.27,392888.07,,,,483632750.34,59034379.26,424598371.08,,,424420154.9,178216.18,2892739292.33,,29114984.41,29114984.41,,,,,,29114984.41,,,28782455.68,,332528.73,,,,,,,453713355.49,453535139.31,178216.18,0.15,0.15,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T18:28:45
20240331,615486984.34,332193670.14,176527343.73,17943674.86,135262097.71,,,,189547232.87,321157212.19,131609979.32,-50619914.16,,,,140311418.81,115687.39,675063.58,-38359.77,3302185.48,385005169.48,2606927.14,382285778.26,,-805211.39,,,917675.47,230481814.86,159802.72,,,,230641617.58,28159689.05,202481928.53,202481928.53,,202311003.28,170925.25,,,12579732.09,12579732.09,,,,,,12579732.09,,,12275231.48,,304500.61,,,,,,,215061660.62,214890735.37,170925.25,0.07,0.07,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:23:11
20231231,2940466638.73,1651924127.59,843543637.82,258147334.19,542947003.84,,,,830207539.5,1333880287.95,503672748.45,407395847.26,,,,-81036638.52,1160978.52,3130359.18,-338040.69,128022465.89,1921517419.37,12641677.62,1899608041.72,,4627057.91,,,4640642.12,1018949219.36,7005805.59,,257349.08,,1025697675.87,124086629.6,901611046.27,901611046.27,,900692551.56,918494.71,2441246097.77,,-3007701.6,-3007701.6,,,,,,-3007701.6,,,-2928526.44,,-79175.16,,,,,,,898603344.67,897684849.96,918494.71,0.32,0.32,定期报告,是,20250430,CNY,合并期末,2024-04-29T19:28:11
