报告日,资产,货币资金,其中：现金,其中：存放中央银行款项,存放同业款项,存放联行款项,贵金属,结算备付金,进出口押汇,拆出资金,其中：拆放同业,其中：拆放金融性公司,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收租赁款,应收保证金,其他应收款,贴现,发放贷款及垫款总额,减：贷款损失准备,发放贷款及垫款净额,代理证券,委托资金,合同资产,存货净额,待处理抵债资产总额,减：抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资子公司,投资性房地产,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,其他权益工具投资,应收投资款项,长期应收款,未确认的收益,递延税款贷项,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他长期资产,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产合计,资产总计,负债,短期借款,拆入资金,向中央银行借款,同业存入及拆入,其中：同业存放款项,联行存放款项,吸收存款及同业存放,吸收存款,应解汇款及临时存款,交易性金融负债,卖出回购金融资产款,应付票据及应付账款,应付票据,应付账款,预收账款,应付职工薪酬,其中：应付工资,其中：应付福利费,应交税金,应付股利,应付利息,应付债券款,应付债券：优先股,应付债券：永续债,应付次级债,应付保证金,应付代理证券款,其他应付款,衍生金融负债,预提费用,汇出汇款,长期借款,合同负债,专项应付款,划分为持有待售的负债,预计负债,长期应付款,长期递延收益,租赁负债,其他负债,货币兑换,一年内到期的长期负债,其他流动负债,流动负债合计,其他长期负债,长期负债合计,负债合计,所有者权益,实收资本净额,其他权益工具,优先股,永续债,资本公积,其他综合收益,库存股,盈余公积,一般风险准备,未分配利润,其中：拟分配现金股利,外币折算差额,其他储备,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,28029188071.85,,,,,,28420882.12,,,,,11590798042.87,139140162.65,270339480.62,270339480.62,,26445440.0,665327336.85,,,,20432041847.65,1622028069.33,,,,,,,,1564411254.2,,,,,,,869732933.73,,309790481.46,20261961.62,,,,,19842781.38,,,,285452513.65,,,,,,100049872.87,,100049872.87,,,95414270.09,22629811.1,,9345095.28,433322648.1,71323073.53,,,,,66543647775.38,,841764812.63,,,,,,,,,1231559132.34,,1042696072.04,967664168.05,75031903.99,1883220.5,777930222.86,,,136687616.66,,,,,,,41174644800.56,143480171.69,7568923078.48,,,,,510069747.52,,,456599.34,,,88614823.51,64474114.58,,,,,,,54200759087.68,,1455555556.0,,,,3862422524.51,97388610.8,,604358636.5,664249650.43,5658913709.46,,,,12342888687.7,,12342888687.7,66543647775.38,定期报告,未审计,20231027,CNY,合并期末,2023-10-26T21:16:02
20230630,,34852964586.2,,,,,,25716118.36,,,,,11733780902.36,23828937.6,188981018.34,188981018.34,,18524609.01,601199710.42,,,,19742123909.66,1316945106.61,,,,,,,,1080153460.84,,,,,,,995325725.83,,312492568.44,21006915.05,,,,,20668541.38,,,,185221560.06,213514335.01,111528606.06,101985728.95,,,101985728.95,,101985728.95,,,100828062.52,23490209.99,,9146198.93,336305886.81,64678702.81,,,,,71793905679.4,,659493548.73,,,,,,,,,1696977563.41,,423826712.46,377854349.05,45972363.41,7408655.31,760796276.68,,,121300854.98,,,,,,,46953871507.38,181769339.86,7556496957.05,,,,,561422927.22,,,458763.83,,,88690455.43,68134693.07,,,,,,,59590390635.08,,1455555556.0,,,,3862545689.73,104878871.35,,604358636.5,664249650.43,5511926640.31,,,,12203515044.32,,12203515044.32,71793905679.4,定期报告,未审计,20230824,CNY,合并期末,2023-08-23T21:26:27
20230331,,30119847049.38,,,,,,25167529.22,,,,,9889988053.49,81723523.68,273642446.78,273642446.78,,23190804.1,777394767.88,,,,20781077149.37,1068329973.85,,,,,,,,1070236087.87,,,,,,,978184699.95,,315194655.42,20758597.25,,,,,21280984.83,,,,169194917.43,,,,,,104777267.62,,104777267.62,,,102273779.71,22407925.6,,9866688.51,334906741.22,71049736.13,,,,,66283221057.43,,812877210.94,,,,,,,,,1237981219.27,,347940791.76,287092378.11,60848413.65,1770207.98,779621075.71,,,160002501.96,,,,,,,43293423867.35,163218190.82,6166932323.73,,,,,518461627.77,,,435591.28,,,105624500.37,67785130.09,,,,,,,54145021403.09,,1455555556.0,,,,3862545689.73,39513534.92,,604358636.5,664249650.43,5511976586.76,,,,12138199654.34,,12138199654.34,66283221057.43,定期报告,未审计,20230427,CNY,合并期末,2023-04-26T22:21:02
20221231,,33907663637.8,,,,,,1129649.55,,,,,8846302015.98,141793.93,315879001.11,315879001.11,,11051684.1,514038517.47,,,,19464744760.94,2166607744.43,,,,,,,,815585762.07,,,,,,,946562408.51,,317896742.4,20513008.21,,,,,23677119.78,,,,206745173.0,218366721.54,116036692.64,102330028.9,,,102330028.9,,102330028.9,,,111007214.79,20338024.39,,10699257.83,367139505.28,76229429.23,,,,,68207237787.91,,1106122511.86,,,,,,,,,1707459159.67,,186211181.36,114774052.86,71437128.5,7279655.89,818918328.42,,,104642055.11,,,,,,,45765568299.34,211469977.08,5289995028.97,,,,,386850303.8,,,444478.15,,,108724956.07,41159576.14,,,,,,,56255563335.11,,1455555556.0,,,,3862468408.23,61431950.24,,604358636.5,664249650.43,5303610251.4,,,,11951674452.8,,11951674452.8,68207237787.91,定期报告,是,20240426,CNY,合并期末,2023-04-26T21:51:02
20220930,,36878991737.93,,,,,,1141350.01,,,,,7674286713.98,16549921.33,373218550.82,373218550.82,,10871846.34,592673096.89,,,,19372260271.56,1848280707.7,,,,,,,,1043832559.86,,,,,,,912436320.32,,320863130.49,20261961.64,,,,,25217355.94,,,,185492727.56,,,,,,101870602.31,,101870602.31,,,121703788.2,21684903.83,,11264125.54,376358156.23,56907867.31,,,,,69920000097.6,,1527165265.7,,,,,,,,,1314247377.9,,279580555.58,167318872.86,112261682.72,2444207.98,791312065.08,,,218352809.28,,,,,,,48706561676.1,304313188.41,3495008870.44,,,,,832490758.27,,,450036.18,,,114193237.39,71158124.05,,,,,,,58151945983.18,,1455555556.0,,,,3862641037.66,77212325.73,,569827332.58,629718346.51,5173099515.94,,,,11768054114.42,,11768054114.42,69920000097.6,定期报告,未审计,20221027,CNY,合并期末,2022-10-26T22:16:01
20220630,,34409245457.37,,,,,,1001262.29,,,,,7024867561.48,7385013.14,376759700.34,376759700.34,,7827887.49,997638428.66,,,,22600084742.19,1887532211.29,,,,,,,,2156125165.59,,,,,,,938110428.5,,323477117.1,20010915.07,,,,,25217355.94,,,,265459952.67,214835116.95,111254018.1,103581098.85,,,103581098.85,,103581098.85,,,128685660.87,21996395.19,,10900635.89,452700278.85,63805673.29,,,,,71732781426.01,,1757094903.02,,,,,,,,,1699752218.13,,314663423.93,200424931.22,114238492.71,7360482.21,792781728.5,,,185403906.18,,,,,,,49386691166.14,223690282.55,3960814870.06,,,,,1035523823.78,,,425530.1,,,121611046.22,133786767.53,,,,,,,60187659716.8,,1455555556.0,,,,3862641037.66,10787259.03,,569827332.58,629718346.51,5016592177.43,,,,11545121709.21,,11545121709.21,71732781426.01,定期报告,未审计,20220826,CNY,合并期末,2022-08-25T22:01:01
20220331,,32371900566.33,,,,,,120328.22,,,,,5471607887.03,65677556.33,275250653.08,275250653.08,,23419370.69,1221685981.23,,,,20884221686.33,1579524494.36,,,,,,,,3131361853.72,,,,,,,935682278.26,,326091103.71,,,,,,25217355.94,,,,156476002.9,,,,,,104951537.91,,104951537.91,,,88381782.54,21790926.41,,10955189.48,349106996.98,148551059.36,,,,,67288053783.34,,1517968445.32,,,,,,,,,1389929600.91,,529287446.35,222273111.22,307014335.13,1799590.83,763064230.58,,,181680806.73,,,304603356.16,,,,44984313653.7,164870699.19,4103488031.93,,,,,1068601013.23,,,403546.78,,,86819475.29,127894996.95,,,,,,,55677248361.82,,1455555556.0,,,,3862641037.66,-47662861.74,,569827332.58,629718346.51,5140726010.51,,,,11610805421.52,,11610805421.52,67288053783.34,定期报告,未审计,20220427,CNY,合并期末,2022-04-26T19:36:02
20211231,,33255005328.0,,,,,,1325505.95,,,,,5497651682.93,7489003.82,216781470.18,216781470.18,,22178136.39,381942375.25,,,,20730379152.48,1134893873.37,,,,,,,,1478205884.4,,,,,,,972070813.77,,328705090.32,,50061273.97,,,,25780900.94,,,,133180625.0,217770701.96,113399208.64,104371493.32,,,104371493.32,,104371493.32,,,95568951.69,23121827.4,,11705515.15,278735865.22,99091092.13,,,,,64971771432.68,,1700904095.68,,,,,,,,,1486806168.05,,291755772.94,182251644.0,109504128.94,7276874.75,930287840.11,,,335888964.1,,,301378356.16,,,,44011380563.5,231177278.14,2731220424.71,,,,,760955019.66,,,406825.86,,,91920041.43,81535287.37,,,,,,,53386093433.89,,1455555556.0,,,,3862739025.99,-40294889.82,,569827332.58,629718346.51,5108132627.53,,,,11585677998.79,,11585677998.79,64971771432.68,定期报告,是,20230427,CNY,合并期末,2022-04-26T19:26:01
20210930,,27299552317.51,,,,,,1928880.71,,,,,4537160035.84,,153682839.14,153682839.14,,2658017.54,1183864894.74,,,,24953248223.95,1339341208.97,,,,,,,,2158674978.34,,,,,,,926162147.32,,331407177.3,,,,,,25780900.94,,,,264876737.41,,,,,,99302283.52,,99302283.52,,,90177196.86,20810650.81,,,417657941.97,118337253.58,,,,,63911476056.5,,1247877206.24,,,,,,,,,1074964587.76,,303525871.75,115941144.0,187584727.75,1940231.32,886991248.3,,,270574703.89,,,,,,,45733913040.65,202235070.09,3164660617.94,,,,,1253715493.42,,,414538.44,,,88890105.62,472086518.18,,,,,,,55247750341.68,,1310000000.0,,,,1501072377.99,-23905769.55,,489739107.05,549630120.98,4837189878.35,,,,8663725714.82,,8663725714.82,63911476056.5,招股说明书/意向书,未审计,20211109,CNY,合并期末,2021-11-09T01:26:02
20210630,,25765930553.62,,,,,,1036894.06,,,,,4681156410.12,,117804696.45,117804696.45,,95491034.89,1419272425.64,,,,18435333340.79,1051804961.64,,,,,,,,1898884930.71,,,,,,,883824440.74,,333699114.08,,,,,,25780900.94,,,,227195229.12,211814440.68,115722213.4,96092227.28,,,96092227.28,,96092227.28,,,91623093.58,21796507.85,,,361476583.89,81742013.0,,,,,56914982890.21,,3032455351.41,,,,,,,,,1257297804.38,,237744458.38,50000000.0,187744458.38,7338417.86,853920682.39,,,249292632.85,,,,,,,37617143844.38,209236928.29,2810921419.85,,,,,1023446719.15,,,414040.85,,,91388609.54,498521189.75,,,,,,,48388505801.23,,1310000000.0,,,,1501072377.99,-25365194.27,,489739107.05,549630120.98,4701400677.23,,,,8526477088.98,,8526477088.98,56914982890.21,招股说明书/意向书,是,20211109,CNY,合并期末,2021-08-26T20:26:09
20201231,,20011941230.41,,,,,,6853677.24,,,,,3948448688.5,7100000.0,49898301.0,49898301.0,,49147244.81,520667316.35,,,,16866987536.5,450700058.47,,,,,,,,1487519112.57,,,,,,,704400897.48,,339048536.78,,,,,,25838630.14,,,,188807500.29,209773359.35,111431675.58,98341683.77,,,98341683.77,,98341683.77,,,,23955193.26,,11508050.85,252435654.23,162112101.13,,,,,45377194307.14,,1237622713.74,,,,,,,,,758704192.57,,92533817.44,,92533817.44,7217084.5,877368031.14,,,156179183.84,,,301378356.16,,,,31516909407.39,244053509.54,1330944910.46,,,,,479222469.14,,,418767.91,,,,130393873.83,,,,,,,37579148862.16,,1310000000.0,,,,1501621789.21,-14700285.08,,489739107.05,549630120.98,3961754712.82,,,,7798045444.98,,7798045444.98,45377194307.14,定期报告,是,20220427,CNY,合并期末,2021-04-07T19:21:03
20200630,,17841293500.0,,,,,,5993200.0,,,,,2954801000.0,,67965700.0,67965700.0,,20591300.0,639023500.0,,,,15251431000.0,339650000.0,,,,,,,,2030358800.0,,,,,,,571599800.0,,344315300.0,,,,,,26845000.0,,,,91474000.0,,,,,,100152800.0,,100152800.0,,,,24124500.0,,,218087500.0,242886100.0,,,,,40940782300.0,,880588300.0,,,,,,,,,749118600.0,,87550800.0,,87550800.0,,779568800.0,,,60551500.0,,,,,,,28940159200.0,132480900.0,808706700.0,,,,,779196100.0,,,454500.0,,,,98939900.0,,,,,,,33651027700.0,,1310000000.0,,,,1501621800.0,55446500.0,,398170700.0,458061700.0,3566453800.0,,,,7289754500.0,,7289754500.0,40940782300.0,招股说明书(申报稿),是,20201218,CNY,合并期末,2020-11-20T09:11:14
20191231,,17277242747.04,,,,,,732176.67,,,,,4130938590.83,,24875121.09,24875121.09,,1793095.85,302040051.78,,,,11948220853.81,88317675.95,,,,,,,,1531314799.31,,,,,,,486824372.27,,10035071.69,,,,,,26845000.0,,,,87529106.96,339701481.76,107570731.26,232130750.5,,,232130750.5,,232130750.5,,,,233733432.01,,,193591338.28,234630376.94,,,,,36799466218.55,,562544509.0,,,,,,,,,1783215819.12,,107960512.29,,107960512.29,741569234.77,783931911.56,,,168563751.51,,,,,,,24969518084.12,43497081.98,453901480.21,,,,,,,,445737.05,,,,,,,,,,,29935540124.23,,1310000000.0,,,,1501682614.86,39928823.91,,398170713.39,458061727.32,3156082214.84,,,,6863926094.32,,6863926094.32,36799466218.55,招股说明书/意向书,是,20211109,CNY,合并期末,2020-11-20T09:11:14
20190930,,16086375536.05,,,,,,,,,,,4001547725.8,,4297577.32,4297577.32,,,161775487.75,55328.42,1634376.91,,13157335816.35,,,,,,,,,1219350801.2,,,,,,,413317396.11,,3502230.07,,,,,9362956.83,34516168.39,,,,72620756.36,,,,,,,,,,,,232778955.96,,12942758.67,132864785.68,,,366301685.87,35291992591.84,1040870145.15,36332862736.99,,707485874.0,,,,,,,,,,,,,,571851608.37,577963075.33,,,91946584.39,,,,,,,24897184021.27,,,7636181.63,,,,,,,60674200.76,,,,,,,,27613487220.16,,133294957.12,27746782177.28,,1310000000.0,,,,1500868930.15,45755018.64,,296991371.55,356882385.48,3310853771.94,,,,6821351477.76,1764729081.95,8586080559.71,36332862736.99,定期报告,未审计,20191018,CNY,合并期末,2020-11-20T09:11:14
20190630,,17402683935.8,,,,,,,,,,,4069826752.92,,26163679.23,26163679.23,,,339260935.14,53300544.14,3950815.95,,12795587432.59,131287423.49,,,,,,,,1245692678.08,,,,,,,398170043.71,,3535806.4,,,,,,27540000.0,,,,81556923.15,,,,,,99388535.87,,,,,,235530905.37,,11769116.05,133025083.92,,,259908519.76,36394620262.72,1010647386.42,37405267649.14,,702485874.0,,,,,,,,,1916553220.52,,81629589.98,,81629589.98,577231607.66,564075095.04,,,113081057.12,,2113035.0,,,,,26172997449.89,,280023505.4,,,,,,,,437725.92,,,,,,,,30631174463.5,,81994649.06,30713169112.56,,1310000000.0,,,,1500868930.15,24437895.25,,296991371.55,356882385.48,3202917954.15,,,,6692098536.58,,6692098536.58,37405267649.14,定期报告,是,20200420,CNY,合并期末,2020-11-20T09:11:14
20190331,,14769071398.99,,,,,,,,,,,3058434964.39,,1523528.18,1523528.18,,,132761881.2,52800000.0,16621844.96,,10922563031.19,,,,,,,,,1411603924.85,,,,,,,335364516.7,,3569382.73,,,,,14451505.53,27540000.0,,,,55881055.61,,,,,,,,,,,,238242664.96,,12942126.43,115191970.98,,,286660368.2,30777604932.62,928531879.2,31706136811.82,,645000000.0,,,,,,,,,3003075.04,,7115.13,,7115.13,314690442.95,516108681.6,,,86502741.26,,,,,,,22247896302.67,,,,,,,,,,52619071.97,,,,,,,,24218708279.07,,108500127.58,24327208406.65,,1310000000.0,,,,1500868930.15,2226744.86,,296991371.55,356882385.48,2828503507.41,,,,6295472939.45,1083455465.72,7378928405.17,31706136811.82,定期报告,未审计,20190423,CNY,合并期末,2020-11-20T09:11:14
20181231,,15100136062.53,,,,,,,,,,,251501334.99,,2997113.99,2997113.99,,,176585144.04,,,,9087605113.81,93487921.96,,,,,,,,973484388.78,,,,,2631966620.73,,326610079.92,,3602959.06,,,,,,,,,,18398329.89,201402309.62,98798485.54,102603824.08,,,102603824.08,,102603824.08,,,,241219290.44,,,147181663.99,267198324.18,,,,,29433156045.91,,428000000.0,,,,,,,,,988122622.02,,16818922.3,,16818922.3,406991421.73,534545299.95,,,145792896.46,,,,,,,20177662893.66,,462040305.45,,,,,,,,68865421.9,,,,,,,,,,,23460988714.9,,1310000000.0,,,,1500868930.15,-59662853.6,,296991371.55,356882385.48,2567087497.43,,,,5972167331.01,,5972167331.01,29433156045.91,招股说明书/意向书,是,20211109,CNY,合并期末,2020-11-20T09:11:14
