报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,477593628.98,,,,,,,,,,,37414867.32,37004227.7,552012724.0,473548208.03,,,,,,96878873.6,11820549.59,54927414.2,637175045.42,-85162321.42,,140523792.5,557088.73,490488.69,,,,,141571369.92,98648614.6,109500000.0,,,,,208148614.6,-66577244.68,,,,446193052.0,,,446193052.0,257457625.74,7019789.33,,,264477415.07,181715636.93,-14547892.89,15428177.94,742425443.9,,,,,757853621.84,定期报告,未审计,20260427,CNY,合并期末,2026-04-26T15:48:05
20251231,,1934662948.56,,,,,,,,,,,145530368.53,38793249.33,2118986566.42,1554816769.92,,,,,,340153866.95,55041683.8,211300149.67,2161312470.34,-42325903.92,,710770000.0,3810383.76,792037.22,,,,,715372420.98,322566004.55,721045117.24,,114271763.05,,,1157882884.84,-442510463.86,,1000000.0,1000000.0,1077638990.69,,,1078638990.69,571071407.46,151927564.22,,8813098.44,731812070.12,346826920.57,-20245156.29,-158254603.5,900680047.4,742425443.9,900680047.4,,,742425443.9,定期报告,是,20260427,CNY,合并期末,2026-04-26T20:00:11
20250930,,1386341893.59,,,,,,,,,,,104113400.36,73936391.49,1564391685.44,1131021487.17,,,,,,246829297.43,46047544.78,183114563.41,1607012892.79,-42621207.35,,448890000.0,2787872.22,,,,,,451677872.22,213557932.62,511939388.11,,114390511.89,,,839887832.62,-388209960.4,,1000000.0,,989551390.69,,9514905.07,1000066295.76,508144755.53,130696407.58,,31358436.45,670199599.56,329866696.2,9724427.31,-91240044.24,900680047.4,,,,,809440003.16,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:40:13
20250630,,953750049.83,,,,,,,,,,,75145009.92,54659887.3,1083554947.05,774137439.5,,,,,,162709034.02,22146432.49,63725444.83,1022718350.84,60836596.21,,285500000.0,1899188.14,461195.55,,,,,287860383.69,165701392.66,317914403.01,,115081476.34,,,598697272.01,-310836888.32,,1000000.0,,648455770.69,,5723394.9,655179165.59,234366412.45,124328088.52,,20606225.54,379300726.51,275878439.08,3096329.76,28974476.73,900680047.4,958268810.96,929294334.23,,,929654524.13,定期报告,未审计,20250818,CNY,合并期末,2025-08-17T15:38:12
20250331,,493125250.29,,,,,,,,,,,46703853.25,18509703.61,558338807.15,360807318.64,,,,,,74985859.97,24282070.69,24655794.52,484731043.82,73607763.33,,165500000.0,93951.42,,,,,,165593951.42,213200647.03,208000000.0,,,,,421200647.03,-255606695.61,,,,459137515.98,,,459137515.98,130469706.47,52411904.79,,18655510.17,201537121.43,257600394.55,3087674.98,78689137.25,900680047.4,,,,,979369184.65,定期报告,未审计,20260427,CNY,合并期末,2025-04-23T18:24:05
20241231,,1707645992.01,,,,,,,,,,,119034117.39,36149948.05,1862830057.45,942078323.56,,,,,,233659008.26,57699645.25,261297260.38,1494734237.45,368095820.0,,1238000000.0,5572882.77,,,,,,1243572882.77,655191549.25,1158000000.0,,,,,1813191549.25,-569618666.48,,,,702186949.0,,,702186949.0,407166165.64,267934245.72,,31660928.86,706761340.22,-4574391.22,7238392.58,-198858845.12,1099538892.52,900680047.4,1099538892.52,,,900680047.4,定期报告,是,20260427,CNY,合并期末,2025-04-17T21:26:08
20240930,,1339827803.62,,,,,,,,,,,84658165.75,62472709.31,1486958678.68,818189280.18,,,,,,160249263.45,42234070.82,179845197.53,1200517811.98,286440866.7,,920000000.0,4302258.24,,,,,,924302258.24,438867721.06,822000000.0,,,,,1260867721.06,-336565462.82,,,,596375350.5,,,596375350.5,196499747.97,191247055.81,,41143608.04,428890411.82,167484938.68,-8660869.93,108699472.63,1099538892.52,,,,,1208238365.15,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T19:50:09
20240630,,720127298.6,,,,,,,,,,,55085990.27,28928298.79,804141587.66,428284322.89,,,,,,93421099.83,26110767.48,57462878.54,605279068.74,198862518.92,,668000000.0,2991650.07,,,,,,670991650.07,269339473.11,620000000.0,,,,,889339473.11,-218347823.04,,,,362406949.0,,,362406949.0,103870678.02,155349723.39,,31944347.98,291164749.39,71242199.61,2239063.95,53995959.44,1099538892.53,1153534851.97,1099538892.53,,,1153534851.97,定期报告,未审计,20250818,CNY,合并期末,2024-08-15T18:50:24
20240331,,272377856.11,,,,,,,,,,,25505501.71,14731378.52,312614736.34,179387239.05,,,,,,45261566.59,14812672.1,17497063.32,256958541.06,55656195.28,,260000000.0,1863146.23,,,,,,261863146.23,164531566.88,230000000.0,,,,,394531566.88,-132668420.65,,,,220000000.0,,,220000000.0,78370962.86,2047813.04,,32765255.23,113184031.13,106815968.87,-714548.4,29089195.1,1099538892.52,,,,,1128628087.62,定期报告,未审计,20250424,CNY,合并期末,2024-04-24T20:50:07
20231231,,1198940132.84,,,,,,,,,,,76067990.13,62285315.15,1337293438.12,730185834.77,,,,,,174650902.08,27650234.6,147275222.45,1079762193.9,257531244.22,,1373568100.0,13260903.64,1764488.5,,0.0,,,1388593492.14,267698269.04,1118568100.0,,9213718.8,,,1395480087.84,-6886595.7,,0.0,,357807876.54,,0.0,357807876.54,210641980.46,140288219.28,,1596303.08,352526502.82,5281373.72,10791877.73,266717899.97,832820992.55,1099538892.52,832820992.55,,,1099538892.52,定期报告,是,20250418,CNY,合并期末,2024-04-16T21:40:03
