stock_code,report_year,source,rds_name,rds_value,tushare_label,tushare_value,abs_diff,rel_err_pct,class,color
600519,2020,tushare_vs_rds,[balance_sheet] 货币资金,36091090060.9,[balance_sheet] money_cap,36091090060.9,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 拆出资金,118199586541.06,[balance_sheet] loanto_oth_bank_fi,118199586541.06,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其中：应收票据,1532728979.67,[balance_sheet] notes_receiv,1532728979.67,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 预付款项,898436259.15,[balance_sheet] prepayment,898436259.15,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其他应收款,34488582.19,[balance_sheet] oth_receiv,34488582.19,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 存货,28869087678.06,[balance_sheet] inventories,28869087678.06,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其他流动资产,26736855.91,[balance_sheet] oth_cur_assets,26736855.91,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 流动资产合计,185652154956.94,[balance_sheet] total_cur_assets,185652154956.94,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 发放贷款及垫款-非流动资产,2953036834.8,[balance_sheet] decr_in_disbur,2953036834.8,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 固定资产,16225082847.29,[balance_sheet] fix_assets,16225082847.29,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 在建工程,2447444843.03,[balance_sheet] cip,2447444843.03,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 无形资产,4817170981.91,[balance_sheet] intan_assets,4817170981.91,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 长期待摊费用,147721526.43,[balance_sheet] lt_amor_exp,147721526.43,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 递延所得税资产,1123225086.37,[balance_sheet] defer_tax_assets,1123225086.37,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 债权投资,20143397.78,[balance_sheet] debt_invest,20143397.78,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其他非流动金融资产,9830052.91,[cash_flow] lt_amort_deferred_exp,10562811.76,732758.8499999996,7.454271677974107,large_error,red
600519,2020,tushare_vs_rds,[balance_sheet] 非流动资产合计,27743655570.52,[balance_sheet] total_nca,27743655570.52,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 资产总计,213395810527.46,[balance_sheet] total_assets,213395810527.46,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 吸收存款及同业存放,14241859949.77,[balance_sheet] depos_ib_deposits,14241859949.77,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其中：应付账款,1342267668.12,[balance_sheet] acct_payable,1342267668.12,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 合同负债,13321549147.69,[balance_sheet] contract_liab,13321549147.69,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其他流动负债,1609801368.51,[balance_sheet] oth_cur_liab,1609801368.51,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 流动负债合计,45673669912.95,[balance_sheet] total_cur_liab,45673669912.95,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 递延所得税负债,1457513.23,[balance_sheet] defer_tax_liab,1457513.23,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 非流动负债合计,1457513.23,[balance_sheet] defer_tax_liab,1457513.23,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 负债合计,45675127426.18,[balance_sheet] total_liab,45675127426.18,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 实收资本（或股本）,1256197800.0,[balance_sheet] total_share,1256197800.0,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 资本公积,1374964415.72,[balance_sheet] cap_rese,1374964415.72,0.0,0.0,exact,green
600519,2020,tushare_vs_rds,[balance_sheet] 其他综合收益,-5331367.75,[balance_sheet] oth_comp_income,-5331367.75,0.0,0.0,exact,green
