stock_code,report_year,source,rds_name,rds_value,tushare_label,tushare_value,abs_diff,rel_err_pct,class,color
000651,2020,tushare_vs_rds,[balance_sheet] 货币资金,136413143859.81,[balance_sheet] money_cap,136413143859.81,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 衍生金融资产,285494153.96,[balance_sheet] deriv_assets,285494153.96,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其中：应收账款,8738230905.44,[balance_sheet] accounts_receiv,8738230905.44,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 预付款项,3129202003.24,[balance_sheet] prepayment,3129202003.24,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其他应收款,147338547.86,[balance_sheet] oth_receiv,147338547.86,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 存货,27879505159.39,[balance_sheet] inventories,27879505159.39,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 交易性金融资产,370820500.0,[balance_sheet] trad_asset,370820500.0,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 合同资产,78545525.6,[balance_sheet] contract_assets,78545525.6,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其他流动资产,15617301913.87,[balance_sheet] oth_cur_assets,15617301913.87,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 流动资产合计,213632987164.66,[balance_sheet] total_cur_assets,213632987164.66,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 发放贷款及垫款-非流动资产,5273805581.52,[balance_sheet] decr_in_disbur,5273805581.52,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 长期股权投资,8119841062.14,[balance_sheet] lt_eqt_invest,8119841062.14,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 投资性房地产,463420861.39,[balance_sheet] invest_real_estate,463420861.39,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 固定资产,18990525087.94,[balance_sheet] fix_assets_total,18990525087.94,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 在建工程,4016082730.07,[balance_sheet] cip,4016082730.07,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 无形资产,5878288762.64,[balance_sheet] intan_assets,5878288762.64,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 商誉,201902704.02,[balance_sheet] goodwill,201902704.02,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 长期待摊费用,8567923.5,[balance_sheet] lt_amor_exp,8567923.5,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 递延所得税资产,11550292201.02,[balance_sheet] defer_tax_assets,11550292201.02,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其他债权投资,502202293.17,[balance_sheet] oth_debt_invest,502202293.17,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其他权益工具投资,7788405891.47,[balance_sheet] lt_eqt_invest,8119841062.14,331435170.6700001,4.255494324364807,large_error,red
000651,2020,tushare_vs_rds,[balance_sheet] 其他非流动金融资产,2003483333.33,[balance_sheet] lt_borr,1860713816.09,142769517.24,7.126064632776459,large_error,red
000651,2020,tushare_vs_rds,[balance_sheet] 其他非流动资产,788118031.4,[balance_sheet] oth_nca,788118031.4,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 非流动资产合计,65584936463.61,[balance_sheet] total_nca,65584936463.61,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 资产总计,279217923628.27,[balance_sheet] total_assets,279217923628.27,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 短期借款,20304384742.34,[balance_sheet] st_borr,20304384742.34,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 吸收存款及同业存放,261006708.24,[balance_sheet] depos_ib_deposits,261006708.24,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 拆入资金,300020250.0,[balance_sheet] loan_oth_bank,300020250.0,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 卖出回购金融资产款,475033835.62,[balance_sheet] sold_for_repur_fa,475033835.62,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其中：应付票据,21427071950.32,[balance_sheet] notes_payable,21427071950.32,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其中：应付账款,31604659166.88,[balance_sheet] acct_payable,31604659166.88,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 合同负债,11678180424.65,[balance_sheet] contract_liab,11678180424.65,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 其他流动负债,64382254283.54,[balance_sheet] oth_cur_liab,64382254283.54,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 流动负债合计,158478718130.74,[balance_sheet] total_cur_liab,158478718130.74,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 长期借款,1860713816.09,[balance_sheet] lt_borr,1860713816.09,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 长期应付职工薪酬,149859788.0,[balance_sheet] lt_payroll_payable,149859788.0,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 递延收益-非流动负债,437033702.46,[balance_sheet] defer_inc_non_cur_liab,437033702.46,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 递延所得税负债,1411111102.84,[balance_sheet] defer_tax_liab,1411111102.84,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 非流动负债合计,3858718409.39,[balance_sheet] total_ncl,3858718409.39,0.0,0.0,exact,green
000651,2020,tushare_vs_rds,[balance_sheet] 负债合计,162337436540.13,[balance_sheet] total_liab,162337436540.13,0.0,0.0,exact,green
