stock_code,year,period,statement_type,field_code,field_name,value,display_order
002829,2022,annual,cash_flow,F123N,净利润,239000000.0,85
002829,2022,annual,cash_flow,F135N,经营性应收项目的减少,-394000000.0,97
002829,2021,annual,cash_flow,F123N,净利润,178000000.0,85
002829,2021,annual,cash_flow,F129N,固定资产报废损失,400.0,91
002829,2021,annual,cash_flow,F134N,存货的减少,-112999999.99999999,96
002829,2021,annual,cash_flow,F135N,经营性应收项目的减少,-158000000.0,97
002829,2021,annual,cash_flow,F136N,经营性应付项目的增加,105000000.0,98
002829,2020,annual,cash_flow,F123N,净利润,131000000.0,85
002829,2020,annual,cash_flow,F128N,处置固定资产损失,-100.0,90
002829,2020,annual,cash_flow,F134N,存货的减少,-111000000.00000001,96
002829,2020,annual,cash_flow,F136N,经营性应付项目的增加,142000000.0,98
