stock_code,year,period,statement_type,field_code,field_name,value,display_order
000717,2022,annual,cash_flow,F123N,净利润,-1283000000.0,85
000717,2022,annual,cash_flow,F125N,固定资产折旧,1173000000.0,87
000717,2022,annual,cash_flow,F129N,固定资产报废损失,114999999.99999999,91
000717,2022,annual,cash_flow,F132N,递延所得税资产减少,-240000000.0,94
000717,2022,annual,cash_flow,F134N,存货的减少,363000000.0,96
000717,2022,annual,cash_flow,F135N,经营性应收项目的减少,-1135000000.0,97
000717,2022,annual,cash_flow,F136N,经营性应付项目的增加,1789000000.0,98
000717,2021,annual,cash_flow,F123N,净利润,1922000000.0,85
000717,2021,annual,cash_flow,F125N,固定资产折旧,1002999999.9999999,87
000717,2021,annual,cash_flow,F134N,存货的减少,-495000000.0,96
000717,2021,annual,cash_flow,F135N,经营性应收项目的减少,654000000.0,97
000717,2021,annual,cash_flow,F136N,经营性应付项目的增加,115999999.99999999,98
000717,2020,annual,cash_flow,F123N,净利润,1861000000.0,85
000717,2020,annual,cash_flow,F125N,固定资产折旧,967000000.0,87
000717,2020,annual,cash_flow,F135N,经营性应收项目的减少,-496000000.0,97
000717,2020,annual,cash_flow,F136N,经营性应付项目的增加,417000000.0,98
