stock_code,year,period,statement_type,field_code,field_name,value,display_order
600326,2022,annual,cash_flow,F123N,净利润,3843000000.0,85
600326,2022,annual,cash_flow,F124N,资产减值准备,2841000000.0,86
600326,2022,annual,cash_flow,F127N,长期待摊费用摊销,-581000000.0,89
600326,2022,annual,cash_flow,F128N,处置固定资产损失,118000000.0,90
600326,2022,annual,cash_flow,F129N,固定资产报废损失,296000000.0,91
600326,2022,annual,cash_flow,F134N,存货的减少,176000000.0,96
600326,2021,annual,cash_flow,F123N,净利润,2413000000.0,85
600326,2021,annual,cash_flow,F124N,资产减值准备,3843000000.0,86
600326,2021,annual,cash_flow,F127N,长期待摊费用摊销,100000000.0,89
600326,2021,annual,cash_flow,F129N,固定资产报废损失,235000000.0,91
600326,2021,annual,cash_flow,F134N,存货的减少,157000000.0,96
600326,2020,annual,cash_flow,F123N,净利润,3522999999.9999995,85
600326,2020,annual,cash_flow,F124N,资产减值准备,2413000000.0,86
600326,2020,annual,cash_flow,F127N,长期待摊费用摊销,799000000.0,89
600326,2020,annual,cash_flow,F129N,固定资产报废损失,220000000.00000003,91
600326,2020,annual,cash_flow,F134N,存货的减少,155000000.0,96
