stock_code,year,period,statement_type,field_code,field_name,value,display_order
000863,2022,annual,cash_flow,F134N,存货的减少,-242000000.0,96
000863,2022,annual,cash_flow,F135N,经营性应收项目的减少,252000000.0,97
000863,2021,annual,cash_flow,F124N,资产减值准备,179000000.0,86
000863,2021,annual,cash_flow,F131N,投资损失,-156000000.0,93
000863,2021,annual,cash_flow,F134N,存货的减少,1531000000.0,96
000863,2021,annual,cash_flow,F135N,经营性应收项目的减少,-202999999.99999997,97
000863,2021,annual,cash_flow,F136N,经营性应付项目的增加,-1377000000.0,98
000863,2020,annual,cash_flow,F123N,净利润,209000000.0,85
000863,2020,annual,cash_flow,F133N,递延所得税负债增加,-120000000.0,95
000863,2020,annual,cash_flow,F134N,存货的减少,3263000000.0000005,96
000863,2020,annual,cash_flow,F135N,经营性应收项目的减少,-911000000.0,97
000863,2020,annual,cash_flow,F136N,经营性应付项目的增加,163000000.0,98
