stock_code,year,period,statement_type,field_code,field_name,value,display_order
601088,2022,annual,cash_flow,F123N,净利润,156706000000.0,85
601088,2022,annual,cash_flow,F124N,资产减值准备,131458000000.0,86
601088,2022,annual,cash_flow,F127N,长期待摊费用摊销,81696000000.0,89
601088,2022,annual,cash_flow,F128N,处置固定资产损失,3372000000.0,90
601088,2022,annual,cash_flow,F129N,固定资产报废损失,19530000000.0,91
601088,2022,annual,cash_flow,F130N,公允价值变动损失,2057000000.0,92
601088,2022,annual,cash_flow,F131N,投资损失,-189000000.0,93
601088,2022,annual,cash_flow,F134N,存货的减少,849000000.0,96
601088,2022,annual,cash_flow,F135N,经营性应收项目的减少,-2420000000.0,97
601088,2021,annual,cash_flow,F123N,净利润,112880000000.0,85
601088,2021,annual,cash_flow,F124N,资产减值准备,156706000000.0,86
601088,2021,annual,cash_flow,F127N,长期待摊费用摊销,59134000000.0,89
601088,2021,annual,cash_flow,F128N,处置固定资产损失,1292000000.0,90
601088,2021,annual,cash_flow,F129N,固定资产报废损失,17795000000.0,91
601088,2021,annual,cash_flow,F130N,公允价值变动损失,1823999999.9999998,92
601088,2021,annual,cash_flow,F131N,投资损失,-346000000.0,93
601088,2021,annual,cash_flow,F135N,经营性应收项目的减少,885000000.0,97
601088,2020,annual,cash_flow,F123N,净利润,41827000000.0,85
601088,2020,annual,cash_flow,F124N,资产减值准备,112880000000.0,86
601088,2020,annual,cash_flow,F127N,长期待摊费用摊销,47265000000.0,89
601088,2020,annual,cash_flow,F128N,处置固定资产损失,1523000000.0,90
601088,2020,annual,cash_flow,F129N,固定资产报废损失,17341000000.0,91
601088,2020,annual,cash_flow,F130N,公允价值变动损失,1548000000.0,92
601088,2020,annual,cash_flow,F131N,投资损失,160000000.0,93
601088,2020,annual,cash_flow,F133N,递延所得税负债增加,134000000.00000001,95
601088,2020,annual,cash_flow,F134N,存货的减少,1188000000.0,96
601088,2020,annual,cash_flow,F135N,经营性应收项目的减少,-3178000000.0,97
