stock_code,year,period,statement_type,field_code,field_name,value,display_order
300309,2022,annual,cash_flow,F123N,净利润,-1051000000.0,85
300309,2022,annual,cash_flow,F131N,投资损失,675000000.0,93
300309,2022,annual,cash_flow,F132N,递延所得税资产减少,160000000.0,94
300309,2022,annual,cash_flow,F134N,存货的减少,1386000000.0,96
300309,2022,annual,cash_flow,F135N,经营性应收项目的减少,-550000000.0,97
300309,2022,annual,cash_flow,F136N,经营性应付项目的增加,-532000000.0,98
300309,2021,annual,cash_flow,F123N,净利润,-1034000000.0,85
300309,2021,annual,cash_flow,F135N,经营性应收项目的减少,339000000.0,97
300309,2021,annual,cash_flow,F136N,经营性应付项目的增加,187000000.0,98
300309,2020,annual,cash_flow,F123N,净利润,-586000000.0,85
300309,2020,annual,cash_flow,F134N,存货的减少,135000000.0,96
300309,2020,annual,cash_flow,F135N,经营性应收项目的减少,508000000.0,97
300309,2020,annual,cash_flow,F136N,经营性应付项目的增加,-175000000.0,98
