stock_code,year,period,statement_type,field_code,field_name,value,display_order
603195,2022,annual,cash_flow,F123N,净利润,3186000000.0,85
603195,2022,annual,cash_flow,F125N,固定资产折旧,237000000.0,87
603195,2022,annual,cash_flow,F131N,投资损失,-272000000.0,93
603195,2022,annual,cash_flow,F134N,存货的减少,101000000.0,96
603195,2022,annual,cash_flow,F136N,经营性应付项目的增加,-220000000.00000003,98
603195,2021,annual,cash_flow,F123N,净利润,2780000000.0,85
603195,2021,annual,cash_flow,F125N,固定资产折旧,218000000.00000003,87
603195,2021,annual,cash_flow,F131N,投资损失,-190000000.0,93
603195,2021,annual,cash_flow,F134N,存货的减少,-596000000.0,96
603195,2021,annual,cash_flow,F135N,经营性应收项目的减少,-191000000.0,97
603195,2021,annual,cash_flow,F136N,经营性应付项目的增加,869000000.0,98
603195,2020,annual,cash_flow,F123N,净利润,2313000000.0,85
603195,2020,annual,cash_flow,F125N,固定资产折旧,185000000.0,87
603195,2020,annual,cash_flow,F134N,存货的减少,184000000.0,96
603195,2020,annual,cash_flow,F136N,经营性应付项目的增加,763000000.0,98
