stock_code,year,period,statement_type,field_code,field_name,value,display_order
300123,2022,annual,cash_flow,F123N,净利润,-1197000000.0,85
300123,2022,annual,cash_flow,F124N,资产减值准备,901000000.0,86
300123,2022,annual,cash_flow,F125N,固定资产折旧,158000000.0,87
300123,2022,annual,cash_flow,F135N,经营性应收项目的减少,-546000000.0,97
300123,2022,annual,cash_flow,F136N,经营性应付项目的增加,250000000.0,98
300123,2021,annual,cash_flow,F123N,净利润,-1188000000.0,85
300123,2021,annual,cash_flow,F124N,资产减值准备,951000000.0,86
300123,2021,annual,cash_flow,F125N,固定资产折旧,148000000.0,87
300123,2021,annual,cash_flow,F135N,经营性应收项目的减少,-265000000.0,97
300123,2021,annual,cash_flow,F136N,经营性应付项目的增加,142000000.0,98
300123,2020,annual,cash_flow,F125N,固定资产折旧,119000000.0,87
300123,2020,annual,cash_flow,F134N,存货的减少,-195000000.0,96
300123,2020,annual,cash_flow,F135N,经营性应收项目的减少,-269000000.0,97
300123,2020,annual,cash_flow,F136N,经营性应付项目的增加,186000000.0,98
