stock_code,year,period,statement_type,field_code,field_name,value,display_order
300660,2022,annual,cash_flow,F123N,净利润,308000000.0,85
300660,2022,annual,cash_flow,F135N,经营性应收项目的减少,556000000.0,97
300660,2022,annual,cash_flow,F136N,经营性应付项目的增加,-746000000.0,98
300660,2021,annual,cash_flow,F123N,净利润,263000000.0,85
300660,2021,annual,cash_flow,F134N,存货的减少,-112000000.00000001,96
300660,2020,annual,cash_flow,F123N,净利润,280000000.0,85
300660,2020,annual,cash_flow,F135N,经营性应收项目的减少,-204999999.99999997,97
300660,2020,annual,cash_flow,F136N,经营性应付项目的增加,310000000.0,98
