stock_code,year,period,statement_type,field_code,field_name,value,display_order
601179,2022,annual,cash_flow,F123N,净利润,5084000000.0,85
601179,2022,annual,cash_flow,F124N,资产减值准备,6808000000.0,86
601179,2022,annual,cash_flow,F127N,长期待摊费用摊销,729000000.0,89
601179,2022,annual,cash_flow,F128N,处置固定资产损失,158000000.0,90
601179,2022,annual,cash_flow,F129N,固定资产报废损失,554000000.0,91
601179,2022,annual,cash_flow,F130N,公允价值变动损失,174000000.0,92
601179,2022,annual,cash_flow,F131N,投资损失,-281000000.0,93
601179,2021,annual,cash_flow,F123N,净利润,3370000000.0000005,85
601179,2021,annual,cash_flow,F124N,资产减值准备,4995000000.0,86
601179,2021,annual,cash_flow,F127N,长期待摊费用摊销,603000000.0,89
601179,2021,annual,cash_flow,F129N,固定资产报废损失,446000000.0,91
601179,2021,annual,cash_flow,F130N,公允价值变动损失,248000000.0,92
601179,2021,annual,cash_flow,F131N,投资损失,-106000000.0,93
601179,2020,annual,cash_flow,F123N,净利润,3038000000.0,85
601179,2020,annual,cash_flow,F124N,资产减值准备,3370000000.0000005,86
601179,2020,annual,cash_flow,F127N,长期待摊费用摊销,271000000.0,89
601179,2020,annual,cash_flow,F129N,固定资产报废损失,504000000.0,91
601179,2020,annual,cash_flow,F130N,公允价值变动损失,269000000.0,92
601179,2020,annual,cash_flow,F133N,递延所得税负债增加,262000000.0,95
601179,2020,annual,cash_flow,F135N,经营性应收项目的减少,-356000000.0,97
601179,2020,annual,cash_flow,F136N,经营性应付项目的增加,-127000000.0,98
