stock_code,year,period,statement_type,field_code,field_name,value,display_order
000018,2022,annual,cash_flow,F123N,净利润,-1510000000.0,85
000018,2022,annual,cash_flow,F128N,处置固定资产损失,-442000000.0,90
000018,2022,annual,cash_flow,F135N,经营性应收项目的减少,-1141000000.0,97
000018,2022,annual,cash_flow,F136N,经营性应付项目的增加,1268000000.0,98
000018,2021,annual,cash_flow,F123N,净利润,882000000.0,85
000018,2021,annual,cash_flow,F131N,投资损失,-3261000000.0,93
000018,2021,annual,cash_flow,F135N,经营性应收项目的减少,4099000000.0,97
000018,2021,annual,cash_flow,F136N,经营性应付项目的增加,-2956000000.0,98
000018,2020,annual,cash_flow,F123N,净利润,-2155000000.0,85
000018,2020,annual,cash_flow,F124N,资产减值准备,166000000.0,86
000018,2020,annual,cash_flow,F130N,公允价值变动损失,663000000.0,92
000018,2020,annual,cash_flow,F135N,经营性应收项目的减少,451000000.0,97
000018,2020,annual,cash_flow,F136N,经营性应付项目的增加,286000000.0,98
