stock_code,year,period,statement_type,field_code,field_name,value,display_order
000789,2022,annual,cash_flow,F123N,净利润,4516000000.0,85
000789,2022,annual,cash_flow,F124N,资产减值准备,3799000000.0,86
000789,2022,annual,cash_flow,F127N,长期待摊费用摊销,584000000.0,89
000789,2022,annual,cash_flow,F128N,处置固定资产损失,212000000.0,90
000789,2022,annual,cash_flow,F129N,固定资产报废损失,488000000.0,91
000789,2022,annual,cash_flow,F134N,存货的减少,104000000.0,96
000789,2022,annual,cash_flow,F135N,经营性应收项目的减少,-200000000.0,97
000789,2022,annual,cash_flow,F136N,经营性应付项目的增加,177000000.0,98
000789,2021,annual,cash_flow,F123N,净利润,3825000000.0,85
000789,2021,annual,cash_flow,F124N,资产减值准备,4516000000.0,86
000789,2021,annual,cash_flow,F127N,长期待摊费用摊销,2307000000.0,89
000789,2021,annual,cash_flow,F129N,固定资产报废损失,465000000.00000006,91
000789,2021,annual,cash_flow,F134N,存货的减少,104000000.0,96
000789,2021,annual,cash_flow,F135N,经营性应收项目的减少,-177000000.0,97
000789,2021,annual,cash_flow,F137N,其他,-142000000.0,99
000789,2020,annual,cash_flow,F123N,净利润,2946000000.0,85
000789,2020,annual,cash_flow,F124N,资产减值准备,3825000000.0,86
000789,2020,annual,cash_flow,F127N,长期待摊费用摊销,2197000000.0,89
000789,2020,annual,cash_flow,F129N,固定资产报废损失,363000000.0,91
000789,2020,annual,cash_flow,F137N,其他,104000000.0,99
