stock_code,year,period,statement_type,field_code,field_name,value,display_order
600339,2022,annual,cash_flow,F123N,净利润,721000000.0,85
600339,2022,annual,cash_flow,F124N,资产减值准备,472000000.0,86
600339,2022,annual,cash_flow,F125N,固定资产折旧,892000000.0,87
600339,2022,annual,cash_flow,F126N,无形资产摊销,142000000.0,88
600339,2022,annual,cash_flow,F127N,长期待摊费用摊销,138000000.0,89
600339,2022,annual,cash_flow,F134N,存货的减少,-5153000000.0,96
600339,2022,annual,cash_flow,F135N,经营性应收项目的减少,351000000.0,97
600339,2022,annual,cash_flow,F136N,经营性应付项目的增加,2545000000.0,98
600339,2021,annual,cash_flow,F123N,净利润,471000000.0,85
600339,2021,annual,cash_flow,F124N,资产减值准备,133000000.0,86
600339,2021,annual,cash_flow,F125N,固定资产折旧,881000000.0,87
600339,2021,annual,cash_flow,F126N,无形资产摊销,134000000.00000001,88
600339,2021,annual,cash_flow,F127N,长期待摊费用摊销,115999999.99999999,89
600339,2021,annual,cash_flow,F134N,存货的减少,-533000000.0,96
600339,2021,annual,cash_flow,F135N,经营性应收项目的减少,3311999999.9999995,97
600339,2021,annual,cash_flow,F136N,经营性应付项目的增加,-1184000000.0,98
600339,2020,annual,cash_flow,F123N,净利润,866000000.0,85
600339,2020,annual,cash_flow,F125N,固定资产折旧,690000000.0,87
600339,2020,annual,cash_flow,F126N,无形资产摊销,135000000.0,88
600339,2020,annual,cash_flow,F134N,存货的减少,-1197000000.0,96
600339,2020,annual,cash_flow,F135N,经营性应收项目的减少,-11447000000.0,97
600339,2020,annual,cash_flow,F136N,经营性应付项目的增加,9699000000.0,98
