stock_code,year,period,statement_type,field_code,field_name,value,display_order
002739,2022,annual,cash_flow,F123N,净利润,-1957999999.9999998,85
002739,2022,annual,cash_flow,F124N,资产减值准备,399000000.0,86
002739,2022,annual,cash_flow,F125N,固定资产折旧,1084000000.0,87
002739,2022,annual,cash_flow,F126N,无形资产摊销,108000000.0,88
002739,2022,annual,cash_flow,F127N,长期待摊费用摊销,616000000.0,89
002739,2022,annual,cash_flow,F132N,递延所得税资产减少,131000000.0,94
002739,2022,annual,cash_flow,F134N,存货的减少,-349000000.0,96
002739,2022,annual,cash_flow,F136N,经营性应付项目的增加,-162000000.0,98
002739,2021,annual,cash_flow,F123N,净利润,115999999.99999999,85
002739,2021,annual,cash_flow,F125N,固定资产折旧,1117000000.0,87
002739,2021,annual,cash_flow,F127N,长期待摊费用摊销,617000000.0,89
002739,2021,annual,cash_flow,F132N,递延所得税资产减少,-141000000.0,94
002739,2021,annual,cash_flow,F134N,存货的减少,109000000.00000001,96
002739,2021,annual,cash_flow,F135N,经营性应收项目的减少,316000000.0,97
002739,2021,annual,cash_flow,F136N,经营性应付项目的增加,-199000000.0,98
002739,2020,annual,cash_flow,F123N,净利润,-6841000000.0,85
002739,2020,annual,cash_flow,F124N,资产减值准备,4351000000.0,86
002739,2020,annual,cash_flow,F125N,固定资产折旧,538000000.0,87
002739,2020,annual,cash_flow,F127N,长期待摊费用摊销,639000000.0,89
002739,2020,annual,cash_flow,F134N,存货的减少,290000000.0,96
002739,2020,annual,cash_flow,F135N,经营性应收项目的减少,769000000.0,97
002739,2020,annual,cash_flow,F136N,经营性应付项目的增加,227999999.99999997,98
