stock_code,year,period,statement_type,field_code,field_name,value,display_order
000935,2022,annual,cash_flow,F123N,净利润,655000000.0,85
000935,2022,annual,cash_flow,F124N,资产减值准备,556000000.0,86
000935,2022,annual,cash_flow,F127N,长期待摊费用摊销,823000000.0,89
000935,2022,annual,cash_flow,F133N,递延所得税负债增加,299000000.0,95
000935,2022,annual,cash_flow,F135N,经营性应收项目的减少,-894999999.9999999,97
000935,2021,annual,cash_flow,F123N,净利润,1368000000.0,85
000935,2021,annual,cash_flow,F124N,资产减值准备,655000000.0,86
000935,2021,annual,cash_flow,F127N,长期待摊费用摊销,985000000.0,89
000935,2021,annual,cash_flow,F133N,递延所得税负债增加,-351000000.0,95
000935,2021,annual,cash_flow,F135N,经营性应收项目的减少,-349000000.0,97
000935,2021,annual,cash_flow,F137N,其他,105000000.0,99
000935,2020,annual,cash_flow,F123N,净利润,603000000.0,85
000935,2020,annual,cash_flow,F124N,资产减值准备,1368000000.0,86
000935,2020,annual,cash_flow,F127N,长期待摊费用摊销,888000000.0000001,89
000935,2020,annual,cash_flow,F135N,经营性应收项目的减少,-188000000.0,97
