stock_code,ticker,report_year,report_type,statement_type,item_name,item_value
601318,601318.SH,2025,annual,income_statement,可转损益的分出再保险合同金融变动,666
601318,601318.SH,2025,annual,income_statement,基本每股收益,-571
601318,601318.SH,2025,annual,income_statement,外币财务报表折算差额,854
601318,601318.SH,2025,annual,income_statement,少数股东损益,23523
601318,601318.SH,2025,annual,income_statement,归属于少数股东的其他综合收益的税后净额,829
601318,601318.SH,2025,annual,income_statement,归属于少数股东的综合收益总额,22216
601318,601318.SH,2025,annual,income_statement,归属于母公司股东的净利润,134778
601318,601318.SH,2025,annual,income_statement,归属于母公司股东的综合收益总额,132133
601318,601318.SH,2025,annual,income_statement,承保财务损益,-315
601318,601318.SH,2025,annual,income_statement,投资收益,152863
601318,601318.SH,2025,annual,income_statement,持续经营净利润,158301
601318,601318.SH,2025,annual,income_statement,提取保费准备金,-356
601318,601318.SH,2025,annual,income_statement,权益法下不可转损益的其他综合收益,1521
601318,601318.SH,2025,annual,income_statement,权益法下可转损益的其他综合收益,1466
601318,601318.SH,2025,annual,income_statement,汇兑损益,618
601318,601318.SH,2025,annual,income_statement,现金流量套期储备,291
601318,601318.SH,2025,annual,income_statement,稀释每股收益,-572
601318,601318.SH,2025,annual,income_statement,税金及附加,-3764
601318,601318.SH,2025,annual,income_statement,综合收益总额合计–––,134778
601318,601318.SH,2025,annual,income_statement,营业支出合计,-862810
601318,601318.SH,2025,annual,income_statement,营业收入合计,1050506
601318,601318.SH,2025,annual,income_statement,资产处置损益,325
601318,601318.SH,2025,annual,income_statement,银行业务利息净收入,88662
601318,601318.SH,2025,annual,income_statement,银行业务利息支出,-104048
601318,601318.SH,2025,annual,income_statement,银行业务利息收入,169704
601318,601318.SH,2025,annual,income_statement,非保险业务手续费及佣金净收入,43532
601318,601318.SH,2025,annual,income_statement,非保险业务手续费及佣金支出,-8703
601318,601318.SH,2025,annual,income_statement,非保险业务手续费及佣金收入,52235
601318,601318.SH,2025,annual,income_statement,非银行业务利息支出,-21609
601318,601318.SH,2025,annual,income_statement,非银行业务利息收入,135798
